,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080
run-52,1.015,1.003,1.025,1.01,1.01,1.026,1.004,1.009,1.012,1.018,1.028,1.013,1.02,1.019,1.03,1.009,1.009,1.021,1.015,1.017,1.026,1.02,1.005,1.016,1.004,1.029,1.019,1.018,1.013,1.009,1.011,1.005,1.007,1.002,1.016,1.03,1.015,1.015,1.025,1.004,1.014,1.006,1.014,1.02,1.017,1.003,1.011,1.009,1.017,1.011,1.021,1.008,1.028,1.014,1.027,1.025,1.005,1.005,1.002,1.03,1.013,1.017,1.023,1.005,1.027,1.027
run-53,1.015,1.029,1.001,1.002,1.026,1.026,1.027,1.019,1.01,1.019,1.008,1.017,1.004,1.014,1.003,1.005,1.008,1.017,1.003,1.025,1.024,1.014,1.01,1.029,1.022,1.002,1.025,1.03,1.017,1.016,1,1.015,1.001,1.014,1,1.027,1.009,1.024,1.03,1.016,1.001,1.015,1.004,1.001,1.009,1.007,1.009,1.001,1.019,1.001,1.008,1.014,1.019,1.028,1.022,1.009,1.03,1.01,1.001,1.026,1.011,1.009,1.015,1.013,1.02,1.021
run-54,1.015,1.03,1.015,1.019,1.009,1.007,1.001,1.014,1.005,1.018,1.017,1.021,1.012,1.028,1.003,1.025,1.011,1.006,1.017,1.019,1.018,1.011,1.005,1.026,1.024,1.025,1.001,1.024,1.026,1.023,1.003,1.003,1,1.019,1.012,1.026,1.027,1.012,1.019,1.011,1.015,1.015,1.009,1.027,1.007,1.007,1.03,1.003,1.002,1.017,1.007,1.017,1.014,1,1.004,1.024,1.018,1.008,1.022,1,1.023,1.019,1.025,1.024,1.001,1.028
run-55,1.015,1.007,1.011,1.024,1.003,1.024,1.016,1.007,1.027,1.022,1.024,1.002,1.024,1.007,1.021,1.006,1.023,1.01,1.009,1.028,1.005,1.028,1.008,1.001,1.022,1.014,1.018,1.014,1.001,1.004,1.007,1.029,1.029,1.025,1.024,1.021,1.024,1.014,1.004,1.002,1.026,1.024,1.024,1.004,1.003,1.028,1.006,1.006,1.003,1.025,1.023,1.004,1.009,1.027,1.002,1.001,1.02,1.002,1.027,1.007,1.019,1.005,1.019,1.029,1.024,1.014
run-56,1.015,1.021,1.021,1.012,1.002,1.01,1.017,1.025,1.026,1.013,1.019,1.003,1.022,1.027,1.023,1.017,1.019,1.019,1.025,1.028,1.027,1.001,1.005,1.015,1.019,1.024,1.005,1.002,1.011,1.008,1.015,1.029,1.005,1.027,1.017,1.009,1.003,1.011,1.014,1.005,1.016,1.029,1.016,1.008,1.02,1.004,1.026,1.004,1.014,1.004,1.018,1.024,1.009,1.001,1.027,1.016,1.005,1.024,1.015,1.013,1.01,1.003,1.004,1.006,1.01,1.01
run-57,1.015,1.016,1.025,1.002,1.023,1.003,1.017,1.025,1.022,1,1.006,1.017,1.023,1.03,1.012,1.013,1.008,1.014,1.024,1.012,1.015,1.008,1.023,1.006,1.016,1.016,1.016,1.004,1.029,1.011,1.029,1.024,1.014,1.027,1.008,1.009,1.001,1.01,1.015,1.019,1.03,1.018,1.017,1.015,1.019,1.004,1.018,1.028,1.013,1.01,1.017,1.005,1.007,1.012,1.005,1.01,1.03,1.002,1.008,1.01,1.005,1.015,1.019,1.013,1.012,1.02
run-58,1.015,1.022,1.011,1.015,1.02,1.021,1.021,1.006,1.023,1.021,1.01,1.028,1.03,1.026,1.013,1.011,1.019,1.016,1.002,1.021,1.013,1.015,1.03,1.015,1.027,1.02,1.017,1.024,1.012,1.009,1.008,1.009,1.023,1.012,1.002,1.007,1.016,1.019,1.016,1.011,1.029,1.008,1.011,1.03,1.028,1,1.016,1.021,1.022,1.01,1.02,1.015,1.005,1.015,1.014,1.02,1.011,1.03,1.028,1.001,1.006,1.014,1.006,1.028,1.003,1.006
run-59,1.015,1.018,1.003,1.008,1.008,1.013,1.023,1.015,1.014,1.015,1.01,1.009,1.012,1.027,1.019,1.013,1.03,1.013,1.026,1.029,1.01,1.02,1.021,1.027,1.005,1.024,1.022,1.006,1.024,1.026,1.016,1.003,1.006,1.027,1.019,1.029,1.019,1.016,1.006,1.007,1.023,1.014,1.017,1.03,1.028,1.017,1.018,1.01,1.018,1.011,1.025,1.028,1.012,1.013,1.006,1.029,1.007,1.006,1.004,1.01,1.019,1.014,1.009,1.001,1.027,1.009
run-60,1.015,1.022,1.016,1.018,1.028,1.018,1.026,1.013,1.029,1.004,1.027,1.006,1.008,1.012,1.017,1.013,1.022,1.025,1.004,1.024,1.018,1.008,1.003,1.018,1.02,1.027,1,1.03,1.026,1.018,1.006,1.011,1.016,1.001,1.03,1.021,1.02,1.024,1.002,1.012,1.013,1.006,1.026,1.026,1.012,1.021,1.018,1.017,1.03,1.02,1.023,1.007,1,1.013,1.018,1.001,1.022,1.019,1.01,1.011,1.01,1.013,1.007,1.03,1.009,1.023
run-61,1.015,1.006,1.026,1.017,1.019,1.029,1.018,1.019,1.001,1.008,1.017,1.02,1.013,1.026,1.025,1.004,1.017,1.009,1.019,1.023,1.002,1.004,1.011,1.016,1.009,1.01,1.022,1.015,1.006,1.023,1.005,1.017,1.01,1.024,1.005,1.02,1.003,1.021,1.005,1.004,1.012,1.017,1.012,1.026,1.023,1.012,1.011,1,1.004,1.026,1.002,1.015,1.026,1.017,1.026,1.006,1.005,1.023,1.025,1.024,1.025,1.015,1.013,1.023,1.027,1.006
run-62,1.015,1.004,1.018,1.012,1.001,1.013,1.014,1.003,1.027,1.029,1.003,1.003,1.023,1.003,1.026,1.014,1,1.011,1.029,1.027,1.016,1.011,1.005,1.02,1.009,1.006,1.014,1.011,1.001,1.023,1.014,1.029,1.016,1.01,1.015,1.005,1.028,1.001,1.024,1.027,1.003,1.023,1.009,1.019,1.012,1.015,1.022,1.005,1.009,1.01,1.024,1.028,1.003,1.021,1.002,1.006,1.022,1.021,1.025,1.006,1.018,1.011,1.027,1.002,1.012,1.007
run-63,1.015,1.014,1.015,1.003,1.012,1.017,1.015,1.011,1.007,1.027,1.026,1.007,1.03,1.005,1.025,1.001,1.003,1.006,1.011,1.01,1.015,1.007,1.023,1,1.001,1.012,1.003,1.023,1.028,1.005,1.014,1.009,1.007,1.017,1.029,1.017,1.015,1.004,1.016,1.013,1.003,1.023,1.029,1.024,1.018,1.004,1.017,1.024,1.029,1.029,1.029,1.008,1.008,1.003,1.021,1.005,1.002,1.01,1.023,1.009,1.003,1.002,1.023,1.006,1.002,1.027
run-64,1.015,1.026,1.023,1.002,1.005,1.018,1.016,1,1.016,1.012,1.001,1.023,1.025,1.007,1,1.007,1.011,1.02,1.002,1.029,1.022,1.015,1.016,1.023,1.008,1.022,1.03,1.026,1.021,1.019,1.028,1.01,1.024,1.029,1.028,1.008,1.027,1.019,1.009,1.022,1.003,1.009,1.015,1.025,1.027,1.01,1.001,1.008,1.02,1.023,1.005,1.019,1.021,1.005,1.025,1.025,1.011,1.024,1.02,1.026,1.022,1.015,1.028,1.029,1.001,1.029
run-65,1.015,1.018,1.007,1.002,1.024,1.002,1.016,1.013,1.003,1.018,1.019,1.007,1.026,1.002,1.024,1.009,1,1.008,1.016,1.026,1.027,1.02,1.025,1.001,1.011,1.016,1.016,1.005,1.03,1.025,1.029,1.011,1.019,1.026,1.006,1.03,1.016,1.013,1.011,1.02,1.029,1.005,1.026,1.026,1.025,1.027,1.029,1.026,1.011,1.014,1.012,1.009,1,1.023,1.023,1.003,1.026,1.011,1.008,1.007,1.016,1.018,1.029,1.009,1.011,1.003
run-66,1.015,1.005,1.01,1.028,1.029,1.024,1.021,1.006,1.023,1.018,1.021,1.007,1.021,1.025,1.001,1.018,1.01,1.021,1.021,1.012,1.027,1.012,1.013,1.009,1.024,1.021,1.026,1.017,1.006,1.022,1.004,1.015,1.021,1.03,1.021,1.02,1.008,1.029,1.005,1.002,1.014,1.02,1.015,1.029,1.001,1.016,1.015,1.016,1.02,1.01,1.03,1.015,1.008,1.018,1.027,1.007,1.008,1.008,1.014,1.027,1.029,1.022,1.005,1.026,1.017,1.028
run-67,1.015,1.029,1.005,1.029,1.008,1.007,1.009,1.014,1.025,1.029,1.007,1.019,1.006,1.002,1.003,1.023,1.01,1,1.009,1.026,1.011,1.009,1.021,1.026,1.03,1.002,1.002,1.024,1.025,1.028,1.012,1.007,1.014,1.002,1.014,1.03,1.018,1.018,1.028,1.026,1.004,1.011,1.027,1.002,1.017,1.006,1.017,1.001,1.027,1.013,1.025,1.003,1.016,1.01,1.026,1.025,1.011,1.018,1.001,1.015,1.014,1.023,1.012,1.023,1,1.026
run-68,1.015,1.016,1.03,1.015,1.017,1.005,1.024,1.02,1.01,1.021,1.03,1.002,1.005,1.005,1.023,1.021,1.024,1.025,1.011,1.009,1.013,1.004,1.025,1.03,1.015,1.02,1.017,1.027,1.026,1.028,1.012,1.023,1.002,1.015,1.013,1.027,1.023,1.015,1.009,1.008,1.013,1.017,1.009,1.006,1,1.024,1.016,1.016,1.013,1.014,1.016,1.023,1.012,1.006,1.001,1.005,1.01,1.015,1.016,1.026,1.002,1.017,1.012,1.005,1.005,1.008
run-69,1.015,1.017,1.021,1.024,1.004,1.025,1.023,1.007,1.025,1.021,1.029,1.002,1.026,1.026,1.01,1.013,1.005,1.025,1.015,1.022,1.025,1.027,1.001,1.02,1.009,1.006,1.029,1.003,1.013,1.008,1.002,1.008,1.024,1.018,1.028,1.021,1.008,1.017,1.017,1.02,1.011,1.006,1.013,1.022,1.024,1.003,1.02,1.027,1.027,1.019,1.015,1.029,1.028,1.023,1.004,1.025,1.022,1.025,1.005,1.004,1.024,1.015,1.009,1.015,1.007,1.015
run-70,1.015,1.001,1.027,1.009,1.009,1.014,1.012,1.006,1.026,1.007,1.012,1.025,1.029,1.003,1.014,1.008,1.026,1.021,1.013,1.026,1.02,1.024,1.027,1.015,1.017,1.006,1.012,1.029,1.026,1.002,1.029,1.011,1.008,1.013,1.025,1.029,1.025,1.015,1.014,1.014,1.005,1.029,1.014,1.016,1.001,1.023,1.029,1.014,1.003,1.016,1.009,1.017,1.004,1.019,1.013,1.028,1.029,1.018,1.016,1.011,1.021,1.011,1.03,1.007,1.014,1.026
run-71,1.015,1.012,1.026,1.03,1.004,1.029,1.009,1.027,1.001,1.026,1.024,1.006,1.001,1.007,1.009,1.013,1.002,1.002,1.005,1.009,1.013,1.013,1.013,1.006,1.011,1.007,1.002,1.013,1.018,1.017,1.013,1.012,1.026,1.005,1.012,1.004,1.003,1.026,1.029,1.024,1.014,1.011,1.011,1.005,1.006,1.016,1.008,1.013,1.002,1.013,1.013,1.023,1.018,1.024,1.011,1.01,1.03,1.016,1.027,1.02,1.019,1.013,1.01,1.012,1.022,1.006
run-72,1.015,1.021,1.014,1.029,1.004,1.025,1.011,1.029,1.01,1.029,1.021,1.01,1.022,1.002,1.024,1.005,1.029,1.029,1.021,1.026,1.004,1.025,1.006,1.009,1.007,1.005,1.022,1.008,1.018,1.015,1.024,1.003,1.009,1.027,1.029,1.012,1.009,1.021,1.021,1.008,1.004,1.027,1.022,1.009,1.015,1.001,1.026,1.005,1.022,1.01,1.007,1.001,1.001,1.01,1.007,1.015,1.012,1.015,1.017,1.014,1.021,1.012,1.027,1,1.016,1
run-73,1.015,1.017,1.005,1.003,1.027,1.013,1.006,1.011,1.009,1.03,1,1.002,1.007,1.001,1.003,1.023,1.014,1.028,1.018,1.029,1.022,1.011,1.015,1.025,1.006,1.006,1.026,1.024,1.018,1.027,1.018,1.01,1.029,1,1.005,1.025,1.02,1.024,1.029,1.029,1,1.013,1.028,1.015,1.011,1.024,1.015,1.019,1.022,1.028,1.007,1.002,1.013,1.011,1.012,1.001,1.007,1.017,1.004,1.015,1.007,1.013,1.022,1.018,1.016,1.003
run-74,1.015,1.001,1.021,1.029,1.007,1.001,1.015,1.011,1.023,1.003,1.025,1.029,1.011,1.025,1.008,1.014,1.025,1.021,1.019,1.003,1.017,1.018,1.022,1.008,1.022,1.004,1.004,1.003,1.008,1.029,1.001,1.008,1.02,1.014,1.021,1.003,1.002,1,1.025,1.01,1.007,1.014,1.016,1.016,1.024,1.018,1.017,1.003,1.029,1.029,1.007,1.004,1.016,1.013,1.022,1.025,1.006,1.006,1.01,1.021,1.001,1.027,1.029,1.021,1.007,1.027
run-75,1.015,1.023,1.009,1.011,1.015,1.027,1.018,1.021,1.021,1.014,1.017,1.027,1.011,1.001,1.002,1.008,1.014,1.011,1.027,1.027,1.014,1.014,1.007,1.01,1.018,1.02,1.019,1.029,1.028,1.004,1.009,1.001,1.006,1.009,1.021,1.005,1.006,1.016,1.012,1.025,1.002,1.024,1.014,1.004,1.008,1.026,1.005,1.001,1.018,1.021,1.019,1.006,1.009,1.029,1.003,1.03,1.029,1.007,1.029,1.023,1.005,1.029,1.02,1.015,1.007,1.018
run-76,1.015,1.022,1.025,1.008,1.014,1.023,1.017,1.007,1.009,1.001,1.005,1.014,1.022,1.006,1.027,1.002,1.016,1.001,1.016,1.022,1.014,1.005,1.015,1.016,1.014,1.02,1.029,1,1.027,1.009,1.006,1.019,1.006,1.022,1.023,1.004,1.009,1.022,1.003,1.007,1.021,1.016,1.027,1.023,1.01,1.027,1.008,1.026,1.006,1.019,1.02,1.023,1.029,1.017,1.03,1.011,1.008,1.026,1.008,1.013,1.016,1.009,1.002,1.006,1.013,1.016
run-77,1.015,1.013,1.02,1.015,1.01,1.013,1.005,1.016,1,1.017,1.013,1.018,1.004,1.011,1.002,1.03,1.022,1.029,1.007,1.011,1.021,1.022,1.027,1.012,1.003,1.012,1.014,1.015,1.001,1.027,1.027,1.015,1.025,1.026,1.025,1.027,1.026,1.029,1.005,1.002,1.006,1.012,1.018,1.004,1,1.023,1.022,1.028,1.025,1.029,1.004,1,1.003,1.01,1.017,1.011,1.002,1.025,1.001,1.004,1.018,1.007,1.021,1.023,1.017,1.029
run-78,1.015,1.019,1.008,1.024,1.003,1,1.003,1.007,1.008,1.016,1.03,1.01,1.002,1.01,1.011,1.022,1.029,1.018,1.029,1.013,1.008,1.025,1.001,1.013,1.005,1.028,1.024,1.017,1.005,1.023,1.027,1.013,1.016,1.018,1.019,1.022,1.018,1.021,1.016,1.028,1.028,1.009,1.018,1.008,1.024,1.014,1.014,1.01,1.019,1.006,1.023,1.016,1.002,1.007,1.019,1.014,1.006,1.013,1.002,1.017,1.007,1.018,1.024,1.008,1.028,1.002
run-79,1.015,1.025,1.022,1.011,1.015,1.029,1.013,1.014,1.022,1.011,1.018,1.026,1.009,1.001,1.024,1.016,1.002,1.023,1.008,1,1.024,1.021,1.022,1.008,1.017,1.001,1.003,1.008,1,1.024,1.015,1.02,1.02,1.012,1.025,1.006,1.007,1.029,1.006,1.022,1.009,1.03,1.024,1.007,1.01,1.007,1.024,1,1.019,1.007,1.012,1.023,1.003,1.014,1.029,1.026,1.009,1.025,1.012,1.006,1.018,1.022,1.013,1.014,1.014,1.011
run-80,1.015,1.029,1.001,1.027,1.025,1.01,1.028,1.008,1.008,1.007,1.027,1.017,1.015,1.027,1.024,1.022,1.014,1.012,1.024,1.029,1.023,1.018,1.015,1.009,1.011,1.019,1.004,1.019,1.017,1.015,1.003,1.023,1.015,1.03,1.013,1.015,1.005,1.022,1.013,1.002,1.006,1.007,1.019,1.003,1.014,1.018,1.027,1.028,1.011,1.006,1.01,1.02,1.018,1.009,1.002,1.003,1.004,1.001,1.016,1.012,1.014,1.007,1.013,1.011,1.029,1.002
run-81,1.015,1.02,1.001,1.02,1.014,1.025,1.026,1.029,1.012,1.002,1.029,1.007,1.002,1.01,1.023,1.005,1.002,1.011,1.001,1.007,1.023,1.012,1.018,1.028,1.011,1.01,1.005,1.017,1.003,1.01,1.021,1.02,1.003,1.003,1.019,1.005,1.005,1.023,1.007,1.025,1.028,1.015,1.008,1.002,1.007,1.011,1.017,1.029,1.006,1.011,1.025,1.017,1.024,1.012,1.002,1.01,1.024,1.026,1.007,1.006,1.003,1.009,1.003,1.029,1.029,1.014
run-82,1.015,1.023,1.021,1.009,1.006,1.006,1.018,1.022,1.013,1.027,1.008,1.009,1.009,1.004,1.003,1.007,1.027,1.012,1.007,1.023,1.007,1.009,1.006,1.003,1.021,1.029,1.027,1.023,1.011,1.004,1.024,1.025,1.002,1.024,1,1.026,1.001,1.02,1,1.023,1.026,1.027,1.022,1.015,1.007,1.007,1.013,1.007,1.023,1.012,1.024,1.028,1.02,1.009,1.012,1.008,1.013,1.004,1.002,1.016,1.016,1.004,1.009,1.015,1.006,1.026
run-83,1.015,1.027,1.009,1.011,1.008,1.027,1.018,1.015,1.028,1.022,1.027,1.002,1.009,1.029,1.003,1.026,1.028,1.009,1.028,1.009,1.003,1.019,1.008,1.019,1.021,1.007,1.026,1.006,1.001,1.026,1.013,1.005,1.001,1.029,1.014,1.002,1.019,1.019,1.013,1.003,1.021,1.015,1.024,1.006,1.025,1.021,1.019,1.029,1.01,1.002,1.005,1.029,1.008,1.001,1.007,1.015,1.013,1.009,1.005,1.006,1.008,1.02,1.019,1.01,1.002,1.023
run-84,1.015,1.027,1.006,1.026,1.009,1.014,1.013,1.012,1.019,1.025,1.005,1.022,1.026,1.004,1.022,1.015,1.005,1.018,1.018,1.006,1.011,1.029,1.004,1.015,1.007,1.022,1.019,1.005,1.02,1.013,1.001,1.02,1.019,1.008,1.004,1.011,1.021,1.025,1.013,1.002,1.019,1.006,1.008,1.012,1.03,1.024,1.019,1.009,1.01,1.006,1.02,1.018,1.005,1.029,1.023,1.019,1.02,1.01,1.012,1.016,1.017,1.024,1.007,1.027,1.029,1.011
run-85,1.015,1.009,1.008,1.017,1.022,1.008,1.003,1.026,1.001,1.027,1.023,1.01,1.02,1.004,1.029,1.011,1.02,1.004,1.027,1.003,1.014,1.027,1.02,1.002,1.026,1.029,1.007,1.018,1,1.02,1.015,1.018,1.008,1.01,1.02,1.009,1.016,1.01,1.028,1.028,1.029,1.026,1.006,1.008,1.026,1.018,1.006,1.028,1.001,1.006,1.011,1.003,1.006,1.007,1.018,1.014,1.002,1.028,1.023,1.014,1.007,1.015,1.02,1.025,1.003,1.017
run-86,1.015,1.02,1.009,1.002,1.026,1.026,1.019,1.008,1.005,1.011,1.005,1.028,1.008,1.002,1,1.012,1.007,1.025,1.022,1.01,1.029,1.007,1.026,1.017,1.02,1.02,1.016,1.022,1.021,1.028,1.026,1.021,1.016,1.022,1.019,1.012,1.012,1.013,1.02,1.027,1.008,1.001,1.026,1.01,1.024,1.007,1.011,1.009,1.014,1.027,1.007,1.016,1.016,1.008,1.03,1.005,1.022,1.022,1.021,1.025,1.028,1.003,1.013,1.03,1.024,1.015
run-87,1.015,1.003,1.027,1.004,1.029,1.023,1.01,1.004,1.008,1.006,1.029,1.006,1.002,1.004,1.02,1.015,1.015,1.005,1.007,1.006,1.029,1.014,1.002,1.001,1.017,1.012,1.007,1.019,1.015,1.019,1.005,1.019,1.025,1.025,1.008,1.029,1.005,1.025,1.007,1.009,1.007,1.001,1.027,1.001,1.02,1.03,1.01,1.011,1.009,1.028,1.018,1.027,1.02,1.021,1.021,1.023,1.005,1.011,1.013,1.014,1.022,1.021,1.029,1.027,1,1.012
run-88,1.015,1.025,1.021,1.027,1.027,1.024,1.028,1.011,1.029,1.02,1.017,1.006,1.002,1.009,1.016,1.004,1.012,1.006,1.025,1.027,1.028,1.003,1.006,1.024,1.012,1.019,1.016,1.009,1.027,1.016,1.027,1.022,1.016,1.024,1.027,1.021,1.013,1.018,1.021,1.02,1.01,1.019,1.002,1.004,1.015,1.005,1.026,1.02,1.027,1.025,1.007,1.002,1.008,1.004,1.008,1.024,1.017,1.014,1.003,1.005,1.023,1.012,1.005,1.003,1.003,1.022
run-89,1.015,1.027,1.024,1.016,1.009,1.015,1.004,1.013,1.003,1.014,1.028,1.019,1.001,1.006,1.023,1.023,1.015,1.007,1.013,1.024,1.004,1.025,1.021,1.007,1.014,1.007,1.007,1.029,1.008,1.026,1.027,1.012,1.025,1.027,1.009,1.028,1.001,1.011,1.002,1.003,1.022,1.028,1.014,1.021,1.009,1,1.015,1.018,1.017,1.02,1.022,1.021,1.018,1.014,1.021,1.011,1.027,1.014,1.025,1.016,1.024,1.012,1.023,1.027,1.025,1.005
run-90,1.015,1.003,1.012,1.014,1.02,1.024,1.011,1.024,1.012,1.011,1.016,1.023,1.028,1.008,1.016,1.026,1.011,1.015,1.009,1.028,1.027,1.012,1.019,1.024,1.024,1.012,1.021,1.024,1.008,1.01,1.021,1.01,1.021,1.004,1.009,1.009,1.009,1.002,1.022,1.028,1.015,1.001,1.025,1.015,1.017,1.003,1.018,1.011,1.021,1.012,1.008,1.02,1.024,1.009,1.03,1.017,1.027,1.012,1.001,1.022,1.024,1.009,1.019,1.016,1.001,1.017
run-91,1.015,1.012,1.014,1.001,1.005,1.005,1.024,1.027,1.003,1.009,1.018,1.029,1.005,1.022,1.021,1.01,1.023,1.024,1.021,1.028,1.017,1.029,1.021,1.002,1.017,1.027,1.004,1.024,1.029,1.023,1.004,1,1.003,1.029,1,1.012,1.012,1.001,1.006,1,1.002,1.024,1.009,1.01,1.011,1.011,1.014,1.016,1.022,1.014,1.007,1.018,1.02,1.023,1.022,1.024,1.005,1.003,1.01,1.011,1.016,1.028,1.01,1.026,1.019,1.016
run-92,1.015,1.004,1.017,1.018,1.007,1,1.019,1.008,1.029,1.009,1.027,1.026,1.013,1.028,1.016,1.016,1,1.018,1.018,1.021,1.006,1.007,1.019,1.017,1.028,1.014,1.02,1.006,1.02,1.009,1.006,1.018,1.012,1.028,1.03,1.005,1.012,1.028,1.019,1.024,1.017,1.012,1.023,1.029,1.03,1.023,1.027,1.028,1.008,1.013,1.024,1.001,1.009,1.008,1.018,1.004,1.014,1.003,1.003,1.015,1.029,1.024,1.019,1.009,1.023,1.022
run-93,1.015,1.003,1.019,1.03,1.017,1.004,1.014,1.022,1.028,1.011,1.022,1.008,1.011,1.024,1.012,1.017,1.001,1.009,1.007,1.026,1.023,1.029,1.021,1.027,1.023,1.027,1.005,1.021,1,1.023,1.013,1.01,1.015,1.004,1.028,1.008,1.001,1.029,1.003,1.026,1.004,1.014,1.03,1.007,1.004,1.02,1.015,1.017,1.01,1.011,1.002,1.029,1.027,1.02,1.025,1.015,1.011,1.005,1.022,1.014,1.006,1.019,1.002,1.001,1.014,1.017
run-94,1.015,1.002,1.014,1.006,1.01,1.021,1.012,1.011,1.026,1.021,1.026,1.02,1.029,1.001,1.024,1.013,1.021,1.03,1.017,1.016,1.005,1.004,1.015,1.012,1.024,1.027,1.021,1.001,1.023,1.009,1.007,1.005,1.004,1.009,1.005,1.03,1.014,1.001,1.005,1.011,1.022,1.005,1.006,1.025,1,1.019,1.03,1.022,1.023,1.022,1.005,1.024,1.025,1.018,1.006,1.026,1.008,1.002,1.014,1.022,1.014,1.027,1.004,1.015,1.023,1.011
run-95,1.015,1.014,1.003,1.014,1.001,1.028,1.009,1.028,1.006,1.015,1.018,1.018,1.019,1.011,1.026,1.016,1.018,1.022,1.029,1.017,1.008,1.027,1.025,1.013,1.014,1.001,1.005,1.016,1.016,1.019,1.004,1.027,1.015,1.018,1.011,1.03,1.007,1.004,1.015,1.004,1.011,1.006,1,1.028,1.003,1.011,1.025,1.025,1.012,1.014,1.023,1.002,1.028,1.022,1.008,1.022,1.025,1.007,1.003,1.029,1.028,1.005,1.021,1.023,1.003,1.01
run-96,1.015,1.02,1.011,1.009,1.024,1.019,1.015,1.003,1.005,1.018,1.003,1.001,1.012,1.019,1.014,1.006,1.018,1.012,1.007,1,1.009,1.027,1.008,1.008,1.003,1.026,1.001,1.007,1.027,1.02,1.006,1.002,1.028,1.017,1.002,1.024,1.014,1.002,1.005,1.009,1.013,1.019,1.021,1.004,1.028,1.007,1.008,1.013,1.029,1.02,1.022,1.011,1.029,1.022,1.001,1.025,1.023,1.014,1.018,1.011,1.023,1.014,1.011,1.002,1.01,1.011
run-97,1.015,1.011,1.025,1.008,1.016,1.004,1.007,1.019,1.017,1.005,1.027,1.022,1.026,1.021,1.023,1.002,1.021,1.009,1.013,1.022,1.008,1.024,1.016,1.023,1.025,1.021,1.015,1.001,1.004,1.008,1.029,1.015,1.004,1.005,1.011,1.017,1.026,1.009,1.01,1.02,1.021,1.004,1.024,1.021,1.029,1.022,1.023,1.026,1.006,1.024,1.013,1.019,1.012,1.012,1.021,1.018,1.016,1.015,1.005,1.002,1.003,1.003,1.027,1.013,1.019,1.003
run-98,1.015,1.025,1.016,1.007,1.021,1.023,1.027,1.002,1.01,1.024,1.024,1.014,1.02,1.006,1.016,1.016,1.02,1.019,1.005,1.004,1.005,1.007,1.012,1.005,1.026,1.011,1.028,1.017,1.018,1.009,1.013,1.012,1.026,1.013,1.001,1.012,1.006,1.009,1.007,1.01,1.024,1.025,1.022,1.018,1.023,1.01,1.021,1.025,1.002,1.025,1.004,1.03,1.022,1.028,1.024,1.014,1.009,1.001,1.003,1.019,1.012,1.017,1.021,1.022,1.018,1.027
run-99,1.015,1.006,1.001,1.01,1.011,1.025,1.007,1.027,1.004,1.006,1.003,1.004,1.015,1.018,1.014,1,1.006,1.025,1.001,1.014,1.006,1.01,1.02,1.009,1.026,1.022,1.004,1.025,1.008,1.025,1.006,1.015,1.02,1.029,1.014,1.011,1.028,1.026,1.029,1.021,1.001,1.019,1.027,1.021,1.004,1.014,1.027,1,1.018,1.019,1.015,1.013,1.019,1.009,1.011,1.025,1.004,1.002,1.021,1.005,1.01,1.004,1.008,1.026,1.017,1.023
run-100,1.015,1.004,1.023,1.026,1.014,1.024,1.011,1.005,1.016,1.007,1.022,1.03,1.022,1.002,1.023,1.021,1.026,1.019,1.003,1.027,1.022,1.023,1.013,1.011,1.02,1.03,1.028,1.015,1.009,1.01,1.02,1.006,1.005,1.021,1.019,1.012,1.001,1.018,1.008,1.01,1.024,1.025,1,1.029,1.027,1.002,1.026,1.017,1.012,1.008,1.024,1.028,1.004,1.017,1.024,1.008,1.01,1.03,1.022,1.015,1.012,1.003,1.016,1.029,1.001,1.011
run-101,1.015,1.021,1.017,1.027,1.013,1.014,1.014,1.027,1.01,1.02,1.008,1.008,1.02,1.006,1.011,1.007,1.029,1.026,1.003,1.023,1.026,1.028,1.02,1.024,1.012,1.003,1.01,1.003,1.001,1.004,1.002,1.023,1.015,1.027,1.021,1.007,1.021,1.001,1.023,1.02,1.005,1.023,1.001,1.022,1.006,1.009,1.013,1.017,1.026,1.004,1.015,1.019,1,1.008,1.03,1.011,1.012,1.015,1.02,1.012,1.016,1.017,1.015,1.016,1.02,1.007
run-102,1.015,1.03,1.007,1.027,1.018,1.025,1.008,1.019,1.022,1.028,1.015,1.016,1.013,1.001,1.013,1.003,1,1.028,1.014,1.008,1.003,1.023,1.015,1,1,1.002,1.013,1.009,1.029,1.012,1.02,1.02,1.017,1.022,1.023,1.025,1.025,1.022,1.008,1.022,1.009,1.005,1.013,1.027,1.027,1.023,1.017,1.007,1.024,1.028,1.027,1.004,1.017,1.007,1.017,1.003,1.01,1.019,1.027,1.025,1.027,1.008,1.03,1.004,1.011,1.008
