hour,nl_node_PV,nl_node_OffW,nl_node_OnW,de_node_PV,de_node_OffW,de_node_OnW,fr_node_PV,fr_node_OffW,fr_node_OnW,be_node_PV,be_node_OffW,be_node_OnW,uk_node_PV,uk_node_OffW,uk_node_OnW
2554,0.289842,0.075704,0.0927459,0.305894,0.690964,0.0674113,0.303177,0.24462,0.112492,0.297719,0.0042644,0.0308723,0.230429,0.126844,0.116686
2555,0.375944,0.0911199,0.108968,0.392585,0.752267,0.0722098,0.401892,0.213396,0.0839909,0.389579,0.0083003,0.0294635,0.312016,0.11449,0.116878
2556,0.462046,0.0911199,0.108968,0.479275,0.752267,0.0722098,0.500606,0.213396,0.0839909,0.48144,0.0083003,0.0294635,0.393603,0.11449,0.116878
2557,0.479055,0.0837986,0.113661,0.491888,0.765929,0.0905665,0.526754,0.17315,0.0795637,0.502737,0.0145692,0.0306199,0.421826,0.0980983,0.113309
2558,0.496063,0.0767507,0.118461,0.504502,0.779342,0.111549,0.552902,0.1361,0.0752949,0.524033,0,0.0320979,0.45005,0.0828087,0.109799
2559,0.513072,0.0767507,0.118461,0.517115,0.779342,0.111549,0.57905,0.1361,0.0752949,0.54533,0.0237687,0.0320979,0.478274,0.0828087,0.109799
2560,0.438057,0.0608018,0.0867662,0.433684,0.750195,0.100184,0.500088,0.125319,0.070881,0.468348,0.0168532,0.0324594,0.421045,0.108351,0.116711
2561,0.363042,0.0466117,0.0610921,0.350254,0.719977,0.0895169,0.421125,0.114903,0.0666584,0.391366,0,0.032836,0.363816,0.136729,0.123846
2562,0.288027,0.0466117,0.0610921,0.266824,0.719977,0.0895169,0.342162,0.114903,0.0666584,0.314383,0.0114688,0.032836,0.306587,0.136729,0.123846
2563,0.212595,0.0293024,0.046132,0.194893,0.668244,0.0727277,0.253995,0.110093,0.0638418,0.232665,0.009261,0.02787,0.230585,0.137461,0.112705
2564,0.137164,0.0162489,0.0354111,0.122961,0.614606,0.0583295,0.165828,0.10537,0.0611206,0.150947,0.0074502,0.0322669,0.154582,0.138196,0.102128
2565,0.0617318,0.0162489,0.0354111,0.0510292,0.614606,0.0583295,0.077661,0.10537,0.0611206,0.0692288,0.0074502,0.0322669,0.07858,0.138196,0.102128
2566,0.0412263,0.0115034,0.0298326,0.0340364,0.559241,0.0540891,0.0519624,0.125738,0.0832497,0.0462459,0.0066064,0.0418937,0.0531595,0.120507,0.0845839
2567,0.0207208,0.0078899,0.0278697,0.0170437,0.503212,0.0501411,0.0262638,0.147548,0.110063,0.0232631,0.0058846,0.0565018,0.0277389,0.103827,0.069108
2568,0.0002153,0.0078899,0.0278697,0.000051,0.503212,0.0501411,0.0005651,0.147548,0.110063,0.0002803,0.0058846,0.0565018,0.0023184,0.103827,0.069108
2569,0.0001436,0.011159,0.0283158,0.000034,0.492296,0.0545247,0.0003768,0.138756,0.0958605,0.0001869,0.0081706,0.0465468,0.0015456,0.0768384,0.0525118
2570,0.0000718,0.015382,0.029563,0.000017,0.481385,0.0592649,0.0001884,0.130178,0.0828055,0.0000934,0,0.0385956,0.0007728,0.0535721,0.0399114
2571,0,0.015382,0.029563,0,0.481385,0.0592649,0,0.130178,0.0828055,0,0.0113972,0.0385956,0,0.0535721,0.0399114
2572,0.0049481,0.0140945,0.0301526,0.0068006,0.440267,0.0455023,0.0028458,0.0816909,0.0583315,0.0041238,0.0165287,0.0318944,0.0014822,0.0395155,0.032904
2573,0.0098962,0.0128815,0.0308278,0.0136011,0.39952,0.0355014,0.0056916,0.0435692,0.040566,0.0082476,0,0.0283779,0.0029643,0.0276234,0.0288586
2574,0.0148442,0.0128815,0.0308278,0.0204017,0.39952,0.0355014,0.0085375,0.0435692,0.040566,0.0123713,0.0230763,0.0283779,0.0044465,0.0276234,0.0288586
2575,0.0792953,0.0079186,0.0291025,0.0879388,0.345822,0.033891,0.0738393,0.0474889,0.0390781,0.0778414,0.0168694,0.0287518,0.0503232,0.0254135,0.028853
2576,0.143746,0.0049496,0.0281148,0.155476,0.293864,0.0324651,0.139141,0.051574,0.0376784,0.143312,0,0,0.0961999,0.0233054,0.0288474
2577,0.208197,0.0049496,0.0281148,0.223013,0.293864,0.0324651,0.204443,0.051574,0.0376784,0.208782,0.0119208,0.0347829,0.142077,0.0233054,0.0288474
2578,0.294638,0.0040637,0.0295673,0.303423,0.243175,0.0283168,0.299518,0.0415532,0.0283422,0.300949,0.0141941,0.0470759,0.219061,0.0225918,0.0280338
2579,0.381078,0.0054967,0,0.383834,0.195599,0.0285682,0.394592,0.0326189,0.0312634,0.393116,0,0,0.296045,0.0218909,0.0279019
2580,0.467518,0.0054967,0.0377623,0.464244,0.195599,0.0285682,0.489667,0.0326189,0.0312634,0.485284,0.0167668,0.0659668,0.373029,0.0218909,0.0279019
2581,0.48436,0.0053636,0.0299836,0.468535,0.175033,0.0281901,0.511754,0.0125227,0.0381873,0.50666,0.0113719,0.0644848,0.392296,0.0269046,0.0278905
2582,0.501201,0.0157993,0.0279092,0.472825,0.155319,0.0279578,0.53384,0.0042044,0,0.528036,0.007487,0,0.411564,0.0324905,0.0278815
2583,0.518043,0.0157993,0.0279092,0.477116,0.155319,0.0279578,0.555927,0.0042044,0.0490769,0.549412,0.007487,0.0630342,0.430832,0.0324905,0.0278815
2584,0.442362,0.0650783,0.0444694,0.397622,0.175841,0.0279297,0.478323,0.0044039,0.0386447,0.472021,0.0047605,0.0333004,0.373909,0.045793,0.0290057
2585,0.36668,0.14565,0.0874827,0.318127,0.197282,0.0284895,0.400718,0.0046839,0.031793,0.39463,0.0159673,0.0291092,0.316986,0.0613447,0.0328215
2586,0.290998,0.14565,0.0874827,0.238633,0.197282,0.0284895,0.323114,0.0046839,0.031793,0.31724,0.0159673,0.0291092,0.260064,0.0613447,0.0328215
2587,0.214798,0.177044,0.120872,0.174057,0.189417,0.0373106,0.239603,0.0089431,0.0281052,0.234819,0.0464066,0.0453086,0.195071,0.0768286,0.0423091
2588,0.138599,0.210627,0.159922,0.109481,0.181668,0.0557494,0.156092,0.0170222,0.0361158,0.152398,0.0928799,0.0781994,0.130079,0.0938677,0.0563448
2589,0.0623991,0.210627,0.159922,0.0449055,0.181668,0.0557494,0.0725806,0.0170222,0.0361158,0.0699776,0.0928799,0.0781994,0.0650862,0.0938677,0.0563448
2590,0.0416689,0.195569,0.15429,0.0299571,0.21236,0.0665619,0.0485811,0.0227248,0.0488629,0.0467484,0.131537,0.0838078,0.0441811,0.0955759,0.0605993
2591,0.0209388,0.180909,0.148749,0.0150087,0.244631,0.0789224,0.0245815,0.0293896,0.0668746,0.0235191,0.175434,0.0896688,0.023276,0.0972974,0.0651189
2592,0.0002086,0.180909,0.148749,0.0000603,0.244631,0.0789224,0.000582,0.0293896,0.0668746,0.0002898,0.175434,0.0896688,0.0023708,0.0972974,0.0651189
2593,0.0001391,0.194263,0.160033,0.0000402,0.259191,0.0938946,0.000388,0.0251407,0.0528292,0.0001932,0.163443,0.0725747,0.0015805,0.0914512,0.0552116
2594,0.0000695,0.207949,0.171679,0.0000201,0.273999,0.110456,0.000194,0.0212579,0.0417071,0.0000966,0.151776,0.0579615,0.0007903,0.0857637,0.0467191
2595,0,0.207949,0.171679,0,0.273999,0.110456,0,0.0212579,0.0417071,0,0.151776,0.0579615,0,0.0857637,0.0467191
2596,0.0046396,0.211291,0.153694,0.007526,0.268408,0.109564,0.0030188,0.0123586,0.0358788,0.0039306,0.164893,0.0563719,0.0010036,0.0736204,0.0417516
2597,0.0092793,0.214651,0.136614,0.015052,0.262852,0.108677,0.0060376,0.0065927,0.0315867,0.0078612,0.178414,0.0548217,0.0020073,0.0623258,0.0375048
2598,0.0139189,0.214651,0.136614,0.022578,0.262852,0.108677,0.0090565,0.0065927,0.0315867,0.0117919,0.178414,0.0548217,0.0030109,0.0623258,0.0375048
2599,0.0765254,0.172375,0.114285,0.0944205,0.217354,0.0863672,0.0744577,0.0083838,0.0316411,0.0722084,0.170021,0.0518877,0.0367211,0.0602462,0.0370116
2600,0.139132,0.133633,0.0940763,0.166263,0.174841,0.067213,0.139859,0.0106335,0.0316959,0.132625,0.16178,0.0491098,0.0704313,0.0581998,0.0365308
2601,0.201738,0.133633,0.0940763,0.238105,0.174841,0.067213,0.20526,0.0106335,0.0316959,0.193041,0.16178,0.0491098,0.104142,0.0581998,0.0365308
2602,0.289133,0.104856,0.0786872,0.323383,0.152212,0.0529692,0.299839,0.008338,0.027997,0.284863,0.139803,0.0398599,0.166009,0.0700568,0.0350225
2603,0.376527,0.0790986,0.0650966,0.408662,0.130813,0.0417099,0.394418,0.0065226,0,0.376684,0.119116,0.0331403,0.227877,0.0829144,0.0336532
2604,0.463921,0.0790986,0.0650966,0.49394,0.130813,0.0417099,0.488996,0.0065226,0.0354121,0.468506,0.119116,0.0331403,0.289744,0.0829144,0.0336532
2605,0.47866,0.0618793,0.0560614,0.490902,0.118188,0.041429,0.508873,0.0055165,0.0329318,0.491406,0.0787582,0.0306685,0.317118,0.0828862,0.0334968
2606,0.493398,0.0466569,0.048183,0.487864,0.106096,0.0411508,0.528749,0.0047687,0.0309552,0.514307,0.0460744,0.0289604,0.344491,0.082858,0.0333425
2607,0.508136,0.0466569,0.048183,0.484826,0.106096,0.0411508,0.548625,0.0047687,0.0309552,0.537207,0.0460744,0.0289604,0.371864,0.082858,0.0333425
2608,0.432686,0.0387374,0.0421078,0.402225,0.108399,0.0553545,0.469158,0.0087335,0.027873,0.462656,0.0341792,0.0288692,0.328536,0.101916,0.0549409
2609,0.357236,0.031566,0.0370569,0.319624,0.110723,0.0740937,0.389691,0.016007,0.0312614,0.388105,0.0241239,0.0287819,0.285208,0.122635,0.090826
2610,0.281786,0.031566,0.0370569,0.237023,0.110723,0.0740937,0.310225,0.016007,0.0312614,0.313554,0.0241239,0.0287819,0.24188,0.122635,0.090826
2611,0.207948,0.0396842,0.0499692,0.173036,0.101571,0.0781027,0.229418,0.0208492,0.0333229,0.232407,0.030945,0.0304952,0.182097,0.117272,0.107431
2612,0.13411,0.0487447,0.0678906,0.109049,0.092759,0.0822559,0.148612,0.026458,0.035851,0.15126,0.0386762,0.0330641,0.122314,0.112009,0.125594
2613,0.0602714,0.0487447,0.0678906,0.0450617,0.092759,0.0822559,0.0678055,0.026458,0.035851,0.070113,0.0386762,0.0330641,0.0625308,0.112009,0.125594
2614,0.0402625,0.0526569,0.0670293,0.0300653,0.0544807,0.0679796,0.0453961,0.0305093,0.0387316,0.0468456,0.0450909,0.0395339,0.0424595,0.100353,0.144282
2615,0.0202536,0.0567144,0.0661763,0.0150689,0.0260936,0.055665,0.0229868,0.0348697,0.0420295,0.0235783,0.0519922,0.0484057,0.0223882,0.0892502,0.16418
2616,0.0002448,0.0567144,0.0661763,0.0000726,0.0260936,0.055665,0.0005775,0.0348697,0.0420295,0.000311,0.0519922,0.0484057,0.0023169,0.0892502,0.16418
2617,0.0001632,0.063259,0.0640833,0.0000484,0.01773,0.0373704,0.000385,0.0533577,0.0396461,0.0002073,0.0494284,0.0423328,0.0015446,0.127701,0.197654
2618,0.0000816,0.0701358,0.0620432,0.0000242,0.0112763,0.0285354,0.0001925,0.0755985,0.0374715,0.0001037,0.0469277,0.0372694,0.0007723,0.17156,0.233468
2619,0,0.0701358,0.0620432,0,0.0112763,0.0285354,0,0.0755985,0.0374715,0,0.0469277,0.0372694,0,0.17156,0.233468
2620,0.0027419,0.0770001,0.0687707,0.0069665,0.0276128,0.0279021,0.0028999,0.0890994,0.0388598,0.00454,0.0743039,0.046655,0.0017852,0.310758,0.298732
2621,0.0054838,0.084152,0.0760282,0.0139329,0.0524049,0.0280778,0.0057997,0.103564,0.0403366,0.0090801,0.107278,0.058972,0.0035704,0.468332,0.367664
2622,0.0082256,0.084152,0.0760282,0.0208994,0.0524049,0.0280778,0.0086996,0.103564,0.0403366,0.0136201,0.107278,0.058972,0.0053556,0.468332,0.367664
2623,0.0552993,0.163273,0.09809,0.0860177,0.088767,0.0288929,0.0701998,0.107514,0.0481887,0.0787266,0.23672,0.0812585,0.0537602,0.517902,0.376661
2624,0.102373,0.260807,0.12352,0.151136,0.133299,0.0338769,0.1317,0.111526,0.057781,0.143833,0.395118,0.108555,0.102165,0.567319,0.385682
2625,0.149447,0.260807,0.12352,0.216254,0.133299,0.0338769,0.1932,0.111526,0.057781,0.20894,0.395118,0.108555,0.15057,0.567319,0.385682
2626,0.224967,0.371849,0.203457,0.285408,0.186603,0.0433784,0.285186,0.0993954,0.0528247,0.287621,0.34829,0.113729,0.237731,0.564729,0.383928
2627,0.300488,0.489539,0.297745,0.354562,0.24606,0.0569303,0.377172,0.0878697,0.0482829,0.366303,0.302764,0.119032,0.324893,0.562137,0.382176
2628,0.376009,0.489539,0.297745,0.423716,0.24606,0.0569303,0.469158,0.0878697,0.0482829,0.444985,0.302764,0.119032,0.412054,0.562137,0.382176
2629,0.402875,0.556924,0.382599,0.420217,0.360002,0.143041,0.488179,0.0672681,0.0647994,0.461974,0.271217,0.184236,0.443352,0.509907,0.351834
2630,0.429741,0.623385,0.469384,0.416718,0.481776,0.267975,0.5072,0.049236,0.0855432,0.478964,0.240693,0.260607,0.474649,0.457586,0.321894
2631,0.456608,0.623385,0.469384,0.413219,0.481776,0.267975,0.526221,0.049236,0.0855432,0.495953,0.240693,0.260607,0.505947,0.457586,0.321894
2632,0.392464,0.607316,0.527472,0.343894,0.623115,0.331906,0.455306,0.0366044,0.0814064,0.43113,0.170279,0.255456,0.447011,0.415067,0.305841
2633,0.328321,0.591142,0.583642,0.274568,0.755428,0.398276,0.384391,0.0258906,0.0774032,0.366306,0.109377,0.250337,0.388076,0.373118,0.28998
2634,0.264178,0.591142,0.583642,0.205243,0.755428,0.398276,0.313476,0.0258906,0.0774032,0.301482,0.109377,0.250337,0.32914,0.373118,0.28998
2635,0.194904,0.517444,0.534548,0.150028,0.759155,0.373791,0.233521,0.0480543,0.0813301,0.224527,0.0962223,0.187549,0.248638,0.35385,0.269067
2636,0.125631,0.443417,0.483874,0.0948134,0.762864,0.349491,0.153566,0.0769004,0.0853857,0.147572,0.0838025,0.132256,0.168135,0.334796,0.248606
2637,0.0563576,0.443417,0.483874,0.0395986,0.762864,0.349491,0.0736104,0.0769004,0.0853857,0.0706174,0.0838025,0.132256,0.0876325,0.334796,0.248606
2638,0.0376435,0.416179,0.447451,0.0264234,0.745963,0.333023,0.0493064,0.102005,0.101457,0.0471963,0.0969732,0.0985573,0.0596029,0.312161,0.229324
2639,0.0189294,0.389172,0.410889,0.0132482,0.728718,0.316705,0.0250025,0.130078,0.119136,0.0237752,0.110965,0.0705252,0.0315733,0.289928,0.210578
2640,0.0002153,0.389172,0.410889,0.000073,0.728718,0.316705,0.0006985,0.130078,0.119136,0.000354,0.110965,0.0705252,0.0035437,0.289928,0.210578
2641,0.0001436,0.381767,0.392047,0.0000487,0.727484,0.317342,0.0004657,0.130315,0.0949986,0.000236,0.132465,0.0505686,0.0023624,0.276263,0.197442
2642,0.0000718,0.374388,0.373276,0.0000243,0.726249,0.317978,0.0002328,0.130552,0.0740549,0.000118,0.155467,0.036539,0.0011812,0.262787,0.184635
2643,0,0.374388,0.373276,0,0.726249,0.317978,0,0.130552,0.0740549,0,0.155467,0.036539,0,0.262787,0.184635
2644,0.0049303,0.288724,0.337589,0.0064423,0.719985,0.307725,0.0031499,0.11847,0.0513312,0.0035604,0.104515,0.02871,0.0023042,0.247036,0.181561
2645,0.0098607,0.209524,0.302569,0.0128846,0.713683,0.297548,0.0062998,0.106875,0.0358562,0.0071208,0.0624454,0.0292374,0.0046083,0.23159,0.178509
2646,0.014791,0.209524,0.302569,0.0193269,0.713683,0.297548,0.0094497,0.106875,0.0358562,0.0106813,0.0624454,0.0292374,0.0069125,0.23159,0.178509
2647,0.068444,0.185403,0.265852,0.0837815,0.693503,0.310611,0.0729512,0.115042,0.0359625,0.0691478,0.0526329,0.0293039,0.0621561,0.262509,0.173223
2648,0.122097,0.162361,0.230548,0.148236,0.672982,0.323798,0.136453,0.123456,0.0360695,0.127614,0.0436311,0.029372,0.1174,0.294545,0.168004
2649,0.17575,0.162361,0.230548,0.212691,0.672982,0.323798,0.199954,0.123456,0.0360695,0.186081,0.0436311,0.029372,0.172643,0.294545,0.168004
2650,0.248556,0.213472,0.283709,0.287165,0.667753,0.366918,0.297524,0.123119,0.0323023,0.266111,0.0612954,0.0288641,0.259887,0.30011,0.175567
2651,0.321361,0.269106,0.339649,0.36164,0.662505,0.410702,0.395094,0.122782,0.0296615,0.34614,0.0817505,0.0378138,0.347131,0.305701,0.183268
2652,0.394167,0.269106,0.339649,0.436114,0.662505,0.410702,0.492664,0.122782,0.0296615,0.42617,0.0817505,0.0378138,0.434375,0.305701,0.183268
2653,0.41234,0.359365,0.378891,0.438336,0.662704,0.430736,0.517142,0.128507,0.0341259,0.441293,0.122232,0.0740144,0.4632,0.291826,0.158562
2654,0.430513,0.454457,0.418571,0.440557,0.662902,0.450766,0.541621,0.134336,0.0411474,0.456417,0.169164,0.132034,0.492025,0.278126,0.135458
2655,0.448687,0.454457,0.418571,0.442779,0.662902,0.450766,0.566099,0.134336,0.0411474,0.47154,0.169164,0.132034,0.52085,0.278126,0.135458
2656,0.384359,0.446862,0.462432,0.369265,0.636524,0.451471,0.485472,0.149091,0.0494345,0.407797,0.149338,0.133322,0.461343,0.2024,0.102307
2657,0.320031,0.439279,0.505932,0.295752,0.609772,0.452175,0.404845,0.164436,0.059539,0.344053,0.130486,0.134616,0.401835,0.135467,0.0743802
2658,0.255702,0.439279,0.505932,0.222239,0.609772,0.452175,0.324218,0.164436,0.059539,0.28031,0.130486,0.134616,0.342328,0.135467,0.0743802
2659,0.188775,0.384837,0.415127,0.162308,0.550017,0.353171,0.239948,0.214838,0.0849384,0.208601,0.138568,0.129575,0.259049,0.0965628,0.0626566
2660,0.121849,0.331681,0.324945,0.102377,0.489613,0.258317,0.155679,0.269585,0.116484,0.136893,0.146841,0.12463,0.175771,0.0634895,0.0524831
2661,0.0549217,0.331681,0.324945,0.0424469,0.489613,0.258317,0.0714092,0.269585,0.116484,0.065184,0.146841,0.12463,0.0924925,0.0634895,0.0524831
2662,0.0366831,0.268691,0.264422,0.0283267,0.446978,0.224061,0.0478262,0.330499,0.152083,0.043585,0.110838,0.111418,0.0629292,0.0421283,0.0478066
2663,0.0184446,0.209739,0.207709,0.0142064,0.404699,0.191537,0.0242432,0.394137,0.191967,0.021986,0.0791852,0.0990047,0.0333659,0.0251593,0.0435903
2664,0.000206,0.209739,0.207709,0.0000862,0.404699,0.191537,0.0006602,0.394137,0.191967,0.000387,0.0791852,0.0990047,0.0038026,0.0251593,0.0435903
2665,0.0001374,0.147623,0.163829,0.0000575,0.387641,0.180801,0.0004401,0.390044,0.1909,0.000258,0.0424707,0.0694127,0.0025351,0.0128657,0.0395597
2666,0.0000687,0.0943736,0.124569,0.0000287,0.370708,0.17032,0.0002201,0.385958,0.189835,0.000129,0.0172348,0.0470825,0.0012675,0.0057583,0.0360982
2667,0,0.0943736,0.124569,0,0.370708,0.17032,0,0.385958,0.189835,0,0.0172348,0.0470825,0,0.0057583,0.0360982
2668,0.0045632,0.0818263,0.1097,0.008109,0.376365,0.161635,0.0028261,0.391075,0.195737,0.004142,0.0092537,0.038995,0.0020399,0.0084063,0.0428362
2669,0.0091264,0.0700834,0.09586,0.016218,0.382037,0.153152,0.0056523,0.396203,0.201708,0.008284,0.0048718,0.033024,0.0040799,0.012226,0.0514225
2670,0.0136896,0.0700834,0.09586,0.0243271,0.382037,0.153152,0.0084784,0.396203,0.201708,0.0124259,0.0048718,0.033024,0.0061198,0.012226,0.0514225
2671,0.066156,0.0524794,0.0699697,0.0934861,0.363013,0.132036,0.0685814,0.402808,0.198328,0.0740371,0.0070907,0.0327733,0.0573728,0.0161099,0.054931
2672,0.118622,0.0373438,0.0497173,0.162645,0.344181,0.112468,0.128684,0.409428,0.19497,0.135648,0.0106644,0.0325286,0.108626,0.020704,0.0586604
2673,0.171089,0.0373438,0.0497173,0.231804,0.344181,0.112468,0.188787,0.409428,0.19497,0.19726,0.0106644,0.0325286,0.159879,0.020704,0.0586604
2674,0.248938,0.0234111,0.0452665,0.314009,0.34175,0.115324,0.284284,0.380207,0.176614,0.287806,0.0148052,0.0327341,0.241967,0.0208015,0.0642949
2675,0.326787,0.0130664,0.041292,0.396214,0.339323,0.118219,0.379781,0.351375,0.159018,0.378353,0.0198932,0.032944,0.324056,0.0208992,0.0703489
2676,0.404637,0.0130664,0.041292,0.478418,0.339323,0.118219,0.475277,0.351375,0.159018,0.4689,0.0198932,0.032944,0.406144,0.0208992,0.0703489
2677,0.415784,0.0153063,0.0404685,0.48264,0.324375,0.10949,0.495394,0.307911,0.145271,0.485452,0.0289426,0.0330497,0.433789,0.0192129,0.0719421
2678,0.426932,0.0177817,0.0396697,0.486861,0.309588,0.101126,0.515511,0.265953,0.132107,0.502004,0.0398515,0.0331566,0.461435,0.0176109,0.073561
2679,0.43808,0.0177817,0.0396697,0.491083,0.309588,0.101126,0.535627,0.265953,0.132107,0.518556,0.0398515,0.0331566,0.48908,0.0176109,0.073561
2680,0.377946,0.0224296,0.0383433,0.412454,0.30551,0.0905408,0.452958,0.25452,0.125815,0.449753,0.0475458,0.0373548,0.431081,0.0166656,0.0689961
2681,0.317811,0.0277071,0.0370923,0.333825,0.301446,0.0806638,0.370289,0.24324,0.119678,0.380949,0.0559049,0.0426997,0.373082,0.0157528,0.0646453
2682,0.257677,0.0277071,0.0370923,0.255196,0.301446,0.0806638,0.28762,0.24324,0.119678,0.312146,0.0559049,0.0426997,0.315082,0.0157528,0.0646453
2683,0.191901,0.0301864,0.0399182,0.187192,0.311576,0.0695754,0.211428,0.248852,0.124453,0.232819,0.0750538,0.0588393,0.23775,0.0168699,0.0524455
2684,0.126125,0.0327796,0.0430983,0.119187,0.321788,0.0596588,0.135236,0.254503,0.129323,0.153491,0.0967239,0.0801444,0.160418,0.0180354,0.0425362
2685,0.0603495,0.0327796,0.0430983,0.0511816,0.321788,0.0596588,0.0590436,0.254503,0.129323,0.0741642,0.0967239,0.0801444,0.0830859,0.0180354,0.0425362
2686,0.0403222,0.020631,0.0356224,0.0341573,0.321751,0.0572112,0.0395628,0.286886,0.171255,0.0495829,0.0869322,0.10875,0.0565028,0.0297137,0.0384259
2687,0.0202948,0.0116678,0.0305823,0.017133,0.321715,0.054853,0.020082,0.320303,0.218091,0.0250016,0.0776042,0.142261,0.0299198,0.0445859,0.0349618
2688,0.0002675,0.0116678,0.0305823,0.0001087,0.321715,0.054853,0.0006013,0.320303,0.218091,0.0004203,0.0776042,0.142261,0.0033367,0.0445859,0.0349618
2689,0.0001783,0.0102844,0.0278689,0.0000724,0.325442,0.0461897,0.0004008,0.305361,0.20376,0.0002802,0.0618984,0.138231,0.0022245,0.0578258,0.0320487
2690,0.0000892,0.0090354,0.030742,0.0000362,0.329179,0.0391062,0.0002004,0.290604,0.189797,0.0001401,0.047869,0.134256,0.0011122,0.072687,0.0298852
2691,0,0.0090354,0.030742,0,0.329179,0.0391062,0,0.290604,0.189797,0,0.047869,0.134256,0,0.072687,0.0298852
2692,0.0058751,0.0082825,0.0310393,0.0086767,0.332003,0.0371152,0.0023363,0.23357,0.168146,0.0053684,0.0407433,0.119172,0.0021427,0.0622451,0.0285852
2693,0.0117502,0.0075897,0.0313517,0.0173534,0.334833,0.0353099,0.0046726,0.180701,0.147628,0.0107368,0.0341958,0.105025,0.0042853,0.052565,0.0279407
2694,0.0176254,0.0075897,0.0313517,0.0260301,0.334833,0.0353099,0.0070089,0.180701,0.147628,0.0161052,0.0341958,0.105025,0.006428,0.052565,0.0279407
2695,0.0826898,0.0096103,0.0298288,0.0993168,0.320289,0.0328818,0.0599287,0.173966,0.137805,0.0853077,0.0312816,0.0972787,0.0531164,0.0616412,0.0284694
2696,0.147754,0.0120682,0.0287459,0.172603,0.305903,0.0309191,0.112849,0.167327,0.128307,0.15451,0.0285045,0.0898785,0.0998047,0.0713918,0.0295029
2697,0.212819,0.0120682,0.0287459,0.24589,0.305903,0.0309191,0.165768,0.167327,0.128307,0.223713,0.0285045,0.0898785,0.146493,0.0713918,0.0295029
2698,0.296804,0.0084522,0.0333303,0.330153,0.305385,0.0295154,0.249169,0.126138,0.0931461,0.317317,0.0196755,0.0662987,0.219547,0.0764104,0.0289573
2699,0.380789,0.0058927,0,0.414417,0.304866,0.028536,0.332569,0.0898159,0.0646021,0.41092,0.0127324,0.0478732,0.292601,0.0815824,0.0285209
2700,0.464774,0.0058927,0.0420244,0.49868,0.304866,0.028536,0.41597,0.0898159,0.0646021,0.504524,0.0127324,0.0478732,0.365655,0.0815824,0.0285209
2701,0.485057,0.0061172,0.0416376,0.501627,0.32227,0.0296301,0.43976,0.0533741,0.0496281,0.524364,0.0153513,0.0417456,0.391733,0.0842321,0.0324223
2702,0.505341,0.0063542,0,0.504574,0.339902,0.0312315,0.463551,0.0261618,0.0383388,0.544203,0.018297,0.0366824,0.417811,0.0869192,0.0396664
2703,0.525625,0.0063542,0.0412564,0.507521,0.339902,0.0312315,0.487341,0.0261618,0.0383388,0.564043,0.018297,0.0366824,0.443888,0.0869192,0.0396664
2704,0.452489,0.0083287,0.0356397,0.424263,0.358344,0.0315648,0.420063,0.0305279,0.0326621,0.486233,0.0191855,0.033085,0.38919,0.082715,0.0423601
2705,0.379354,0.0108885,0.0315768,0.341005,0.376979,0.0319133,0.352784,0.035255,0.0291378,0.408423,0.0200995,0.0304032,0.334491,0.0786038,0.0453123
2706,0.306219,0.0108885,0.0315768,0.257747,0.376979,0.0319133,0.285505,0.035255,0.0291378,0.330613,0.0200995,0.0304032,0.279792,0.0786038,0.0453123
2707,0.226743,0.0129577,0.0279435,0.188515,0.348557,0.0367224,0.211849,0.0552261,0.0348207,0.245403,0.0356401,0.0442156,0.21005,0.0953185,0.0415551
2708,0.147268,0.0152876,0.0296732,0.119282,0.320619,0.0432814,0.138194,0.0794424,0.044787,0.160192,0.0558406,0.0688501,0.140307,0.113411,0.0382298
2709,0.0677916,0.0152876,0.0296732,0.0500489,0.320619,0.0432814,0.0645376,0.0794424,0.044787,0.0749821,0.0558406,0.0688501,0.0705645,0.113411,0.0382298
2710,0.0452982,0.0122591,0.0289553,0.0334054,0.264298,0.0434945,0.0433001,0.079852,0.0625291,0.0501446,0.0732099,0.0915255,0.047836,0.137789,0.0422872
2711,0.0228048,0.0096897,0.0284167,0.0167619,0.211316,0.0437091,0.0220626,0.0802625,0.0857545,0.0253071,0.0926946,0.118285,0.0251075,0.164017,0.0469675
2712,0.0003114,0.0096897,0.0284167,0.0001184,0.211316,0.0437091,0.0008251,0.0802625,0.0857545,0.0004696,0.0926946,0.118285,0.002379,0.164017,0.0469675
2713,0.0002076,0.0098792,0.0280054,0.0000789,0.145606,0.0365869,0.00055,0.0548686,0.0707944,0.0003131,0.0700544,0.0949863,0.001586,0.161361,0.0526306
2714,0.0001038,0.0100718,0.0301067,0.0000395,0.0899059,0.0315127,0.000275,0.0341382,0.0578423,0.0001565,0.0503575,0.0746758,0.000793,0.158722,0.0589604
2715,0,0.0100718,0.0301067,0,0.0899059,0.0315127,0,0.0341382,0.0578423,0,0.0503575,0.0746758,0,0.158722,0.0589604
2716,0.0061454,0.0106663,0.0278885,0.0091165,0.0574587,0.0290171,0.003663,0.032129,0.0467236,0.0057018,0.0362789,0.0541636,0.0021534,0.145531,0.0579292
2717,0.0122907,0.0112878,0.030899,0.018233,0.0319966,0.0279191,0.007326,0.0301839,0.0380348,0.0114037,0.0245675,0.0391806,0.0043068,0.132791,0.0569138
