hour,nl_node_1,nl_node_2,nl_node_3
1987,222,0.26665,0.20302
1988,222,0.26665,0.20302
1989,222,0.26967,0.20532
1990,222,0.2727,0.20762
1991,222,0.2727,0.20762
1992,222,0.24751,0.18844
1993,222,0.22318,0.16992
1994,222,0.22318,0.16992
1995,222,0.19953,0.15192
1996,222,0.17699,0.13475
1997,222,0.17699,0.13475
1998,222,0.21588,0.16437
1999,222,0.25773,0.19623
2000,222,0.25773,0.19623
2001,222,0.26103,0.19874
2002,222,0.26435,0.20126
2003,222,0.26435,0.20126
2004,222,0.28685,0.2184
2005,222,0.3099,0.23595
2006,222,0.3099,0.23595
2007,222,0.31895,0.24283
2008,222,0.32806,0.24977
2009,222,0.32806,0.24977
2010,222,0.33336,0.25381
2011,222,0.33869,0.25786
2012,222,0.33869,0.25786
2013,222,0.38605,0.29393
2014,222,0.4344,0.33074
2015,222,0.4344,0.33074
2016,222,0.44174,0.33632
2017,222,0.44908,0.34192
2018,222,0.44908,0.34192
2019,222,0.38392,0.2923
2020,222,0.32059,0.24408
2021,222,0.32059,0.24408
2022,222,0.24942,0.1899
2023,222,0.18475,0.14066
2024,222,0.18475,0.14066
2025,222,0.13727,0.10451
2026,222,0.09703,0.07388
2027,222,0.09703,0.07388
2028,222,0.08273,0.06299
2029,222,0.06998,0.05328
2030,222,0.06998,0.05328
2031,222,0.04911,0.03739
2032,222,0.03589,0.02733
2033,222,0.03589,0.02733
2034,222,0.06845,0.05211
2035,222,0.12705,0.09673
2036,222,0.12705,0.09673
2037,222,0.1818,0.13842
2038,222,0.24499,0.18652
2039,222,0.24499,0.18652
2040,222,0.26978,0.2054
2041,222,0.29534,0.22486
2042,222,0.29534,0.22486
2043,222,0.31666,0.24109
2044,222,0.33836,0.25761
2045,222,0.33836,0.25761
2046,222,0.34326,0.26134
2047,222,0.34817,0.26508
2048,222,0.34817,0.26508
2049,222,0.3638,0.27698
2050,222,0.37956,0.28898
2051,222,0.37956,0.28898
2052,222,0.32446,0.24703
2053,222,0.27164,0.20682
2054,222,0.27164,0.20682
2055,222,0.28794,0.21923
2056,222,0.30453,0.23186
2057,222,0.30453,0.23186
2058,222,0.27195,0.20705
2059,222,0.24057,0.18316
2060,222,0.24057,0.18316
2061,222,0.22431,0.17079
2062,222,0.20849,0.15874
2063,222,0.20849,0.15874
2064,222,0.21253,0.16181
2065,222,0.2166,0.16492
2066,222,0.2166,0.16492
2067,222,0.23686,0.18033
2068,222,0.25776,0.19625
2069,222,0.25776,0.19625
2070,222,0.30511,0.2323
2071,222,0.3546,0.26998
2072,222,0.3546,0.26998
2073,222,0.46886,0.35697
2074,222,0.58369,0.4444
2075,222,0.58369,0.4444
2076,222,0.61301,0.46672
2077,222,0.64177,0.48862
2078,222,0.64177,0.48862
2079,222,0.58977,0.44903
2080,222,0.53629,0.40831
2081,222,0.53629,0.40831
2082,222,0.41815,0.31836
2083,222,0.30377,0.23128
2084,222,0.30377,0.23128
2085,222,0.30273,0.23049
2086,222,0.30169,0.22969
2087,222,0.30169,0.22969
2088,222,0.27189,0.20701
2089,222,0.24311,0.1851
2090,222,0.24311,0.1851
2091,222,0.15336,0.11676
2092,222,0.08402,0.06397
2093,222,0.08402,0.06397
2094,222,0.05522,0.04204
2095,222,0.03714,0.02828
2096,222,0.03714,0.02828
2097,222,0.03283,0.025
2098,222,0.03112,0.0237
2099,222,0.03112,0.0237
2100,222,0.03347,0.02548
2101,222,0.03948,0.03006
2102,222,0.03948,0.03006
2103,222,0.0316,0.02406
2104,222,0.03349,0.0255
2105,222,0.03349,0.0255
2106,222,0.04337,0.03302
2107,222,0.0984,0.07492
2108,222,0.0984,0.07492
2109,222,0.20071,0.15281
2110,222,0.33207,0.25282
2111,222,0.33207,0.25282
2112,222,0.33207,0.25282
2113,222,0.33207,0.25282
2114,222,0.45833,0.34895
2115,222,0.45833,0.34895
2116,222,0.4512,0.34353
2117,222,0.44409,0.33811
2118,222,0.44409,0.33811
2119,222,0.38508,0.29318
2120,222,0.32755,0.24938
2121,222,0.32755,0.24938
2122,222,0.3055,0.23259
2123,222,0.28388,0.21613
2124,222,0.28388,0.21613
2125,222,0.26545,0.20211
2126,222,0.24744,0.18839
2127,222,0.24744,0.18839
2128,222,0.29227,0.22252
2129,222,0.33922,0.25827
2130,222,0.33922,0.25827
2131,222,0.32095,0.24436
2132,222,0.30295,0.23065
2133,222,0.30295,0.23065
2134,222,0.33522,0.25522
2135,222,0.36825,0.28037
2136,222,0.36825,0.28037
2137,222,0.47021,0.358
2138,222,0.57255,0.43592
2139,222,0.57255,0.43592
2140,222,0.5666,0.43139
2141,222,0.56064,0.42685
2142,222,0.56064,0.42685
2143,222,0.58217,0.44325
2144,222,0.60348,0.45947
2145,222,0.60348,0.45947
2146,222,0.7349,0.55953
2147,222,0.84107,0.64036
2148,222,0.84107,0.64036
2149,222,0.85403,0.65023
2150,222,0.86608,0.6594
2151,222,0.86608,0.6594
2152,222,0.86258,0.65673
2153,222,0.85899,0.654
2154,222,0.85899,0.654
2155,222,0.77534,0.59031
2156,222,0.66936,0.50963
2157,222,0.66936,0.50963
2158,222,0.64785,0.49325
2159,222,0.62593,0.47656
2160,222,0.62593,0.47656
2161,222,0.60965,0.46417
2162,222,0.59321,0.45165
2163,222,0.59321,0.45165
2164,222,0.56035,0.42663
2165,222,0.52707,0.4013
2166,222,0.52707,0.4013
2167,222,0.5377,0.40939
2168,222,0.5483,0.41746
2169,222,0.5483,0.41746
2170,222,0.57961,0.44129
2171,222,0.61045,0.46478
2172,222,0.61045,0.46478
2173,222,0.6557,0.49923
2174,222,0.69909,0.53226
2175,222,0.69909,0.53226
2176,222,0.70641,0.53783
2177,222,0.71365,0.54335
2178,222,0.71365,0.54335
2179,222,0.56313,0.42875
2180,222,0.40278,0.30666
2181,222,0.40278,0.30666
2182,222,0.38958,0.29661
2183,222,0.37645,0.28662
2184,222,0.37645,0.28662
2185,222,0.40496,0.30832
2186,222,0.43374,0.33024
2187,222,0.43374,0.33024
2188,222,0.41599,0.31672
2189,222,0.39833,0.30328
2190,222,0.39833,0.30328
2191,222,0.419,0.31901
2192,222,0.43977,0.33483
2193,222,0.43977,0.33483
2194,222,0.4498,0.34246
2195,222,0.45984,0.35011
2196,222,0.45984,0.35011
2197,222,0.50414,0.38383
2198,222,0.54821,0.41739
2199,222,0.54821,0.41739
2200,222,0.49991,0.38061
2201,222,0.45138,0.34367
2202,222,0.45138,0.34367
2203,222,0.44124,0.33594
2204,222,0.4311,0.32823
2205,222,0.4311,0.32823
2206,222,0.48839,0.37184
2207,222,0.54552,0.41534
2208,222,0.54552,0.41534
2209,222,0.45881,0.34932
2210,222,0.37276,0.2838
2211,222,0.37276,0.2838
2212,222,0.3045,0.23184
2213,222,0.2403,0.18296
2214,222,0.2403,0.18296
2215,222,0.2363,0.17991
2216,222,0.23233,0.17689
2217,222,0.23233,0.17689
2218,222,0.25174,0.19167
2219,222,0.27168,0.20685
2220,222,0.27168,0.20685
2221,222,0.26172,0.19927
2222,222,0.25189,0.19178
2223,222,0.25189,0.19178
2224,222,0.24124,0.18367
2225,222,0.23076,0.17569
2226,222,0.23076,0.17569
2227,222,0.21061,0.16035
2228,222,0.19121,0.14558
2229,222,0.19121,0.14558
2230,222,0.205,0.15608
2231,222,0.21917,0.16687
2232,222,0.21917,0.16687
2233,222,0.20103,0.15306
2234,222,0.18354,0.13974
2235,222,0.18354,0.13974
2236,222,0.18154,0.13822
2237,222,0.17955,0.1367
2238,222,0.17955,0.1367
2239,222,0.17954,0.13669
2240,222,0.17953,0.13669
2241,222,0.17953,0.13669
2242,222,0.16932,0.12892
2243,222,0.15939,0.12135
2244,222,0.15939,0.12135
2245,222,0.08732,0.06648
2246,222,0.04262,0.03245
2247,222,0.04262,0.03245
2248,222,0.0876,0.06669
2249,222,0.16016,0.12194
2250,222,0.16016,0.12194
2251,222,0.20841,0.15867
2252,222,0.26162,0.19918
2253,222,0.26162,0.19918
2254,222,0.2579,0.19635
2255,222,0.2542,0.19354
2256,222,0.2542,0.19354
2257,222,0.24996,0.19031
2258,222,0.24574,0.1871
2259,222,0.24574,0.1871
2260,222,0.21705,0.16525
2261,222,0.18976,0.14448
2262,222,0.18976,0.14448
2263,222,0.17891,0.13621
2264,222,0.16833,0.12816
2265,222,0.16833,0.12816
2266,222,0.18726,0.14257
2267,222,0.20704,0.15763
2268,222,0.20704,0.15763
2269,222,0.24582,0.18716
2270,222,0.2869,0.21843
2271,222,0.2869,0.21843
2272,222,0.28591,0.21768
2273,222,0.28492,0.21693
2274,222,0.28492,0.21693
2275,222,0.23797,0.18118
2276,222,0.19416,0.14783
2277,222,0.19416,0.14783
2278,222,0.22111,0.16834
2279,222,0.24937,0.18986
2280,222,0.24937,0.18986
2281,222,0.26318,0.20037
2282,222,0.27722,0.21107
2283,222,0.27722,0.21107
2284,222,0.24812,0.18891
2285,222,0.22017,0.16763
2286,222,0.22017,0.16763
2287,222,0.21809,0.16604
2288,222,0.21601,0.16446
2289,222,0.21601,0.16446
2290,222,0.19076,0.14523
2291,222,0.16684,0.12703
2292,222,0.16684,0.12703
2293,222,0.19058,0.1451
2294,222,0.21564,0.16418
2295,222,0.21564,0.16418
2296,222,0.1926,0.14664
2297,222,0.17066,0.12994
2298,222,0.17066,0.12994
2299,222,0.20665,0.15733
2300,222,0.24536,0.18681
2301,222,0.24536,0.18681
2302,222,0.31305,0.23835
2303,222,0.38495,0.29309
2304,222,0.38495,0.29309
2305,222,0.36895,0.28091
2306,222,0.35309,0.26883
2307,222,0.35309,0.26883
2308,222,0.32214,0.24527
2309,222,0.29194,0.22227
2310,222,0.29194,0.22227
2311,222,0.26725,0.20348
2312,222,0.24328,0.18523
2313,222,0.24328,0.18523
2314,222,0.17335,0.13199
2315,222,0.11434,0.08706
2316,222,0.11434,0.08706
2317,222,0.08238,0.06272
2318,222,0.05742,0.04372
2319,222,0.05742,0.04372
2320,222,0.0363,0.02764
2321,222,0.03157,0.02404
2322,222,0.03157,0.02404
2323,222,0.03583,0.02728
2324,222,0,0
2325,222,0.04473,0.03406
2326,222,0.03483,0.02652
2327,222,0.03114,0.02371
2328,222,0.03114,0.02371
2329,222,0.03514,0.02675
2330,222,0.0484,0.03685
2331,222,0.0484,0.03685
2332,222,0.08289,0.06311
2333,222,0.13276,0.10108
2334,222,0.13276,0.10108
2335,222,0.1226,0.09334
2336,222,0.11288,0.08595
2337,222,0.11288,0.08595
2338,222,0.11441,0.08711
2339,222,0.11594,0.08827
2340,222,0.11594,0.08827
2341,222,0.14358,0.10931
2342,222,0.17417,0.13261
2343,222,0.17417,0.13261
2344,222,0.15327,0.1167
2345,222,0.13367,0.10177
2346,222,0.13367,0.10177
2347,222,0.12509,0.09524
2348,222,0.11682,0.08894
2349,222,0.11682,0.08894
2350,222,0.12364,0.09413
2351,222,0.13066,0.09948
2352,222,0.13066,0.09948
2353,222,0.13041,0.09929
2354,222,0.13015,0.09909
2355,222,0.13015,0.09909
2356,222,0.13447,0.10238
2357,222,0.13886,0.10572
2358,222,0.13886,0.10572
2359,222,0.11357,0.08646
2360,222,0.09114,0.06939
2361,222,0.09114,0.06939
2362,222,0.06794,0.05173
2363,222,0.04996,0.03804
2364,222,0.04996,0.03804
2365,222,0.09258,0.07049
2366,222,0.15509,0.11808
2367,222,0.15509,0.11808
2368,222,0.14072,0.10714
2369,222,0.12705,0.09673
2370,222,0.12705,0.09673
2371,222,0.10651,0.08109
2372,222,0.08809,0.06707
2373,222,0.08809,0.06707
2374,222,0.08098,0.06166
2375,222,0.0743,0.05657
2376,222,0.0743,0.05657
2377,222,0.07409,0.05641
2378,222,0.07389,0.05626
2379,222,0.07389,0.05626
2380,222,0.08321,0.06335
2381,222,0.09333,0.07106
2382,222,0.09333,0.07106
2383,222,0.11385,0.08668
2384,222,0.13673,0.1041
2385,222,0.13673,0.1041
2386,222,0.15266,0.11623
2387,222,0.16944,0.12901
2388,222,0.16944,0.12901
2389,222,0.18379,0.13993
2390,222,0.19864,0.15123
2391,222,0.19864,0.15123
2392,222,0.19775,0.15056
2393,222,0.19687,0.14989
2394,222,0.19687,0.14989
2395,222,0.19723,0.15016
2396,222,0.19758,0.15043
2397,222,0.19758,0.15043
2398,222,0.20231,0.15403
2399,222,0.20708,0.15766
2400,222,0.20708,0.15766
2401,222,0.20911,0.15921
2402,222,0.21114,0.16076
2403,222,0.21114,0.16076
2404,222,0.22584,0.17194
2405,222,0.2409,0.18341
2406,222,0.2409,0.18341
2407,222,0.25722,0.19584
2408,222,0.2739,0.20853
2409,222,0.2739,0.20853
2410,222,0.33659,0.25627
2411,222,0.4022,0.30622
2412,222,0.4022,0.30622
2413,222,0.41353,0.31485
2414,222,0.42489,0.3235
2415,222,0.42489,0.3235
2416,222,0.44985,0.3425
2417,222,0.47489,0.36156
2418,222,0.47489,0.36156
2419,222,0.39039,0.29723
2420,222,0.30874,0.23507
2421,222,0.30874,0.23507
2422,222,0.30261,0.2304
2423,222,0.29651,0.22575
2424,222,0.29651,0.22575
2425,222,0.27024,0.20575
2426,222,0.24477,0.18636
2427,222,0.24477,0.18636
2428,222,0.26688,0.20319
2429,222,0.2896,0.22049
2430,222,0.2896,0.22049
2431,222,0.30528,0.23243
2432,222,0.32118,0.24453
2433,222,0.32118,0.24453
2434,222,0.32472,0.24723
2435,222,0.32828,0.24994
2436,222,0.32828,0.24994
2437,222,0.36935,0.28121
2438,222,0.41131,0.31315
2439,222,0.41131,0.31315
2440,222,0.38683,0.29452
2441,222,0.3626,0.27607
2442,222,0.3626,0.27607
2443,222,0.3585,0.27295
2444,222,0.3544,0.26983
2445,222,0.3544,0.26983
2446,222,0.35869,0.27309
2447,222,0.36298,0.27636
2448,222,0.36298,0.27636
2449,222,0.31342,0.23863
2450,222,0.26588,0.20243
2451,222,0.26588,0.20243
2452,222,0.24787,0.18872
2453,222,0.2303,0.17534
2454,222,0.2303,0.17534
2455,222,0.21379,0.16277
2456,222,0.19776,0.15057
2457,222,0.19776,0.15057
2458,222,0.17918,0.13642
2459,222,0.16141,0.12289
2460,222,0.16141,0.12289
2461,222,0.15799,0.12029
2462,222,0.1546,0.11771
2463,222,0.1546,0.11771
2464,222,0.19189,0.1461
2465,222,0.23254,0.17705
2466,222,0.23254,0.17705
2467,222,0.23244,0.17697
2468,222,0.23235,0.1769
2469,222,0.23235,0.1769
2470,222,0.17624,0.13418
2471,222,0.12716,0.09682
2472,222,0.12716,0.09682
2473,222,0.1167,0.08885
2474,222,0.10673,0.08126
2475,222,0.10673,0.08126
2476,222,0.11973,0.09116
2477,222,0.13357,0.1017
2478,222,0.13357,0.1017
2479,222,0.14175,0.10792
2480,222,0.15017,0.11434
2481,222,0.15017,0.11434
2482,222,0.14423,0.10981
2483,222,0.13841,0.10538
2484,222,0.13841,0.10538
2485,222,0.19072,0.14521
2486,222,0.25002,0.19036
2487,222,0.25002,0.19036
2488,222,0.25322,0.19279
2489,222,0.25643,0.19524
2490,222,0.25643,0.19524
2491,222,0.2681,0.20412
2492,222,0.27994,0.21313
2493,222,0.27994,0.21313
2494,222,0.27788,0.21157
2495,222,0.27583,0.21001
2496,222,0.27583,0.21001
2497,222,0.22207,0.16907
2498,222,0.17289,0.13163
2499,222,0.17289,0.13163
2500,222,0.14507,0.11045
2501,222,0.11968,0.09112
2502,222,0.11968,0.09112
2503,222,0.11297,0.08601
2504,222,0.10647,0.08106
2505,222,0.10647,0.08106
2506,222,0.07918,0.06028
2507,222,0.05744,0.04373
2508,222,0.05744,0.04373
2509,222,0.07048,0.05366
2510,222,0.08583,0.06535
2511,222,0.08583,0.06535
2512,222,0.13928,0.10604
2513,222,0.20618,0.15698
2514,222,0.20618,0.15698
2515,222,0.23293,0.17735
2516,222,0.26087,0.19861
2517,222,0.26087,0.19861
2518,222,0.23473,0.17872
2519,222,0.20963,0.1596
2520,222,0.20963,0.1596
2521,222,0.21669,0.16498
2522,222,0.22383,0.17042
2523,222,0.22383,0.17042
2524,222,0.1944,0.14801
2525,222,0.16673,0.12695
2526,222,0.16673,0.12695
2527,222,0.17273,0.13151
2528,222,0.17883,0.13615
2529,222,0.17883,0.13615
2530,222,0.23383,0.17803
2531,222,0.29409,0.22391
2532,222,0.29409,0.22391
2533,222,0.27759,0.21135
2534,222,0.2614,0.19902
2535,222,0.2614,0.19902
2536,222,0.26065,0.19845
2537,222,0.2599,0.19788
2538,222,0.2599,0.19788
2539,222,0.21708,0.16528
2540,222,0.17732,0.13501
2541,222,0.17732,0.13501
2542,222,0.12495,0.09513
2543,222,0.08243,0.06276
2544,222,0.08243,0.06276
2545,222,0.0569,0.04332
2546,222,0.03965,0.03019
2547,222,0.03965,0.03019
2548,222,0.03113,0.0237
2549,222,0.03837,0.02922
2550,222,0.03837,0.02922
2551,222,0.03775,0.02874
2552,222,0.08713,0.06634
2553,222,0.08713,0.06634
2554,222,0.1035,0.0788
2555,222,0.1216,0.09258
2556,222,0.1216,0.09258
2557,222,0.12684,0.09657
2558,222,0.13219,0.10065
2559,222,0.13219,0.10065
2560,222,0.09682,0.07372
2561,222,0.06817,0.0519
2562,222,0.06817,0.0519
2563,222,0.05148,0.03919
2564,222,0.03952,0.03009
2565,222,0.03952,0.03009
2566,222,0.03329,0.02535
2567,222,0.0311,0.02368
2568,222,0.0311,0.02368
2569,222,0.0316,0.02406
2570,222,0.03299,0.02512
2571,222,0.03299,0.02512
2572,222,0.03365,0.02562
2573,222,0.0344,0.02619
2574,222,0.0344,0.02619
2575,222,0.03248,0.02473
2576,222,0.03137,0.02389
2577,222,0.03137,0.02389
2578,222,0.03299,0.02512
2579,222,0,0
2580,222,0.04214,0.03208
2581,222,0.03346,0.02547
2582,222,0.03114,0.02371
2583,222,0.03114,0.02371
2584,222,0.04962,0.03778
2585,222,0.09762,0.07433
2586,222,0.09762,0.07433
2587,222,0.13488,0.10269
2588,222,0.17846,0.13587
2589,222,0.17846,0.13587
2590,222,0.17217,0.13109
2591,222,0.16599,0.12638
2592,222,0.16599,0.12638
2593,222,0.17858,0.13597
2594,222,0.19158,0.14586
2595,222,0.19158,0.14586
2596,222,0.17151,0.13058
2597,222,0.15245,0.11607
2598,222,0.15245,0.11607
2599,222,0.12753,0.0971
2600,222,0.10498,0.07993
2601,222,0.10498,0.07993
2602,222,0.08781,0.06685
2603,222,0.07264,0.05531
2604,222,0.07264,0.05531
2605,222,0.06256,0.04763
2606,222,0.05377,0.04094
2607,222,0.05377,0.04094
2608,222,0.04699,0.03578
2609,222,0.04135,0.03148
2610,222,0.04135,0.03148
2611,222,0.05576,0.04245
2612,222,0.07576,0.05768
2613,222,0.07576,0.05768
2614,222,0.0748,0.05695
2615,222,0.07385,0.05622
2616,222,0.07385,0.05622
2617,222,0.07151,0.05445
2618,222,0.06923,0.05271
2619,222,0.06923,0.05271
2620,222,0.07674,0.05843
2621,222,0.08484,0.06459
2622,222,0.08484,0.06459
2623,222,0.10946,0.08334
2624,222,0.13784,0.10494
2625,222,0.13784,0.10494
2626,222,0.22704,0.17286
2627,222,0.33225,0.25297
2628,222,0.33225,0.25297
2629,222,0.42694,0.32506
2630,222,0.52379,0.39879
2631,222,0.52379,0.39879
2632,222,0.58861,0.44815
2633,222,0.65129,0.49587
2634,222,0.65129,0.49587
2635,222,0.5965,0.45416
2636,222,0.53996,0.4111
2637,222,0.53996,0.4111
2638,222,0.49931,0.38016
2639,222,0.45851,0.3491
2640,222,0.45851,0.3491
2641,222,0.43749,0.33309
2642,222,0.41654,0.31714
2643,222,0.41654,0.31714
2644,222,0.37672,0.28682
2645,222,0.33764,0.25707
2646,222,0.33764,0.25707
2647,222,0.29667,0.22587
2648,222,0.25727,0.19588
2649,222,0.25727,0.19588
2650,222,0.31659,0.24104
2651,222,0.37902,0.28857
2652,222,0.37902,0.28857
2653,222,0.42281,0.32191
2654,222,0.46709,0.35562
2655,222,0.46709,0.35562
2656,222,0.51603,0.39289
2657,222,0.56457,0.42984
2658,222,0.56457,0.42984
2659,222,0.46324,0.3527
2660,222,0.36261,0.27608
2661,222,0.36261,0.27608
2662,222,0.29507,0.22466
2663,222,0.23178,0.17647
2664,222,0.23178,0.17647
2665,222,0.18282,0.13919
2666,222,0.13901,0.10583
2667,222,0.13901,0.10583
2668,222,0.12242,0.0932
2669,222,0.10697,0.08144
2670,222,0.10697,0.08144
2671,222,0.07808,0.05945
2672,222,0.05548,0.04224
2673,222,0.05548,0.04224
2674,222,0.05051,0.03846
2675,222,0.04608,0.03508
2676,222,0.04608,0.03508
2677,222,0.04516,0.03438
2678,222,0.04427,0.0337
2679,222,0.04427,0.0337
2680,222,0.04279,0.03258
2681,222,0.04139,0.03151
2682,222,0.04139,0.03151
2683,222,0.04454,0.03391
2684,222,0.04809,0.03662
2685,222,0.04809,0.03662
2686,222,0.03975,0.03027
2687,222,0.03413,0.02598
2688,222,0.03413,0.02598
2689,222,0.0311,0.02368
2690,222,0.03431,0.02612
2691,222,0.03431,0.02612
2692,222,0.03464,0.02637
2693,222,0.03499,0.02664
2694,222,0.03499,0.02664
2695,222,0.03329,0.02534
2696,222,0.03208,0.02442
2697,222,0.03208,0.02442
2698,222,0.03719,0.02832
2699,222,0,0
2700,222,0.0469,0.0357
2701,222,0.04646,0.03538
2702,222,0,0
2703,222,0.04604,0.03505
2704,222,0.03977,0.03028
2705,222,0.03524,0.02683
2706,222,0.03524,0.02683
2707,222,0.03118,0.02374
2708,222,0.03311,0.02521
2709,222,0.03311,0.02521
2710,222,0.03231,0.0246
2711,222,0.03171,0.02414
2712,222,0.03171,0.02414
2713,222,0.03125,0.02379
2714,222,0.0336,0.02558
2715,222,0.0336,0.02558
2716,222,0.03112,0.02369
2717,222,0.03448,0.02625
2718,222,0.03448,0.02625
2719,222,0.04062,0.03092
2720,222,0.04967,0.03782
2721,222,0.04967,0.03782
2722,222,0.04417,0.03363
2723,222,0.0396,0.03015
2724,222,0.0396,0.03015
2725,222,0.03909,0.02976
2726,222,0.0386,0.02939
2727,222,0.0386,0.02939
2728,222,0.04213,0.03208
2729,222,0.0463,0.03525
2730,222,0.0463,0.03525
2731,222,0.08439,0.06425
2732,222,0.14159,0.1078
2733,222,0.14159,0.1078
2734,222,0.18851,0.14352
2735,222,0.24107,0.18354
2736,222,0.24107,0.18354
2737,222,0.23479,0.17876
2738,222,0.22857,0.17403
2739,222,0.22857,0.17403
2740,222,0.22131,0.1685
2741,222,0.21414,0.16304
2742,222,0.21414,0.16304
2743,222,0.20171,0.15358
2744,222,0.18959,0.14434
2745,222,0.18959,0.14434
2746,222,0.13478,0.10262
2747,222,0.08968,0.06828
2748,222,0.08968,0.06828
2749,222,0.07734,0.05888
2750,222,0.0663,0.05048
2751,222,0.0663,0.05048
2752,222,0.06528,0.0497
2753,222,0.06427,0.04894
2754,222,0.06427,0.04894
2755,222,0.08317,0.06332
2756,222,0.10568,0.08046
2757,222,0.10568,0.08046
2758,222,0.1422,0.10826
2759,222,0.18419,0.14024
2760,222,0.18419,0.14024
2761,222,0.16509,0.12569
2762,222,0.14696,0.11189
2763,222,0.14696,0.11189
2764,222,0.11689,0.08899
2765,222,0.09064,0.06901
2766,222,0.09064,0.06901
2767,222,0.1186,0.0903
2768,222,0.15084,0.11485
2769,222,0.15084,0.11485
2770,222,0.20559,0.15653
2771,222,0.26702,0.2033
2772,222,0.26702,0.2033
2773,222,0.28703,0.21853
2774,222,0.30746,0.23409
2775,222,0.30746,0.23409
2776,222,0.27634,0.2104
2777,222,0.24629,0.18752
2778,222,0.24629,0.18752
2779,222,0.19073,0.14522
2780,222,0.14134,0.10761
2781,222,0.14134,0.10761
2782,222,0.13367,0.10177
2783,222,0.12623,0.09611
2784,222,0.12623,0.09611
2785,222,0.09107,0.06934
2786,222,0.06315,0.04808
2787,222,0.06315,0.04808
2788,222,0.06469,0.04925
2789,222,0.06626,0.05045
2790,222,0.06626,0.05045
2791,222,0.05916,0.04504
2792,222,0.0528,0.0402
2793,222,0.0528,0.0402
2794,222,0.04987,0.03797
2795,222,0.04714,0.03589
2796,222,0.04714,0.03589
2797,222,0.06773,0.05157
2798,222,0.09562,0.0728
2799,222,0.09562,0.0728
2800,222,0.07541,0.05741
2801,222,0.05864,0.04465
2802,222,0.05864,0.04465
2803,222,0.04033,0.03071
2804,222,0.03167,0.02411
2805,222,0.03167,0.02411
2806,222,0.03353,0.02553
2807,222,0,0
2808,222,0.04664,0.03551
2809,222,0.04206,0.03202
2810,222,0.0383,0.02916
2811,222,0.0383,0.02916
2812,222,0.0311,0.02368
2813,222,0.03854,0.02935
2814,222,0.03854,0.02935
2815,222,0.05522,0.04204
2816,222,0.08042,0.06123
2817,222,0.08042,0.06123
2818,222,0.07922,0.06031
2819,222,0.07803,0.05941
2820,222,0.07803,0.05941
2821,222,0.09559,0.07278
2822,222,0.11548,0.08792
2823,222,0.11548,0.08792
2824,222,0.09474,0.07213
2825,222,0.07656,0.05829
2826,222,0.07656,0.05829
2827,222,0.06456,0.04915
2828,222,0.05425,0.0413
2829,222,0.05425,0.0413
2830,222,0.08921,0.06792
2831,222,0.13723,0.10448
2832,222,0.13723,0.10448
2833,222,0.16186,0.12323
2834,222,0.18838,0.14343
2835,222,0.18838,0.14343
2836,222,0.2007,0.15281
2837,222,0.21334,0.16243
2838,222,0.21334,0.16243
2839,222,0.19711,0.15008
2840,222,0.18142,0.13813
2841,222,0.18142,0.13813
2842,222,0.15637,0.11905
2843,222,0.13309,0.10133
2844,222,0.13309,0.10133
2845,222,0.13356,0.10168
2846,222,0.13402,0.10204
2847,222,0.13402,0.10204
2848,222,0.09159,0.06973
2849,222,0.05925,0.04511
2850,222,0.05925,0.04511
2851,222,0.03366,0.02562
2852,222,0.03641,0.02772
2853,222,0.03641,0.02772
2854,222,0.04702,0.0358
2855,222,0,0
2856,222,0.06367,0.04848
2857,222,0.03583,0.02728
2858,222,0.03258,0.0248
2859,222,0.03258,0.0248
2860,222,0.11962,0.09107
2861,222,0.30253,0.23034
2862,222,0.30253,0.23034
2863,222,0.37859,0.28825
2864,222,0.45749,0.34832
2865,222,0.45749,0.34832
2866,222,0.47835,0.3642
2867,222,0.49921,0.38008
2868,222,0.49921,0.38008
2869,222,0.45092,0.34331
2870,222,0.40291,0.30676
2871,222,0.40291,0.30676
2872,222,0.34793,0.2649
2873,222,0.2948,0.22445
2874,222,0.2948,0.22445
2875,222,0.23744,0.18078
2876,222,0.18474,0.14065
2877,222,0.18474,0.14065
2878,222,0.19637,0.14951
2879,222,0.20829,0.15859
2880,222,0.20829,0.15859
2881,222,0.24173,0.18405
2882,222,0.27692,0.21084
2883,222,0.27692,0.21084
2884,222,0.30923,0.23544
2885,222,0.34249,0.26076
2886,222,0.34249,0.26076
2887,222,0.34194,0.26034
2888,222,0.34138,0.25991
2889,222,0.34138,0.25991
2890,222,0.35633,0.2713
2891,222,0.37142,0.28278
2892,222,0.37142,0.28278
2893,222,0.29475,0.22441
2894,222,0.22355,0.1702
2895,222,0.22355,0.1702
2896,222,0.18262,0.13904
2897,222,0.14535,0.11067
2898,222,0.14535,0.11067
2899,222,0.09855,0.07504
2900,222,0.0627,0.04774
2901,222,0.0627,0.04774
2902,222,0.05674,0.0432
2903,222,0.05136,0.0391
2904,222,0.05136,0.0391
2905,222,0.05591,0.04256
2906,222,0.06088,0.04635
2907,222,0.06088,0.04635
2908,222,0.08485,0.0646
2909,222,0.11476,0.08738
2910,222,0.11476,0.08738
2911,222,0.12481,0.09503
2912,222,0.13532,0.10302
2913,222,0.13532,0.10302
2914,222,0.15647,0.11913
2915,222,0.17907,0.13634
2916,222,0.17907,0.13634
2917,222,0.22567,0.17181
2918,222,0.27623,0.21031
2919,222,0.27623,0.21031
2920,222,0.30625,0.23317
