hour,nl_node_PV,nl_node_OffW,nl_node_OnW,de_node_PV,de_node_OffW,de_node_OnW
1970,0,0.38284,0.2419707,0,0.2069933,0.0668389
1971,0.0001958,0.35391,0.2228787,0.0007472,0.1926062,0.0821232
1972,0.0003917,0.32546,0.2043407,0.0014944,0.1785896,0.0995384
1973,0.0005875,0.32546,0.2043407,0.0022416,0.1785896,0.0995384
1974,0.0281229,0.3371,0.2047017,0.0457687,0.2536304,0.1145923
1975,0.0556583,0.34882,0.205063,0.0892959,0.3361764,0.1307833
1976,0.0831937,0.34882,0.205063,0.132823,0.3361764,0.1307833
1977,0.1511049,0.39132,0.2020097,0.2086892,0.4200985,0.1233388
1978,0.2190161,0.43458,0.1989737,0.2845554,0.5062004,0.1161174
1979,0.2869273,0.43458,0.1989737,0.3604217,0.5062004,0.1161174
1980,0.30891,0.41872,0.2008886,0.3723675,0.5097466,0.128389
1981,0.3308927,0.40295,0.2028104,0.3843133,0.5132925,0.1412778
1982,0.3528755,0.40295,0.2028104,0.3962592,0.5132925,0.1412778
1983,0.2923561,0.36161,0.2118694,0.3233035,0.5021347,0.1407513
1984,0.2318366,0.32119,0.2210717,0.2503478,0.4909763,0.1402257
1985,0.1713172,0.32119,0.2210717,0.1773921,0.4909763,0.1402257
1986,0.1235743,0.27738,0.2299553,0.1270572,0.5210626,0.1701043
1987,0.0758314,0.23545,0.2389567,0.0767223,0.5510828,0.2024063
1988,0.0280885,0.23545,0.2389567,0.0263874,0.5510828,0.2024063
1989,0.0187257,0.24628,0.2416608,0.0175916,0.5460101,0.1985142
1990,0.0093628,0.25727,0.2443746,0.0087958,0.5409333,0.1946512
1991,0,0.25727,0.2443746,0,0.5409333,0.1946512
1992,0,0.24953,0.2217989,0,0.4891108,0.1664982
1993,0,0.24187,0.200001,0,0.4374017,0.1402634
1994,0,0.24187,0.200001,0,0.4374017,0.1402634
1995,0.0002443,0.27188,0.1788085,0.0009574,0.3807476,0.1184215
1996,0.0004886,0.30287,0.1586034,0.0019148,0.3255395,0.0985109
1997,0.0007329,0.30287,0.1586034,0.0028722,0.3255395,0.0985109
1998,0.0317685,0.36899,0.1934594,0.0491178,0.3313442,0.1060457
1999,0.0628042,0.43744,0.2309649,0.0953634,0.3371726,0.1138913
2000,0.0938398,0.43744,0.2309649,0.141609,0.3371726,0.1138913
2001,0.1589062,0.46071,0.2339215,0.2175539,0.3545102,0.0872378
2002,0.2239725,0.48406,0.2368906,0.2934989,0.3720237,0.064921
2003,0.2890389,0.48406,0.2368906,0.3694439,0.3720237,0.064921
2004,0.3045538,0.47259,0.257059,0.3780928,0.3458203,0.0632521
2005,0.3200687,0.46113,0.277716,0.3867417,0.3200368,0.0616177
2006,0.3355836,0.46113,0.277716,0.3953906,0.3200368,0.0616177
2007,0.2767743,0.41037,0.2858187,0.321436,0.3291053,0.0791653
2008,0.2179649,0.36047,0.2939816,0.2474815,0.3382322,0.0998107
2009,0.1591555,0.36047,0.2939816,0.173527,0.3382322,0.0998107
2010,0.1147505,0.42453,0.2987365,0.1241075,0.3900216,0.1369672
2011,0.0703454,0.48977,0.3035096,0.074688,0.442969,0.179807
2012,0.0259403,0.48977,0.3035096,0.0252685,0.442969,0.179807
2013,0.0172935,0.59349,0.3459553,0.0168457,0.4690359,0.1964548
2014,0.0086468,0.69357,0.3892847,0.0084228,0.4951814,0.2136657
2015,0,0.69357,0.3892847,0,0.4951814,0.2136657
2016,0,0.72876,0.3958575,0,0.5087414,0.2075444
2017,0,0.76269,0.402438,0,0.5222962,0.2014891
2018,0,0.76269,0.402438,0,0.5222962,0.2014891
2019,0.0002119,0.72825,0.3440453,0.0007067,0.4671616,0.1710768
2020,0.0004238,0.69253,0.2872904,0.0014134,0.412396,0.1428023
2021,0.0006357,0.69253,0.2872904,0.0021201,0.412396,0.1428023
2022,0.0161266,0.58368,0.2235158,0.0319971,0.4074934,0.1201216
2023,0.0316175,0.47099,0.1655624,0.0618741,0.4025992,0.0994752
2024,0.0471084,0.47099,0.1655624,0.0917511,0.4025992,0.0994752
2025,0.0711762,0.38721,0.1230109,0.1386356,0.3208685,0.0571227
2026,0.095244,0.30638,0.0869543,0.1855201,0.2439031,0.0326547
2027,0.1193117,0.30638,0.0869543,0.2324045,0.2439031,0.0326547
2028,0.1206714,0.29817,0.0741372,0.2329927,0.1800347,0.0323117
2029,0.122031,0.29003,0.0627141,0.2335809,0.1235485,0.0319811
2030,0.1233906,0.29003,0.0627141,0.2341692,0.1235485,0.0319811
2031,0.1008009,0.29213,0.0440064,0.1852259,0.1002127,0.0511813
2032,0.0782113,0.29424,0.0321648,0.1362827,0.0790031,0.0841847
2033,0.0556217,0.29424,0.0321648,0.0873395,0.0790031,0.0841847
2034,0.0400628,0.32167,0.0613378,0.0610363,0.1099017,0.1366293
2035,0.0245039,0.34968,0.1138576,0.034733,0.1449794,0.2014549
2036,0.0089451,0.34968,0.1138576,0.0084297,0.1449794,0.2014549
2037,0.0059634,0.40777,0.1629163,0.0056198,0.2478651,0.2438537
2038,0.0029817,0.46706,0.2195394,0.0028099,0.3663306,0.2887613
2039,0,0.46706,0.2195394,0,0.3663306,0.2887613
2040,0,0.49046,0.2417621,0,0.4734226,0.3101368
2041,0,0.51388,0.2646644,0,0.5816783,0.3318474
2042,0,0.51388,0.2646644,0,0.5816783,0.3318474
2043,0.0003303,0.54179,0.2837669,0.0005221,0.554908,0.2916085
2044,0.0006606,0.5696,0.3032141,0.0010442,0.5279956,0.2527245
2045,0.0009908,0.5696,0.3032141,0.0015662,0.5279956,0.2527245
2046,0.0351949,0.5457,0.3076033,0.0317924,0.4750121,0.2355624
2047,0.069399,0.52171,0.3120068,0.0620186,0.4222899,0.2188047
2048,0.103603,0.52171,0.3120068,0.0922447,0.4222899,0.2188047
2049,0.1641641,0.4705,0.3260109,0.149532,0.4141449,0.2374374
2050,0.2247251,0.41958,0.3401354,0.2068192,0.4060214,0.2565633
2051,0.2852862,0.41958,0.3401354,0.2641064,0.4060214,0.2565633
2052,0.2873105,0.36535,0.2907601,0.2741508,0.4318451,0.2385682
2053,0.2893349,0.31263,0.2434285,0.2841952,0.457839,0.2210064
2054,0.2913592,0.31263,0.2434285,0.2942396,0.457839,0.2210064
2055,0.2372075,0.35629,0.2580371,0.2382695,0.4757523,0.2227079
2056,0.1830557,0.40108,0.2728981,0.1822995,0.4936947,0.2244138
2057,0.128904,0.40108,0.2728981,0.1263294,0.4936947,0.2244138
2058,0.0928788,0.36602,0.2437025,0.0898301,0.5193056,0.1989499
2059,0.0568536,0.3316,0.2155864,0.0533308,0.5448726,0.1746758
2060,0.0208285,0.3316,0.2155864,0.0168315,0.5448726,0.1746758
2061,0.0138857,0.31355,0.2010162,0.011221,0.5335423,0.1842358
2062,0.0069428,0.29575,0.1868359,0.0056105,0.5221968,0.1940003
2063,0,0.29575,0.1868359,0,0.5221968,0.1940003
2064,0,0.33215,0.1904577,0,0.5181252,0.2041514
2065,0,0.3695,0.1941069,0,0.5140526,0.2144953
2066,0,0.3695,0.1941069,0,0.5140526,0.2144953
2067,0.0003576,0.42273,0.2122559,0.0005443,0.5633863,0.2193978
2068,0.0007152,0.47678,0.2309875,0.0010885,0.6121668,0.2243393
2069,0.0010727,0.47678,0.2309875,0.0016328,0.6121668,0.2243393
2070,0.0378137,0.53525,0.2734151,0.027868,0.6380415,0.2354513
2071,0.0745547,0.59328,0.3177652,0.0541031,0.6635616,0.2467399
2072,0.1112957,0.59328,0.3177652,0.0803383,0.6635616,0.2467399
2073,0.166519,0.65197,0.420162,0.1375539,0.6894712,0.293251
2074,0.2217422,0.70864,0.5230644,0.1947694,0.714855,0.3416864
2075,0.2769654,0.70864,0.5230644,0.2519849,0.714855,0.3416864
2076,0.293192,0.70128,0.5493373,0.2623652,0.7281339,0.3628929
2077,0.3094186,0.69388,0.5751104,0.2727455,0.7412311,0.3842691
2078,0.3256452,0.69388,0.5751104,0.2831258,0.7412311,0.3842691
2079,0.2742478,0.65044,0.5285105,0.2294787,0.7525271,0.36953
2080,0.2228504,0.60585,0.4805855,0.1758316,0.7636679,0.3548634
2081,0.171453,0.60585,0.4805855,0.1221845,0.7636679,0.3548634
2082,0.12497,0.54913,0.3747162,0.0870517,0.7445363,0.2792547
2083,0.0784869,0.49185,0.2722189,0.051919,0.7249672,0.2088547
2084,0.0320039,0.49185,0.2722189,0.0167862,0.7249672,0.2088547
2085,0.0213359,0.46205,0.2712851,0.0111908,0.7430505,0.2092943
2086,0.010668,0.43238,0.2703522,0.0055954,0.7607632,0.2097343
2087,0,0.43238,0.2703522,0,0.7607632,0.2097343
2088,0,0.34009,0.2436529,0,0.7679518,0.2158407
2089,0,0.25309,0.2178593,0,0.7750703,0.2220096
2090,0,0.25309,0.2178593,0,0.7750703,0.2220096
2091,0.0001488,0.12022,0.1374288,0.0004478,0.7309321,0.1997942
2092,0.0002975,0.03157,0.0752897,0.0008955,0.684608,0.178483
2093,0.0004463,0.03157,0.0752897,0.0013433,0.684608,0.178483
2094,0.0205791,0.01422,0.0494869,0.0172713,0.5650428,0.1437031
2095,0.040712,0.0052,0.0332852,0.0331992,0.4419462,0.1124992
2096,0.0608448,0.0052,0.0332852,0.0491272,0.4419462,0.1124992
2097,0.1158941,0.00889,0.0294243,0.0813446,0.3218563,0.0966116
2098,0.1709433,0.01502,0.0278914,0.1135619,0.2118187,0.0821311
2099,0.2259926,0.01502,0.0278914,0.1457792,0.2118187,0.0821311
2100,0.2530539,0.02869,0.0299931,0.1703921,0.1473295,0.083793
2101,0.2801153,0.0473,0.0353801,0.195005,0.0923757,0.0854764
2102,0.3071766,0.0473,0.0353801,0.219618,0.0923757,0.0854764
2103,0.2598933,0.05087,0.028317,0.187686,0.0579181,0.057988
2104,0.2126099,0.05457,0.0300104,0.1557541,0.0311925,0.038811
2105,0.1653265,0.05457,0.0300104,0.1238221,0.0311925,0.038811
2106,0.1203231,0.18524,0.0388698,0.0899319,0.0126341,0.0281101
2107,0.0753197,0.36607,0.0881792,0.0560416,0.0043827,0.0338221
2108,0.0303163,0.36607,0.0881792,0.0221514,0.0043827,0.0338221
2109,0.0202109,0.52753,0.1798641,0.0147676,0.015078,0.0303518
2110,0.0101054,0.68642,0.2975752,0.0073838,0.0396278,0.0567145
2111,0,0.68642,0.2975752,0,0.0396278,0.0567145
2112,0,0.68642,0.2975752,0,0.0396278,0.0567145
2113,0,0.68642,0.2975752,0,0.0396278,0.0567145
2114,0,0.739,0.4107206,0,0.2990203,0.1502426
2115,0,0.739,0.4107206,0,0.2990203,0.1502426
2116,0.0002037,0.64674,0.4043383,0.0010695,0.4530632,0.1828818
2117,0.0004074,0.54921,0.3979616,0.002139,0.6114767,0.2180817
2118,0.0006111,0.54921,0.3979616,0.0032085,0.6114767,0.2180817
2119,0.0255935,0.46554,0.3450801,0.0410863,0.704125,0.2342485
2120,0.0505759,0.38276,0.2935264,0.0789641,0.7896562,0.2507957
2121,0.0755582,0.38276,0.2935264,0.1168419,0.7896562,0.2507957
2122,0.1327897,0.34016,0.2737653,0.1759755,0.788922,0.2382123
2123,0.1900211,0.2987,0.2543927,0.2351091,0.7881868,0.2258428
2124,0.2472525,0.2987,0.2543927,0.2942428,0.7881868,0.2258428
2125,0.2546453,0.29399,0.2378809,0.2984589,0.7189135,0.2294423
2126,0.2620381,0.2893,0.2217366,0.302675,0.6445374,0.2330612
2127,0.2694308,0.2893,0.2217366,0.3068911,0.6445374,0.2330612
2128,0.2134295,0.38747,0.2619092,0.2469737,0.5919303,0.2148201
2129,0.1574281,0.49005,0.3039901,0.1870563,0.5383613,0.1971203
2130,0.1014268,0.49005,0.3039901,0.127139,0.5383613,0.1971203
2131,0.0707739,0.54402,0.2876173,0.0902093,0.5682631,0.191686
2132,0.0401211,0.59753,0.2714811,0.0532796,0.5979447,0.1863114
2133,0.0094682,0.59753,0.2714811,0.0163499,0.5979447,0.1863114
2134,0.0063121,0.70372,0.3003993,0.0108999,0.5790612,0.1775612
2135,0.0031561,0.80065,0.3299984,0.00545,0.5600737,0.1689857
2136,0,0.80065,0.3299984,0,0.5600737,0.1689857
2137,0,0.8613,0.4213673,0,0.5038282,0.2047493
2138,0,0.91297,0.5130798,0,0.4475482,0.2430254
2139,0,0.91297,0.5130798,0,0.4475482,0.2430254
2140,0.0007732,0.94772,0.5077496,0.001334,0.4567811,0.2608818
2141,0.0015463,0.97407,0.5024062,0.002668,0.4660279,0.2791075
2142,0.0023195,0.97407,0.5024062,0.004002,0.4660279,0.2791075
2143,0.0438354,0.98714,0.5217052,0.048405,0.518609,0.2754897
2144,0.0853513,0.99509,0.5408029,0.0928081,0.5710126,0.2718848
2145,0.1268672,0.99509,0.5408029,0.1372111,0.5710126,0.2718848
2146,0.1915052,0.98974,0.6585706,0.2042468,0.6039383,0.3206804
2147,0.2561432,0.94295,0.7537075,0.2712824,0.6364471,0.371073
2148,0.3207813,0.94295,0.7537075,0.338318,0.6364471,0.371073
2149,0.3221135,0.95141,0.7653294,0.3427339,0.5530003,0.353979
2150,0.3234457,0.95912,0.7761224,0.3471496,0.4681955,0.3370094
2151,0.324778,0.95912,0.7761224,0.3515655,0.4681955,0.3370094
2152,0.2659712,0.99316,0.772983,0.2879796,0.4843444,0.3247967
2153,0.2071646,0.99424,0.7697669,0.2243937,0.5005088,0.3126755
2154,0.1483579,0.99424,0.7697669,0.1608078,0.5005088,0.3126755
2155,0.1073157,0.96833,0.6948066,0.1159822,0.5313573,0.2735183
2156,0.0662735,0.91995,0.5998346,0.0711567,0.5621008,0.2358644
2157,0.0252313,0.91995,0.5998346,0.0263311,0.5621008,0.2358644
2158,0.0168209,0.87533,0.5805612,0.0175541,0.5986652,0.2749652
2159,0.0084104,0.82309,0.5609137,0.008777,0.6347443,0.3156687
2160,0,0.82309,0.5609137,0,0.6347443,0.3156687
2161,0,0.80063,0.5463305,0,0.6302575,0.3242211
2162,0,0.77726,0.5315936,0,0.6257605,0.3328193
2163,0,0.77726,0.5315936,0,0.6257605,0.3328193
2164,0.0002361,0.73902,0.5021468,0.0015319,0.5889838,0.3361539
2165,0.0004722,0.69905,0.4723295,0.0030638,0.5517568,0.3394946
2166,0.0007083,0.69905,0.4723295,0.0045957,0.5517568,0.3394946
2167,0.0290539,0.70794,0.4818534,0.0426905,0.5603318,0.3451903
2168,0.0573995,0.71675,0.4913503,0.0807853,0.5688908,0.3509018
2169,0.085745,0.71675,0.4913503,0.1188801,0.5688908,0.3509018
2170,0.1490381,0.78499,0.5194042,0.1764947,0.625505,0.3907867
2171,0.2123311,0.84666,0.5470463,0.2341093,0.6806134,0.4310122
2172,0.2756241,0.84666,0.5470463,0.2917238,0.6806134,0.4310122
2173,0.2898041,0.83691,0.5875935,0.3030227,0.6916419,0.4254147
2174,0.303984,0.82694,0.6264781,0.3143215,0.7025725,0.4198176
2175,0.318164,0.82694,0.6264781,0.3256203,0.7025725,0.4198176
2176,0.2650589,0.81654,0.6330338,0.2674395,0.7309381,0.4307393
2177,0.2119538,0.80593,0.6395237,0.2092587,0.7584707,0.4416596
2178,0.1588487,0.80593,0.6395237,0.1510779,0.7584707,0.4416596
2179,0.1155725,0.72828,0.5046422,0.1084685,0.7912078,0.3450327
2180,0.0722963,0.64366,0.3609459,0.0658592,0.8222983,0.2528046
2181,0.0290201,0.64366,0.3609459,0.0232499,0.8222983,0.2528046
2182,0.0193468,0.6468,0.3491167,0.0154999,0.785089,0.2319619
2183,0.0096734,0.64992,0.3373514,0.00775,0.7456012,0.2117307
2184,0,0.64992,0.3373514,0,0.7456012,0.2117307
2185,0,0.64708,0.3628975,0,0.7120342,0.19695
2186,0,0.64423,0.3886904,0,0.6773765,0.1825846
2187,0,0.64423,0.3886904,0,0.6773765,0.1825846
2188,0.0006872,0.63676,0.3727852,0.0025312,0.6292568,0.1624193
2189,0.0013744,0.62925,0.3569595,0.0050625,0.5799537,0.1432944
2190,0.0020615,0.62925,0.3569595,0.0075937,0.5799537,0.1432944
2191,0.0435784,0.65772,0.3754766,0.063728,0.5706956,0.1417994
2192,0.0850953,0.68568,0.3940971,0.1198623,0.5614155,0.1403118
2193,0.1266122,0.68568,0.3940971,0.1759965,0.5614155,0.1403118
2194,0.2050264,0.70363,0.4030837,0.2489329,0.581819,0.1286259
2195,0.2834405,0.7213,0.4120817,0.3218693,0.6020982,0.1174481
2196,0.3618547,0.7213,0.4120817,0.3948057,0.6020982,0.1174481
2197,0.3707221,0.70852,0.4517772,0.3987851,0.5671981,0.1314551
2198,0.3795894,0.69558,0.4912708,0.4027644,0.5319982,0.1462416
2199,0.3884568,0.69558,0.4912708,0.4067437,0.5319982,0.1462416
2200,0.3216291,0.62956,0.4479871,0.3341097,0.4590194,0.1466313
2201,0.2548014,0.56127,0.4045009,0.2614757,0.3868446,0.1470216
2202,0.1879737,0.56127,0.4045009,0.1888417,0.3868446,0.1470216
2203,0.1367465,0.5763,0.3954066,0.1363239,0.3943628,0.1530657
2204,0.0855193,0.59127,0.3863275,0.0838061,0.401904,0.1592197
2205,0.0342921,0.59127,0.3863275,0.0312884,0.401904,0.1592197
2206,0.0228614,0.57091,0.4376609,0.0208589,0.5245165,0.2100118
2207,0.0114307,0.55045,0.4888627,0.0104295,0.6458318,0.2658008
2208,0,0.55045,0.4888627,0,0.6458318,0.2658008
2209,0,0.50596,0.4111573,0,0.6908649,0.2749171
2210,0,0.46143,0.3340399,0,0.7343144,0.2841176
2211,0,0.46143,0.3340399,0,0.7343144,0.2841176
2212,0.0007152,0.45379,0.2728767,0.0015484,0.6964538,0.2531448
2213,0.0014303,0.44617,0.2153412,0.0030969,0.6573475,0.2232946
2214,0.0021455,0.44617,0.2153412,0.0046453,0.6573475,0.2232946
2215,0.0382019,0.45231,0.2117594,0.0455139,0.6585928,0.2199808
2216,0.0742584,0.45846,0.2081995,0.0863825,0.6598373,0.2166844
2217,0.1103148,0.45846,0.2081995,0.1272512,0.6598373,0.2166844
2218,0.1708608,0.46454,0.2255919,0.1872284,0.6503211,0.2178657
2219,0.2314068,0.47063,0.2434595,0.2472057,0.6407508,0.2190492
2220,0.2919528,0.47063,0.2434595,0.307183,0.6407508,0.2190492
2221,0.2972024,0.39525,0.2345396,0.304964,0.6033481,0.2109162
2222,0.302452,0.32209,0.2257311,0.3027451,0.5653957,0.2028961
2223,0.3077016,0.32209,0.2257311,0.3005262,0.5653957,0.2028961
2224,0.2538929,0.25639,0.2161858,0.2403744,0.5640234,0.1892617
2225,0.2000841,0.19544,0.2067891,0.1802225,0.5626507,0.1760057
2226,0.1462753,0.19544,0.2067891,0.1200707,0.5626507,0.1760057
2227,0.1061475,0.18981,0.1887368,0.0851932,0.5803917,0.1686269
2228,0.0660196,0.18424,0.1713454,0.0503157,0.5980406,0.1613835
2229,0.0258918,0.18424,0.1713454,0.0154381,0.5980406,0.1613835
2230,0.0172612,0.2239,0.1837038,0.0102921,0.5961754,0.1723361
2231,0.0086306,0.26602,0.1964078,0.005146,0.594309,0.1835905
2232,0,0.26602,0.1964078,0,0.594309,0.1835905
2233,0,0.26569,0.1801535,0,0.5454561,0.1807783
2234,0,0.26535,0.164479,0,0.496212,0.1779838
2235,0,0.26535,0.164479,0,0.496212,0.1779838
2236,0.0010349,0.24044,0.1626844,0.0010687,0.4471803,0.1632469
2237,0.0020697,0.21631,0.1608984,0.0021374,0.3986155,0.1490685
2238,0.0031046,0.21631,0.1608984,0.003206,0.3986155,0.1490685
2239,0.0405097,0.1421,0.1608908,0.0365233,0.3485529,0.1515604
2240,0.0779148,0.0808,0.1608831,0.0698405,0.2999731,0.1540711
2241,0.1153199,0.0808,0.1608831,0.1031578,0.2999731,0.1540711
2242,0.1787691,0.04797,0.151737,0.1575719,0.2785197,0.1904378
2243,0.2422182,0.02358,0.1428352,0.2119861,0.2575215,0.229786
2244,0.3056673,0.02358,0.1428352,0.2664002,0.2575215,0.229786
2245,0.3048579,0.06674,0.0782503,0.2741057,0.1980569,0.2427124
2246,0.3040484,0.13003,0.0381931,0.2818111,0.1442878,0.2558637
2247,0.303239,0.13003,0.0381931,0.2895166,0.1442878,0.2558637
2248,0.2502663,0.24182,0.0784975,0.2368427,0.0938268,0.2375962
2249,0.1972936,0.37334,0.1435289,0.1841687,0.0530985,0.2197785
2250,0.1443209,0.37334,0.1435289,0.1314948,0.0530985,0.2197785
2251,0.1053838,0.35998,0.186759,0.0944234,0.0705915,0.1898398
2252,0.0664467,0.34672,0.2344423,0.0573521,0.0903398,0.1616635
2253,0.0275097,0.34672,0.2344423,0.0202807,0.0903398,0.1616635
2254,0.0183398,0.33232,0.2311118,0.0135205,0.1155655,0.1722649
2255,0.0091699,0.31805,0.2277974,0.0067602,0.1433196,0.1831488
2256,0,0.31805,0.2277974,0,0.1433196,0.1831488
2257,0,0.31482,0.2239962,0,0.1703589,0.1859862
2258,0,0.3116,0.2202173,0,0.1990969,0.1888411
2259,0,0.3116,0.2202173,0,0.1990969,0.1888411
2260,0.0014869,0.28074,0.1945067,0.0012295,0.2593908,0.2009784
2261,0.0029739,0.2508,0.1700548,0.002459,0.3242149,0.2134002
2262,0.0044608,0.2508,0.1700548,0.0036885,0.3242149,0.2134002
2263,0.0473635,0.2544,0.1603253,0.0397318,0.3287711,0.1934202
2264,0.0902662,0.25801,0.1508494,0.075775,0.333342,0.1742152
2265,0.1331689,0.25801,0.1508494,0.1118182,0.333342,0.1742152
2266,0.187515,0.30872,0.1678071,0.1727878,0.3597681,0.1924783
2267,0.241861,0.36163,0.1855336,0.2337573,0.3865874,0.2114467
2268,0.2962071,0.36163,0.1855336,0.2947268,0.3865874,0.2114467
2269,0.2945578,0.4115,0.2202896,0.3078639,0.3777125,0.2139511
2270,0.2929085,0.4622,0.2570995,0.321001,0.3688748,0.2164661
2271,0.2912592,0.4622,0.2570995,0.3341381,0.3688748,0.2164661
2272,0.2311444,0.51126,0.2562124,0.2774056,0.3349864,0.172089
2273,0.1710295,0.56023,0.2553263,0.2206732,0.3018573,0.1321024
2274,0.1109147,0.56023,0.2553263,0.1639408,0.3018573,0.1321024
2275,0.0777378,0.55212,0.2132515,0.1187554,0.2902046,0.0845223
2276,0.0445609,0.544,0.1739964,0.07357,0.2786771,0.0499683
2277,0.011384,0.544,0.1739964,0.0283847,0.2786771,0.0499683
2278,0.0075902,0.54284,0.1981406,0.0189231,0.2880775,0.0431947
2279,0.0037964,0.54167,0.2234704,0.0094616,0.2975622,0.0375951
2280,0.00000258,0.54167,0.2234704,0,0.2975622,0.0375951
2281,0.00000172,0.52067,0.2358409,0,0.3037585,0.0415953
2282,0.000000861,0.49963,0.2484297,0,0.3099876,0.0462367
2283,0,0.49963,0.2484297,0,0.3099876,0.0462367
2284,0.0016565,0.47217,0.2223504,0.0032011,0.3174192,0.0409339
2285,0.0033131,0.44478,0.1972994,0.0064023,0.3248936,0.03649
2286,0.0049696,0.44478,0.1972994,0.0096034,0.3248936,0.03649
2287,0.0556352,0.44761,0.1954345,0.0689994,0.3205168,0.039361
2288,0.1063007,0.45045,0.1935764,0.1283955,0.3161542,0.0426194
2289,0.1569663,0.45045,0.1935764,0.1877915,0.3161542,0.0426194
2290,0.2393077,0.43773,0.1709429,0.2669263,0.3048588,0.0398903
2291,0.3216491,0.42505,0.1495144,0.3460612,0.2936697,0.0374266
2292,0.4039904,0.42505,0.1495144,0.4251961,0.2936697,0.0374266
2293,0.4241605,0.40672,0.1707852,0.4370362,0.2574642,0.0391059
2294,0.4443305,0.38852,0.1932446,0.4488764,0.2227275,0.0409134
2295,0.4645005,0.38852,0.1932446,0.4607165,0.2227275,0.0409134
2296,0.3921772,0.3581,0.1725954,0.3825509,0.207173,0.0472998
2297,0.3198539,0.3282,0.1529383,0.3043852,0.1920083,0.0548487
2298,0.2475306,0.3282,0.1529383,0.2262196,0.1920083,0.0548487
2299,0.1812077,0.36981,0.1851847,0.1640172,0.2589852,0.0872073
2300,0.1148848,0.41233,0.2198717,0.1018147,0.3316284,0.1298303
2301,0.0485619,0.41233,0.2198717,0.0396123,0.3316284,0.1298303
2302,0.0323811,0.4485,0.2805369,0.0264082,0.4445584,0.1785503
2303,0.0162004,0.48493,0.3449694,0.0132041,0.5602148,0.2335332
2304,0.0000196,0.48493,0.3449694,0,0.5602148,0.2335332
2305,0.0000131,0.44554,0.3306326,0,0.5749107,0.2338626
2306,0.00000654,0.40646,0.3164138,0,0.5895479,0.234192
2307,0,0.40646,0.3164138,0,0.5895479,0.234192
2308,0.0020138,0.34108,0.2886826,0.0038892,0.5588233,0.2183
2309,0.0040275,0.27835,0.2616178,0.0077784,0.5278971,0.2028084
2310,0.0060413,0.27835,0.2616178,0.0116676,0.5278971,0.2028084
2311,0.0590984,0.23968,0.2394933,0.0750302,0.5491573,0.1991117
2312,0.1121555,0.20289,0.2180156,0.1383929,0.5703383,0.195441
2313,0.1652126,0.20289,0.2180156,0.2017555,0.5703383,0.195441
2314,0.2438024,0.13346,0.1553481,0.2865934,0.5684893,0.1761198
2315,0.3223922,0.07623,0.1024684,0.3714313,0.5666393,0.1576424
2316,0.400982,0.07623,0.1024684,0.4562692,0.5666393,0.1576424
2317,0.4163804,0.0392,0.0738266,0.4660226,0.5282893,0.1620213
2318,0.4317789,0.01465,0.0514532,0.475776,0.4897924,0.1664527
2319,0.4471774,0.01465,0.0514532,0.4855293,0.4897924,0.1664527
2320,0.3707677,0.01173,0.032531,0.4017939,0.4158103,0.1424952
2321,0.294358,0.00927,0.0282915,0.3180585,0.3435283,0.1203054
2322,0.2179483,0.00927,0.0282915,0.2343231,0.3435283,0.1203054
2323,0.1576911,0.01819,0.0321118,0.169728,0.2931356,0.1201209
2324,0.0974339,0.03117,0,0.105133,0.2449682,0.1199365
2325,0.0371767,0.03117,0.0400843,0.0405379,0.2449682,0.1199365
2326,0.0247936,0.06753,0.0312115,0.0270253,0.2230348,0.1276274
2327,0.0124105,0.11654,0.0279073,0.0135126,0.2017897,0.1355582
2328,0.0000274,0.11654,0.0279073,0,0.2017897,0.1355582
2329,0.0000182,0.16197,0.0314868,0,0.1900184,0.1112059
2330,0.00000912,0.21285,0.0433752,0,0.178501,0.0894539
2331,0,0.21285,0.0433752,0,0.178501,0.0894539
2332,0.000435,0.2309,0.0742823,0.00337,0.2019548,0.072194
2333,0.0008701,0.24942,0.1189671,0.0067399,0.2263929,0.0574806
2334,0.0013051,0.24942,0.1189671,0.0101099,0.2263929,0.0574806
2335,0.0217181,0.27329,0.1098664,0.0631782,0.2366467,0.053047
2336,0.0421312,0.29776,0.1011598,0.1162464,0.2470437,0.0489449
2337,0.0625442,0.29776,0.1011598,0.1693147,0.2470437,0.0489449
2338,0.1338745,0.29689,0.1025242,0.2411016,0.2056872,0.0370557
2339,0.2052047,0.29602,0.103899,0.3128885,0.167012,0.0299219
2340,0.276535,0.29602,0.103899,0.3846754,0.167012,0.0299219
2341,0.3085507,0.28015,0.1286628,0.3833874,0.1604156,0.0331415
2342,0.3405665,0.26453,0.1560807,0.3820995,0.1539205,0.0377827
2343,0.3725822,0.26453,0.1560807,0.3808116,0.1539205,0.0377827
2344,0.3209892,0.20413,0.1373544,0.3106876,0.2023925,0.0646279
2345,0.2693961,0.14936,0.1197853,0.2405636,0.2552786,0.1059302
2346,0.2178031,0.14936,0.1197853,0.1704396,0.2552786,0.1059302
2347,0.1607707,0.12901,0.1120996,0.1228995,0.3130904,0.1306714
2348,0.1037383,0.10987,0.1046883,0.0753593,0.3736978,0.1579911
2349,0.046706,0.10987,0.1046883,0.0278191,0.3736978,0.1579911
2350,0.0311633,0.09523,0.1107957,0.0185461,0.4008673,0.157914
2351,0.0156206,0.0815,0.1170918,0.009273,0.4283172,0.1578369
2352,0.000078,0.0815,0.1170918,0,0.4283172,0.1578369
