hour,RESV,PHVT
1251,0.63,0.401099
1252,0.63,0.048685
1253,0.03,0.706783
1254,0.4,0.381385
1255,0.53,0.439615
1256,0.11,0.062554
1257,0.97,0.276379
1258,0.53,0.153762
1259,0.55,0.77146
1260,0.17,0.738195
1261,0.82,0.410216
1262,0.01,0.843307
1263,0.5,0.390123
1264,0.62,0.389745
1265,0.86,0.081175
1266,0.02,0.783912
1267,0.29,0.498142
1268,0.34,0.507104
1269,0.29,0.847116
1270,0.03,0.863163
1271,0.89,0.144108
1272,0.48,0.30603
1273,0.63,0.270503
1274,0.82,0.291546
1275,0.39,0.518829
1276,0.07,0.927907
1277,0.12,0.132739
1278,0.36,0.989857
1279,0.54,0.921977
1280,0.39,0.525744
1281,0.97,0.758409
1282,0.32,0.198011
1283,0.01,0.54034
1284,0.18,0.101181
1285,0.56,0.631986
1286,0.16,0.198964
1287,0.39,0.774868
1288,0.94,0.438316
1289,0.09,0.882345
1290,0.28,0.126319
1291,0.24,0.737484
1292,0.08,0.135003
1293,0.15,0.826647
1294,0.27,0.474073
1295,0.64,0.091805
1296,0.15,0.818567
1297,0.75,0.628832
1298,0.74,0.454594
1299,0.88,0.016356
1300,0.42,0.70196
1301,0.45,0.211659
1302,0.26,0.926577
1303,0.73,0.450023
1304,0.51,0.886418
1305,0.56,0.245398
1306,0.65,0.037094
1307,0.41,0.039399
1308,0.81,0.915621
1309,0.53,0.694506
1310,0.14,0.968218
1311,0.82,0.998039
1312,0.38,0.508356
1313,0.71,0.432214
1314,0.65,0.012158
1315,0.81,0.802486
1316,0.63,0.069521
1317,0.89,0.009839
1318,0.02,0.445155
1319,0.89,0.90015
1320,0.12,0.27974
1321,0.33,0.279178
1322,0.6,0.825119
1323,0.13,0.617377
1324,0.59,0.014992
1325,0.44,0.152685
1326,0.19,0.79881
1327,0.69,0.931578
1328,0.31,0.867067
1329,0.28,0.092198
1330,0.4,0.518864
1331,0.12,0.259481
1332,0.29,0.240474
1333,0.34,0.780674
1334,0.31,0.797145
1335,0.43,0.956122
1336,0.15,0.939461
1337,0.38,0.659932
1338,0.47,0.767747
1339,0.2,0.618554
1340,0.46,0.300602
1341,0.44,0.705729
1342,0.67,0.779686
1343,0.93,0.710639
1344,0.82,0.863295
1345,0.18,0.663408
1346,0.38,0.704272
1347,1,0.576895
1348,0.51,0.668569
1349,0.35,0.78749
1350,0.33,0.422727
1351,0.98,0.532219
1352,0.78,0.270859
1353,0.88,0.582875
1354,0.73,0.838346
1355,0.53,0.244984
1356,0.25,0.399037
1357,0.06,0.041572
1358,0.1,0.623347
1359,0.03,0.421024
1360,0.89,0.997531
1361,0.63,0.955285
1362,0.29,0.695457
1363,0.18,0.469497
1364,0.62,0.027737
1365,0.29,0.468776
1366,0.75,0.464243
1367,0.88,0.346287
1368,0.06,0.055411
1369,0.62,0.634188
1370,0.48,0.557444
1371,0.05,0.852496
1372,0.29,0.869513
1373,0.86,0.830567
1374,0.6,0.438266
1375,0.11,0.42528
1376,0.55,0.449584
1377,0.06,0.256838
1378,0.95,0.397798
1379,0.24,0.125735
1380,0.22,0.437647
1381,0.81,0.922797
1382,0.74,0.447708
1383,0.9,0.224947
1384,0.97,0.264826
1385,0.08,0.057307
1386,0.28,0.411194
1387,0.59,0.296083
1388,0.62,0.192198
1389,0.54,0.926764
1390,0.75,0.317709
1391,0.04,0.219498
1392,0.27,0.714123
1393,0.32,0.177653
1394,0.69,0.470193
1395,0.01,0.169823
1396,0.03,0.780631
1397,0.41,0.475317
1398,0.5,0.409902
1399,0.43,0.572652
1400,0.67,0.716235
1401,0.53,0.953219
1402,0.22,0.581611
1403,0.19,0.957281
1404,0.32,0.768901
1405,0.73,0.093519
1406,0.48,0.482902
1407,0.9,0.100218
1408,0.53,0.070115
1409,0.8,0.959991
1410,0.65,0.153474
1411,0.81,0.345664
1412,0.58,0.39417
1413,0.78,0.387038
1414,0.54,0.17701
1415,0.61,0.987663
1416,0.38,0.165384
1417,0.51,0.60374
1418,0.41,0.595555
1419,0.69,0.985308
1420,0.31,0.026124
1421,0.09,0.247034
1422,0.93,0.069549
1423,0.29,0.463173
1424,0.71,0.892965
1425,0.22,0.951286
1426,0.33,0.689939
1427,0.52,0.399687
1428,0.42,0.325409
1429,0.47,0.316106
1430,0.44,0.718418
1431,0.68,0.522623
1432,0.77,0.520926
1433,0.02,0.686474
1434,0.79,0.344277
1435,0.46,0.1291
1436,0.54,0.707944
1437,0.38,0.779796
1438,0.67,0.097747
1439,0.37,0.945552
1440,0.39,0.127677
1441,0.41,0.231227
1442,0.29,0.353506
1443,0.35,0.925503
1444,0.91,0.658091
1445,0.9,0.758861
1446,0.51,0.449108
1447,0.31,0.909254
1448,0.43,0.716162
1449,0.91,0.232189
1450,0.15,0.386479
1451,0.72,0.463141
1452,0.28,0.722391
1453,0.98,0.922857
1454,0.49,0.191256
1455,0.23,0.410196
1456,0.45,0.412451
1457,0.09,0.624261
1458,0.11,0.496506
1459,0.2,0.561935
1460,0.85,0.468602
1461,0.15,0.29145
1462,0.7,0.386364
1463,0.19,0.535217
1464,0.11,0.991104
1465,0.32,0.089492
1466,0.73,0.925372
1467,0.49,0.486323
1468,0.07,0.871217
1469,0.85,0.381536
1470,0.38,0.38211
1471,0.87,0.485727
1472,0.14,0.181271
1473,0.61,0.86228
1474,0.86,0.004468
1475,0.71,0.924903
1476,0.42,0.608425
1477,0.2,0.604194
1478,0.93,0.00344
1479,0.07,0.50601
1480,0.86,0.270362
1481,0.97,0.490816
1482,0.31,0.399805
1483,0.54,0.264973
1484,0.77,0.02464
1485,0.29,0.883299
1486,0.52,0.7651
1487,0.85,0.29077
1488,0.2,0.006968
1489,0.69,0.323256
1490,0.27,0.561813
1491,0.71,0.140832
1492,0.76,0.509748
1493,0.14,0.035258
1494,0.27,0.129516
1495,0.96,0.30656
1496,0.42,0.465361
1497,0.73,0.315556
1498,0.68,0.357401
1499,0.78,0.250428
1500,0.71,0.48505
1501,0.76,0.680574
1502,1,0.324664
1503,0.13,0.407077
1504,0.75,0.243544
1505,0.67,0.6163
1506,0.77,0.740095
1507,0.01,0.120227
1508,0.51,0.048111
1509,0.35,0.155801
1510,0.36,0.247951
1511,0.78,0.206418
1512,0.96,0.119952
1513,0.01,0.108697
1514,0.02,0.003725
1515,1,0.714607
1516,0.77,0.74813
1517,0.84,0.458117
1518,0.31,0.375994
1519,0.96,0.410872
1520,0.53,0.30236
1521,0.69,0.894811
1522,0.54,0.031908
1523,0.13,0.118368
1524,0.91,0.416885
1525,0.12,0.72805
1526,0.88,0.828288
1527,0.46,0.439961
1528,0.33,0.807172
1529,0.81,0.028683
1530,0.9,0.257455
1531,0.69,0.757307
1532,0.5,0.545865
1533,0.91,0.163189
1534,0.84,0.910106
1535,0.68,0.951001
1536,0.94,0.629455
1537,0.75,0.709128
1538,0.14,0.455787
1539,0.5,0.161908
1540,0.25,0.822844
1541,0.4,0.774089
1542,0.52,0.213749
1543,0.36,0.342767
1544,0.77,0.406615
1545,0.96,0.289671
1546,0.19,0.422597
1547,0.12,0.381508
1548,0.68,0.017295
1549,0.18,0.000931
1550,0.22,0.234057
1551,0.51,0.804749
1552,0.42,0.43756
1553,0.6,0.189863
1554,0.5,0.610607
1555,0.88,0.28807
1556,0.82,0.920408
1557,0.39,0.553055
1558,0.41,0.438065
1559,0.88,0.007874
1560,0.52,0.48619
1561,0.93,0.38568
1562,0.5,0.466694
1563,0.77,0.355769
1564,0.36,0.765663
1565,0.97,0.547607
1566,0.07,0.752326
1567,0.36,0.307678
1568,0.09,0.021413
1569,0.74,0.112722
1570,0.07,0.063365
1571,0.1,0.685453
1572,0.86,0.604788
1573,0.2,0.584112
1574,0.23,0.676229
1575,0.55,0.524324
1576,0.26,0.109511
1577,0.33,0.588233
1578,0.66,0.613481
1579,0.96,0.759015
1580,0.2,0.800357
1581,0.2,0.579225
1582,0.91,0.397944
1583,0.97,0.115586
1584,0.73,0.213623
1585,0.95,0.33024
1586,0.73,0.992322
1587,0.64,0.028655
1588,0.34,0.468693
1589,0.04,0.222304
1590,0.12,0.227595
1591,0.77,0.050229
1592,0.73,0.361124
1593,0.3,0.868054
1594,0,0.697354
1595,0.22,0.011501
1596,0.68,0.518626
1597,0.61,0.537286
1598,0.31,0.572123
1599,0.71,0.17288
1600,0.94,0.448191
1601,0.43,0.782552
1602,0.04,0.664588
1603,0.04,0.511543
1604,0.83,0.627723
1605,0.94,0.258176
1606,0.8,0.802127
1607,0.23,0.50962
1608,0.97,0.866059
1609,0.59,0.666871
1610,0.91,0.497933
1611,0.16,0.349792
1612,0.04,0.424208
1613,0.23,0.265696
1614,0.6,0.660056
1615,0.62,0.397334
1616,0.26,0.833458
1617,0.48,0.541342
1618,0.07,0.186173
1619,0.15,0.820849
1620,0.96,0.843827
1621,0.37,0.986459
1622,0.17,0.426049
1623,0.94,0.645085
1624,1,0.493762
1625,0.12,0.017951
1626,0.04,0.264088
1627,0.78,0.264805
1628,0.6,0.297707
1629,0.7,0.759193
1630,0.19,0.838834
1631,0.72,0.650401
1632,0.72,0.268666
1633,0.54,0.970032
1634,0.9,0.915158
1635,0.54,0.74634
1636,0.33,0.712508
1637,0.94,0.708484
1638,0.17,0.212109
1639,0.62,0.111817
1640,0.94,0.833063
1641,0.1,0.7304
1642,0.02,0.861829
1643,0.35,0.205669
1644,0.6,0.627057
1645,0.64,0.788292
1646,0.13,0.633142
1647,0.79,0.208155
1648,0.39,0.744118
1649,0.84,0.101852
1650,0.74,0.154529
1651,0.73,0.595871
1652,0.94,0.839504
1653,0.46,0.416921
1654,0.08,0.707433
1655,0.43,0.225745
1656,0.45,0.330834
1657,0.47,0.919781
1658,0.54,0.830252
1659,0.77,0.130848
1660,0.9,0.320875
1661,0.44,0.447098
1662,0.29,0.777386
1663,0.22,0.803148
1664,0.09,0.071737
1665,0.97,0.411651
1666,0.5,0.225476
1667,0.82,0.357138
1668,0.99,0.369223
1669,0.02,0.242027
1670,0.58,0.790136
1671,0.14,0.260106
1672,0.74,0.312675
1673,0.7,0.865762
1674,0.18,0.538787
1675,0.68,0.679134
1676,0.75,0.466977
1677,0.31,0.521026
1678,0.53,0.28237
1679,0.06,0.727317
1680,0.1,0.406999
1681,0.81,0.019884
1682,0.41,0.604632
1683,0.28,0.366542
1684,0.87,0.000762
1685,0.91,0.583809
1686,0.89,0.404854
1687,0.57,0.014651
1688,0.61,0.327969
1689,0.19,0.31617
1690,0.46,0.520965
1691,0.16,0.680933
1692,0.39,0.586187
1693,0.03,0.306717
1694,0.53,0.121584
1695,0.5,0.54116
1696,0.63,0.515227
1697,0.22,0.429706
1698,0.65,0.626793
1699,0.14,0.468203
1700,0.52,0.310044
1701,0.53,0.248527
1702,0.8,0.331397
1703,0.97,0.650904
1704,0.54,0.328463
1705,0.18,0.176902
1706,0.16,0.91387
1707,0.34,0.970821
1708,0.45,0.501685
1709,0.25,0.295933
1710,0.32,0.070916
1711,0.46,0.293019
1712,0.7,0.411773
1713,0.65,0.087409
1714,0.21,0.156677
1715,0.24,0.167521
1716,0.23,0.692176
1717,0.3,0.479609
1718,0.07,0.094541
1719,0.07,0.87419
1720,0.33,0.99112
1721,0.9,0.697498
1722,0.97,0.486008
1723,0.95,0.020736
1724,0.03,0.672041
1725,0.95,0.410697
1726,0.36,0.144234
1727,0.07,0.763571
1728,0.03,0.151152
1729,0.39,0.033675
1730,0.7,0.893237
1731,0.72,0.12912
1732,0.55,0.31146
1733,0.51,0.201617
1734,0.63,0.672092
1735,0.1,0.680263
1736,0.26,0.165945
1737,0.25,0.453078
1738,0.62,0.90303
1739,0.48,0.630018
1740,0.41,0.407168
1741,0.04,0.875579
1742,0.61,0.411262
1743,0.77,0.120252
1744,0.67,0.30604
1745,0.67,0.186668
1746,0.6,0.150959
1747,0.53,0.653294
1748,0.07,0.771158
1749,0.04,0.170042
1750,0.19,0.261597
1751,0.52,0.163641
1752,0.77,0.454362
1753,0.55,0.847122
1754,0.12,0.500617
1755,0.6,0.755388
1756,0.87,0.681154
1757,0.88,0.271474
1758,0.88,0.081607
1759,0.01,0.152712
1760,0.14,0.00283
1761,0.32,0.319715
1762,0.07,0.004072
1763,0.75,0.513326
1764,0.42,0.293688
1765,0.02,0.699989
1766,0.92,0.206308
1767,0.82,0.319847
1768,0.2,0.058824
1769,0.98,0.488779
1770,0.29,0.707552
1771,0.28,0.935174
1772,0.83,0.339738
1773,0.81,0.84469
1774,0.64,0.56127
1775,0.29,0.035293
1776,0.32,0.525218
1777,0.19,0.801447
1778,0.18,0.869154
1779,0.83,0.190811
1780,0.41,0.574257
1781,0.1,0.205177
1782,0.05,0.542032
1783,0.68,0.684459
1784,0.51,0.627705
1785,0.79,0.970222
1786,0.55,0.831371
1787,0.38,0.77311
1788,0.59,0.672876
1789,0.13,0.099306
1790,0.03,0.729547
1791,0.77,0.878017
1792,0.13,0.351664
1793,0.72,0.305342
1794,0.7,0.119858
1795,0.2,0.882922
1796,0.39,0.313038
1797,0.82,0.413903
1798,0.87,0.258556
1799,0.89,0.055955
1800,0.11,0.209904
1801,0.54,0.41441
1802,0.11,0.086589
1803,0.15,0.878937
1804,0.9,0.083885
1805,0.71,0.984626
1806,0.5,0.650336
1807,0.65,0.922083
1808,0.86,0.685353
1809,0.54,0.555944
1810,0.92,0.644092
1811,0.63,0.005005
1812,0.32,0.388689
1813,0,0.127285
1814,0.16,0.330871
1815,0.43,0.178973
1816,0.17,0.730501
1817,0.14,0.722376
1818,0.94,0.602302
1819,0.32,0.871041
1820,0.47,0.718804
1821,0.82,0.44941
1822,0.54,0.927536
1823,0.52,0.055769
1824,0.4,0.657623
1825,0.98,0.039761
1826,0.77,0.623701
1827,0.92,0.766821
1828,0.47,0.81749
1829,0.28,0.004649
1830,0.3,0.259044
1831,0.63,0.841559
1832,0.19,0.221348
1833,0.95,0.564795
1834,0.65,0.690278
1835,0.54,0.242776
1836,0.89,0.865037
1837,0.82,0.3008
1838,0.35,0.692162
1839,0.55,0.949154
1840,0.13,0.73263
1841,0.17,0.968004
1842,0.98,0.506995
1843,0.37,0.973634
1844,0.94,0.348537
1845,0.29,0.546845
1846,0.82,0.012319
1847,0.31,0.702316
1848,0.03,0.772155
1849,0.1,0.624891
1850,0.09,0.82539
1851,0.79,0.928454
1852,0.18,0.084149
1853,0.37,0.078193
1854,0.12,0.899569
1855,0.51,0.800488
1856,0.37,0.767996
1857,0.17,0.916131
1858,0.31,0.116268
1859,0.57,0.334299
1860,0.59,0.511014
1861,0.11,0.316919
1862,0.84,0.834004
1863,0.69,0.949231
1864,0.23,0.818589
1865,0.43,0.526698
1866,0.03,0.969939
1867,0.94,0.130879
1868,0.07,0.533487
1869,0.21,0.754814
1870,0.97,0.088205
1871,0.86,0.832038
1872,0.87,0.918748
1873,0.48,0.484255
1874,0.26,0.21381
1875,0.88,0.76889
1876,0.45,0.517642
1877,0.86,0.825339
1878,0.95,0.55097
1879,0.98,0.39532
1880,0.38,0.631343
1881,0.15,0.45833
1882,0.81,0.348864
1883,0.19,0.687504
1884,0.24,0.174624
1885,0.95,0.708747
1886,0.47,0.073809
1887,0.76,0.444499
1888,0.1,0.537423
1889,0.51,0.709745
1890,0.64,0.091275
1891,0.88,0.338375
1892,0.64,0.563834
1893,0.1,0.386831
1894,0.55,0.120653
1895,0.09,0.977638
1896,0.13,0.053301
1897,0.58,0.575202
1898,0.14,0.088543
1899,0.65,0.318453
1900,0.5,0.688139
1901,0.44,0.298194
1902,0.23,0.577409
1903,0.21,0.308792
1904,0.59,0.776516
1905,0.46,0.514382
1906,0.79,0.952153
1907,0.94,0.856512
1908,0.13,0.910694
1909,0.23,0.948995
1910,0.64,0.948557
1911,0.42,0.755858
1912,0.88,0.019828
1913,0.83,0.636687
1914,0.74,0.999672
1915,0.21,0.037714
1916,0.45,0.812671
1917,0.65,0.467907
1918,0.53,0.806949
1919,0.8,0.406516
1920,0.82,0.78719
1921,0.87,0.103384
1922,0.66,0.247075
1923,0.03,0.966147
1924,1,0.383777
1925,0.14,0.692552
1926,0.48,0.584363
1927,0,0.646988
1928,0.45,0.749926
1929,0.75,0.366459
1930,0.34,0.885608
1931,0.08,0.099888
1932,0.45,0.867954
1933,0.1,0.339799
1934,0.17,0.908859
1935,0.65,0.361954
1936,0.86,0.49133
1937,0.64,0.620556
1938,0.98,0.237595
1939,0.88,0.856452
1940,0.49,0.202994
1941,0.59,0.042277
1942,0.87,0.822005
1943,0.57,0.948026
1944,0.8,0.052967
1945,0.74,0.462261
1946,0.3,0.933619
1947,0.46,0.857797
1948,0.2,0.889654
1949,0.3,0.951372
1950,0.06,0.729615
1951,0.02,0.775441
1952,0.06,0.812554
1953,0.56,0.193974
1954,0.94,0.450077
1955,0.18,0.387921
1956,0.35,0.177808
1957,0.21,0.254357
1958,0.96,0.406028
1959,0.71,0.272582
1960,0.28,0.223819
1961,0.19,0.03305
1962,0.46,0.085363
1963,0.17,0.987102
1964,0.97,0.811249
1965,0.84,0.247146
1966,0.08,0.238379
1967,0.28,0.542056
1968,0.08,0.167729
1969,0.44,0.630679
1970,0.19,0.3247
1971,0.55,0.408254
1972,0.98,0.257256
1973,0.35,0.293751
1974,0.41,0.771229
1975,0,0.472158
1976,0.38,0.113006
1977,0.92,0.829582
1978,0.59,0.189721
1979,0.83,0.100114
1980,0.06,0.45366
1981,0.67,0.526304
1982,0.99,0.789176
1983,0.73,0.638007
1984,0.3,0.077945
1985,0.17,0.663081
1986,0.67,0.755037
1987,0.63,0.851846
1988,0.1,0.241189
1989,0.07,0.577425
1990,0.89,0.915434
1991,0.99,0.667477
1992,0.62,0.272476
1993,0.8,0.733675
1994,0.16,0.489516
1995,0.13,0.265839
1996,0.7,0.739719
1997,0.11,0.427767
1998,0.52,0.381232
1999,0.54,0.718921
2000,0.24,0.111462
2001,0.6,0.497984
2002,0.79,0.133114
2003,0.9,0.669248
2004,1,0.078885
2005,0.11,0.286785
2006,0.37,0.221704
2007,0.64,0.535662
2008,0.23,0.359027
2009,0.7,0.091995
2010,0.42,0.568022
2011,0.69,0.822463
2012,0.56,0.323397
2013,0.38,0.000101
2014,0.7,0.727021
2015,0.28,0.558567
2016,1,0.895236
2017,0.81,0.850354
2018,0.54,0.623468
2019,0.51,0.971893
2020,0.81,0.970599
2021,0.05,0.701433
2022,0.02,0.31362
2023,0.25,0.063317
2024,0.68,0.409283
2025,0.2,0.837585
2026,0.49,0.727087
2027,0.77,0.522116
2028,0.78,0.915163
2029,0.27,0.220558
2030,0.27,0.337342
2031,0.7,0.980615
2032,0.01,0.814805
2033,0.31,0.626426
2034,0.45,0.033872
2035,0.67,0.572871
2036,0.15,0.715788
2037,0.11,0.897769
2038,0.62,0.627079
2039,0.17,0.145351
2040,0.6,0.418682
2041,0.13,0.460379
2042,0.53,0.317863
2043,0.2,0.817822
2044,0.64,0.258457
2045,0.78,0.942443
2046,0.72,0.621517
2047,0.85,0.038946
2048,0.69,0.468651
2049,0.56,0.582196
2050,0.31,0.939578
2051,0.62,0.356849
2052,0.15,0.286876
2053,0.19,0.333036
2054,0.6,0.100749
2055,0.87,0.729944
2056,0.61,0.599558
2057,0.58,0.953351
2058,0.84,0.910845
2059,0.63,0.875851
2060,0.31,0.568117
2061,0.17,0.714738
2062,0.23,0.309173
2063,0.47,0.104677
2064,0.01,0.404011
2065,0.37,0.765447
2066,0.28,0.851152
2067,0.36,0.749575
2068,0.34,0.916957
2069,0.36,0.440073
2070,0.31,0.966303
2071,0.01,0.710529
2072,0.68,0.821595
2073,0.42,0.569035
2074,0.33,0.733921
2075,1,0.442504
2076,0.99,0.929461
2077,0.74,0.530633
2078,0.51,0.438086
2079,0.5,0.883734
2080,0.13,0.226655
2081,0.78,0.942927
2082,0.26,0.060334
2083,0.31,0.835309
2084,0.05,0.86427
2085,0.59,0.255589
2086,0.07,0.374061
2087,0.36,0.580789
2088,0.7,0.625853
2089,0.44,0.496715
2090,0.88,0.876408
2091,0.49,0.133648
2092,0.12,0.815428
2093,0.97,0.930881
2094,0.86,0.441951
2095,0.42,0.27691
2096,0.85,0.95113
2097,0.73,0.505836
2098,0.24,0.095453
2099,0.13,0.199109
2100,0.97,0.74086
2101,0.3,0.063825
2102,0.84,0.936299
2103,0.79,0.17759
2104,0.59,0.531422
2105,0.51,0.042504
2106,0.91,0.906303
2107,0.34,0.112311
2108,0.49,0.745926
2109,0.75,0.452626
2110,0.08,0.587871
2111,0.58,0.717988
2112,0.04,0.859047
2113,0.61,0.389614
2114,0.47,0.077067
2115,0.4,0.41867
2116,0.12,0.477595
2117,0.6,0.294492
2118,0.6,0.473012
2119,0.42,0.779166
2120,0.85,0.968719
2121,0.15,0.364268
2122,0.04,0.283463
2123,0.15,0.118464
2124,0.95,0.997468
2125,0.4,0.554102
2126,0.24,0.477985
2127,0.65,0.901468
2128,0.44,0.778608
2129,0.88,0.24962
2130,0.73,0.411798
2131,0.53,0.32082
2132,0.28,0.625095
2133,0.13,0.914079
2134,0.39,0.616374
2135,0.31,0.729726
2136,0.14,0.542168
2137,0.59,0.958727
2138,0.44,0.132047
2139,0.86,0.208508
2140,0.29,0.136991
2141,0.81,0.705356
2142,0.15,0.687729
2143,0.64,0.822509
2144,0.2,0.713829
2145,0.43,0.767982
2146,0.91,0.910357
2147,0.75,0.358142
2148,0.12,0.301735
2149,0.84,0.63135
2150,0.76,0.011989
2151,0.3,0.552756
2152,0.15,0.662407
2153,0.15,0.514763
2154,0.02,0.131997
2155,0.92,0.909363
2156,0.52,0.433949
2157,0.32,0.687196
2158,0.46,0.968308
2159,0.89,0.832021
2160,0.72,0.483282
2161,0.97,0.799895
2162,0.51,0.742576
2163,0.23,0.89881
2164,0.3,0.370334
2165,0.22,0.884457
2166,0.59,0.859261
2167,0.37,0.547205
2168,0.92,0.096801
2169,0.22,0.961748
2170,0.06,0.199909
2171,0.55,0.773675
2172,0.53,0.913738
2173,0.59,0.764241
2174,0.12,0.83968
2175,0.31,0.907364
2176,0.97,0.085905
2177,0.18,0.414708
2178,0.02,0.558659
2179,0.43,0.292654
2180,0.13,0.260699
2181,0.95,0.583216
2182,0.4,0.906879
2183,0.87,0.702924
2184,0.27,0.164321
2185,0.85,0.75142
2186,0.75,0.352892
2187,0.73,0.590563
2188,0.53,0.488975
2189,0.06,0.315164
2190,0.75,0.918181
2191,0.95,0.966733
2192,0.9,0.657179
2193,0.6,0.517653
2194,0.33,0.488863
2195,0.91,0.724298
2196,0.92,0.216546
2197,0.55,0.76411
2198,0.63,0.163115
2199,0.24,0.055553
2200,0.5,0.872492
2201,0.27,0.525116
2202,0.82,0.321106
2203,0.58,0.980516
2204,0.47,0.596867
2205,0.44,0.025868
2206,0.28,0.801682
2207,0.61,0.37552
2208,0.14,0.430908
2209,0.64,0.492516
2210,0.3,0.956686
2211,0.25,0.758337
2212,0.49,0.665401
2213,0.76,0.47784
2214,0.61,0.473704
2215,0.33,0.765248
2216,0.29,0.775264
2217,0.36,0.693063
2218,0.58,0.829917
2219,0.04,0.213518
2220,0.2,0.026862
2221,0.98,0.641621
2222,0.53,0.611838
2223,0.8,0.991127
2224,0.46,0.967275
2225,0.41,0.175384
2226,0.19,0.425103
2227,0.39,0.67905
2228,0.35,0.838276
2229,0.14,0.586231
2230,0.33,0.612423
2231,0.84,0.277657
2232,0.31,0.397815
2233,0.97,0.139026
2234,0.33,0.840416
2235,0.18,0.33178
2236,0.24,0.16152
2237,0.37,0.000108
2238,0.99,0.038743
2239,0.12,0.2842
2240,0.3,0.990322
2241,0.71,0.379614
2242,0.61,0.327552
2243,0.45,0.951742
2244,0.5,0.684452
2245,0.9,0.528294
2246,0.32,0.45359
2247,0.45,0.721199
2248,0.59,0.365089
2249,0.61,0.482257
2250,0.49,0.31733
2251,0.43,0.803778
2252,0.13,0.828446
2253,0.57,0.788396
2254,0.54,0.586812
2255,0.5,0.605297
2256,0.65,0.765381
2257,0.9,0.563429
2258,0.27,0.378433
2259,0.8,0.59141
2260,0.2,0.883973
2261,0.04,0.733799
2262,0.33,0.875933
2263,0.96,0.901844
2264,0.8,0.315514
2265,0.48,0.407713
2266,0.55,0.197343
2267,0.44,0.267105
2268,0.3,0.366829
2269,0.34,0.138381
2270,0.48,0.363359
2271,0.65,0.31303
2272,0.48,0.344951
2273,0.19,0.526849
2274,0.75,0.248393
2275,0.67,0.935365
2276,0.67,0.792674
2277,0.06,0.279723
2278,0.6,0.877856
2279,0.3,0.544486
2280,0.02,0.103665
2281,0.19,0.681164
2282,0.61,0.146272
2283,0.8,0.615092
2284,0.4,0.990575
2285,0.73,0.107605
2286,0.3,0.486024
2287,0.55,0.311314
2288,0.1,0.297328
2289,0.87,0.801394
2290,0.47,0.517706
2291,0.6,0.14715
2292,0.27,0.252387
2293,0.89,0.813984
2294,0.76,0.304426
2295,0.98,0.694409
2296,0.82,0.407934
2297,0.88,0.417357
2298,0.53,0.923604
2299,0.46,0.041818
2300,0.38,0.232137
2301,0.99,0.398125
2302,0.54,0.895403
2303,0.46,0.952489
2304,0.28,0.898786
2305,0.32,0.160453
2306,0.46,0.761563
2307,0.13,0.88566
2308,0.29,0.489328
2309,0.09,0.902903
2310,0.36,0.609912
2311,0.62,0.013469
2312,0.41,0.663249
2313,0.92,0.323782
2314,0.99,0.02453
2315,0.95,0.440709
2316,0.61,0.22833
2317,0.7,0.533914
2318,0.53,0.195294
2319,0.4,0.580164
2320,0.93,0.470858
2321,0.05,0.81234
2322,0.09,0.633644
2323,0.59,0.692237
2324,0,0.067705
2325,0.61,0.616347
2326,0.53,0.442269
2327,0.74,0.131003
2328,0.52,0.060273
2329,0.31,0.697612
2330,0.83,0.885708
2331,0.96,0.104137
2332,0.1,0.997774
2333,0.41,0.655957
2334,0.34,0.634196
2335,0.35,0.340232
2336,0.89,0.342106
2337,0.6,0.183722
2338,0.36,0.921445
2339,0.28,0.684119
2340,0.78,0.755745
2341,0.41,0.370175
2342,0.07,0.030804
2343,0.39,0.008536
2344,0.43,0.899239
2345,0.23,0.066591
2346,0.66,0.603147
2347,0.71,0.2411
2348,0.89,0.7705
2349,0.97,0.619841
2350,0.62,0.138355
2351,0.61,0.763295
2352,0.56,0.972787
2353,0.73,0.197231
2354,0.05,0.293146
2355,0.96,0.326084
2356,0.93,0.583735
2357,0.1,0.874726
2358,0.46,0.148641
2359,0.28,0.684951
2360,0.01,0.2296
2361,0.65,0.113758
2362,0.11,0.515135
2363,0.33,0.458806
2364,0.22,0.137381
2365,0.55,0.135726
2366,0.65,0.516289
2367,0.84,0.012376
2368,0.61,0.450745
2369,0.51,0.429767
2370,0.01,0.198787
2371,0.35,0.352031
2372,0.83,0.248502
2373,0.72,0.488223
2374,0.41,0.797555
2375,0.53,0.327766
2376,0.51,0.110907
2377,0.59,0.854734
2378,0.36,0.96882
2379,0.19,0.297909
2380,0.29,0.334855
2381,0.27,0.937475
2382,0.09,0.542547
2383,0.98,0.456455
2384,0.58,0.311302
2385,0.61,0.578718
2386,0.02,0.30329
2387,0.26,0.546291
2388,0.72,0.201989
2389,0.91,0.065795
2390,0.43,0.625417
2391,0.79,0.850138
2392,0.79,0.661393
2393,0.85,0.672059
2394,0.53,0.742771
2395,0.95,0.603253
2396,0.17,0.6677
2397,0.07,0.969239
2398,0.37,0.721396
2399,0.27,0.517075
2400,0.26,0.53628
2401,0.76,0.572335
2402,0.42,0.974627
2403,0.11,0.149276
2404,0.97,0.248639
2405,0.95,0.216009
2406,0.65,0.293286
2407,0.19,0.030743
2408,0.92,0.680732
2409,0.11,0.401176
2410,0.75,0.915683
2411,0.37,0.441519
2412,0.66,0.942011
2413,0.64,0.459738
2414,0.1,0.276574
2415,0.37,0.419838
2416,0.24,0.002289
2417,0.51,0.643749
