hour,RESV
1874,0.614045
1875,0.845171
1876,0.419356
1877,0.325078
1878,0.747591
1879,0.303152
1880,0.97126
1881,0.543646
1882,0.701053
1883,0.326577
1884,0.114464
1885,0.801349
1886,0.705694
1887,0.430076
1888,0.667622
1889,0.93379
1890,0.455425
1891,0.915501
1892,0.266582
1893,0.597452
1894,0.823952
1895,0.394836
1896,0.732486
1897,0.175452
1898,0.268617
1899,0.401402
1900,0.566491
1901,0.82564
1902,0.898448
1903,0.987698
1904,0.44689
1905,0.896575
1906,0.932187
1907,0.963598
1908,0.043336
1909,0.568193
1910,0.487098
1911,0.289591
1912,0.517287
1913,0.78967
1914,0.23371
1915,0.54553
1916,0.343554
1917,0.083861
1918,0.702529
1919,0.73708
1920,0.723956
1921,0.58963
1922,0.548776
1923,0.44148
1924,0.911673
1925,0.275329
1926,0.74027
1927,0.176778
1928,0.901545
1929,0.710094
1930,0.511651
1931,0.054262
1932,0.104538
1933,0.216205
1934,0.640859
1935,0.293413
1936,0.927994
1937,0.606744
1938,0.713844
1939,0.99653
1940,0.075997
1941,0.990165
1942,0.957686
1943,0.81347
1944,0.368656
1945,0.758144
1946,0.633132
1947,0.989771
1948,0.986193
1949,0.764878
1950,0.346168
1951,0.84743
1952,0.877747
1953,0.711503
1954,0.679159
1955,0.798772
1956,0.160154
1957,0.590268
1958,0.22844
1959,0.427052
1960,0.874972
1961,0.355351
1962,0.784059
1963,0.324449
1964,0.370652
1965,0.235877
1966,0.809728
1967,0.21564
1968,0.329793
1969,0.418791
1970,0.84692
1971,0.353846
1972,0.348388
1973,0.043125
1974,0.360777
1975,0.766114
1976,0.790246
1977,0.96252
1978,0.353404
1979,0.271618
1980,0.930296
1981,0.217899
1982,0.252466
1983,0.91458
1984,0.297703
1985,0.656603
1986,0.463671
1987,0.9091
1988,0.358271
1989,0.867609
1990,0.513021
1991,0.557461
1992,0.924283
1993,0.386296
1994,0.317435
1995,0.589931
1996,0.263324
1997,0.243275
1998,0.821659
1999,0.119654
2000,0.27538
2001,0.224037
2002,0.869319
2003,0.10412
2004,0.374605
2005,0.798996
2006,0.215525
2007,0.979531
2008,0.98029
2009,0.312672
2010,0.077777
2011,0.936017
2012,0.545964
2013,0.769013
2014,0.616703
2015,0.708899
2016,0.472246
2017,0.71803
2018,0.517892
2019,0.160152
2020,0.027926
2021,0.035901
2022,0.731847
2023,0.979752
2024,0.267499
2025,0.038727
2026,0.340974
2027,0.753177
2028,0.276617
2029,0.771666
2030,0.645008
2031,0.40177
2032,0.581731
2033,0.026305
2034,0.657924
2035,0.210467
2036,0.401269
2037,0.931189
2038,0.452976
2039,0.622531
2040,0.743386
2041,0.04307
2042,0.911777
2043,0.574198
2044,0.951039
2045,0.042468
2046,0.028951
2047,0.50197
2048,0.446494
2049,0.398995
2050,0.378167
2051,0.918678
2052,0.702898
2053,0.927259
2054,0.009715
2055,0.008548
2056,0.08717
2057,0.498125
2058,0.693559
2059,0.654134
2060,0.759797
2061,0.194247
2062,0.511319
2063,0.535376
2064,0.26829
2065,0.303701
2066,0.253804
2067,0.985501
2068,0.183295
2069,0.676671
2070,0.777092
2071,0.115645
2072,0.431211
2073,0.979999
2074,0.478918
2075,0.419435
2076,0.752024
2077,0.884802
2078,0.434639
2079,0.432757
2080,0.093083
2081,0.612318
2082,0.509972
2083,0.784705
2084,0.338593
2085,0.820989
2086,0.796043
2087,0.902006
2088,0.732213
2089,0.688643
2090,0.27906
2091,0.616449
2092,0.334539
2093,0.122877
2094,0.214484
2095,0.786319
2096,0.022961
2097,0.749481
2098,0.818235
2099,0.447329
2100,0.707876
2101,0.990604
2102,0.573548
2103,0.114504
2104,0.688941
2105,0.929472
2106,0.072054
2107,0.156903
2108,0.978058
2109,0.811881
2110,0.650628
2111,0.129858
2112,0.219937
2113,0.91411
2114,0.48599
2115,0.832835
2116,0.576129
2117,0.001539
2118,0.730422
2119,0.562725
2120,0.481932
2121,0.618577
2122,0.72306
2123,0.413972
2124,0.301099
2125,0.729729
2126,0.568897
2127,0.316023
2128,0.299605
2129,0.644636
2130,0.399911
2131,0.925478
2132,0.820332
2133,0.802582
2134,0.055252
2135,0.293149
2136,0.623307
2137,0.453001
2138,0.052719
2139,0.303314
2140,0.948256
2141,0.31922
2142,0.106215
2143,0.446584
2144,0.766093
2145,0.603075
2146,0.411291
2147,0.901808
2148,0.514764
2149,0.520429
2150,0.553129
2151,0.151316
2152,0.584301
2153,0.014801
2154,0.887912
2155,0.727287
2156,0.186579
2157,0.617972
2158,0.79369
2159,0.29516
2160,0.6292
2161,0.371131
2162,0.775895
2163,0.345224
2164,0.158371
2165,0.378377
2166,0.773096
2167,0.110914
2168,0.619965
2169,0.453667
2170,0.116448
2171,0.271918
2172,0.351986
2173,0.140955
2174,0.134911
2175,0.805386
2176,0.923135
2177,0.588932
2178,0.971326
2179,0.164258
2180,0.55849
2181,0.020534
2182,0.92079
2183,0.950063
2184,0.604515
2185,0.263581
2186,0.614971
2187,0.035862
2188,0.424475
2189,0.678113
2190,0.619853
2191,0.581704
2192,0.499828
2193,0.081701
2194,0.205174
2195,0.632043
2196,0.588696
2197,0.020589
2198,0.38147
2199,0.271744
2200,0.832095
2201,0.910146
2202,0.670977
2203,0.861337
2204,0.035989
2205,0.172127
2206,0.109719
2207,0.923068
2208,0.447128
2209,0.931027
2210,0.244817
2211,0.00855
2212,0.698067
2213,0.510118
2214,0.368314
2215,0.558718
2216,0.034197
2217,0.022098
2218,0.698433
2219,0.670083
2220,0.408656
2221,0.525115
2222,0.407823
2223,0.49789
2224,0.700517
2225,0.318952
2226,0.731943
2227,0.771985
2228,0.151301
2229,0.275099
2230,0.041661
2231,0.758577
2232,0.338909
2233,0.534259
2234,0.991821
2235,0.051086
2236,0.444363
2237,0.01041
2238,0.201735
2239,0.603576
2240,0.397525
2241,0.681961
2242,0.810564
2243,0.125942
2244,0.961172
2245,0.847896
2246,0.985959
2247,0.911096
2248,0.569312
2249,0.811589
2250,0.190209
2251,0.368622
2252,0.256065
2253,0.96977
2254,0.866726
2255,0.621194
2256,0.248748
2257,0.850375
2258,0.173885
2259,0.715174
2260,0.095467
2261,0.896949
2262,0.839833
2263,0.667323
2264,0.436606
2265,0.870428
2266,0.587783
2267,0.434842
2268,0.994985
2269,0.8609
2270,0.819773
2271,0.989001
2272,0.688796
2273,0.756039
2274,0.148101
2275,0.415912
2276,0.791615
2277,0.324432
2278,0.502603
2279,0.943852
2280,0.313474
2281,0.598872
2282,0.122473
2283,0.553925
2284,0.4769
2285,0.261244
2286,0.716117
2287,0.382668
2288,0.587627
2289,0.29153
2290,0.364269
2291,0.969202
2292,0.951364
2293,0.903656
2294,0.723226
2295,0.117273
2296,0.311503
2297,0.125091
2298,0.538043
2299,0.946237
2300,0.928964
2301,0.284786
2302,0.135993
2303,0.166923
2304,0.792234
2305,0.916143
2306,0.77419
2307,0.908249
2308,0.855298
2309,0.402733
2310,0.529451
2311,0.263056
2312,0.122372
2313,0.062377
2314,0.961079
2315,0.796153
2316,0.344209
2317,0.297434
2318,0.867247
2319,0.966595
2320,0.829013
2321,0.558439
2322,0.590841
2323,0.448404
2324,0.641227
2325,0.764708
2326,0.110587
2327,0.67195
2328,0.648889
2329,0.276648
2330,0.509944
2331,0.857312
2332,0.603362
2333,0.406636
2334,0.852627
2335,0.07952
2336,0.535843
2337,0.610689
2338,0.463762
2339,0.866813
2340,0.910573
2341,0.332067
2342,0.690639
2343,0.395531
2344,0.968888
2345,0.384247
2346,0.093469
2347,0.335214
2348,0.810932
2349,0.10322
2350,0.369177
2351,0.907039
2352,0.717416
2353,0.858944
2354,0.875332
2355,0.631844
2356,0.140269
2357,0.553882
2358,0.782231
2359,0.653247
2360,0.317574
2361,0.550128
2362,0.321165
2363,0.616835
2364,0.589054
2365,0.456079
2366,0.234805
2367,0.136883
2368,0.744172
2369,0.393641
2370,0.367422
2371,0.417944
2372,0.364971
2373,0.141032
2374,0.622147
2375,0.410353
2376,0.613317
2377,0.320264
2378,0.391764
2379,0.083531
2380,0.358288
2381,0.36558
2382,0.834371
2383,0.446874
2384,0.824067
2385,0.40461
2386,0.608817
2387,0.591379
2388,0.071388
2389,0.538638
2390,0.69983
2391,0.41018
2392,0.318974
2393,0.007108
2394,0.841996
2395,0.866868
2396,0.606838
2397,0.820008
2398,0.629473
2399,0.903092
2400,0.199244
2401,0.355832
2402,0.571737
2403,0.355518
2404,0.728457
2405,0.679545
2406,0.47165
2407,0.531507
2408,0.415487
2409,0.413722
2410,0.72889
2411,0.762836
2412,0.804524
2413,0.305249
2414,0.684356
2415,0.202511
2416,0.158585
2417,0.101098
2418,0.490953
2419,0.933388
2420,0.651714
2421,0.141719
2422,0.801567
2423,0.507224
2424,0.258549
2425,0.655209
2426,0.480826
2427,0.186569
2428,0.190731
2429,0.001971
2430,0.733669
2431,0.001449
2432,0.173283
2433,0.586971
2434,0.852459
2435,0.858904
2436,0.053106
2437,0.168821
2438,0.134596
2439,0.751046
2440,0.273769
2441,0.130488
2442,0.525187
2443,0.270864
2444,0.970114
2445,0.579187
2446,0.131752
2447,0.329844
2448,0.915411
2449,0.240228
2450,0.450981
2451,0.674872
2452,0.985383
2453,0.924865
2454,0.99863
2455,0.776005
2456,0.35191
2457,0.587875
2458,0.294913
2459,0.499054
2460,0.750072
2461,0.50384
2462,0.329976
2463,0.702285
2464,0.124288
2465,0.149949
2466,0.696861
2467,0.535465
2468,0.979236
2469,0.698102
2470,0.083738
2471,0.728764
2472,0.669423
2473,0.738484
2474,0.177206
2475,0.848748
2476,0.697428
2477,0.695443
2478,0.010095
2479,0.259845
2480,0.600575
2481,0.476629
2482,0.058135
2483,0.110111
2484,0.039946
2485,0.398037
2486,0.977886
2487,0.133024
2488,0.351913
2489,0.00213
2490,0.459686
2491,0.246162
2492,0.785387
2493,0.64842
2494,0.528809
2495,0.473056
2496,0.153738
2497,0.494229
2498,0.721431
2499,0.962539
2500,0.146293
2501,0.63815
2502,0.075366
2503,0.209988
2504,0.689689
2505,0.002917
2506,0.191787
2507,0.015556
2508,0.613873
2509,0.891894
2510,0.113661
2511,0.993949
2512,0.564351
2513,0.036487
2514,0.992258
2515,0.012747
2516,0.186556
2517,0.902355
2518,0.82694
2519,0.002587
2520,0.874497
2521,0.470652
2522,0.934777
2523,0.589592
2524,0.041822
2525,0.151764
2526,0.592852
2527,0.851566
2528,0.079145
2529,0.071437
2530,0.676878
2531,0.159882
2532,0.663264
2533,0.726811
2534,0.955833
2535,0.350576
2536,0.469663
2537,0.102089
2538,0.670499
2539,0.33479
2540,0.968719
2541,0.017288
2542,0.484369
2543,0.355428
2544,0.983087
2545,0.063355
2546,0.203093
2547,0.233215
2548,0.050116
2549,0.733116
2550,0.803729
2551,0.330779
2552,0.590558
2553,0.339032
2554,0.107537
2555,0.946581
2556,0.878934
2557,0.7856
2558,0.581103
2559,0.011667
2560,0.206589
2561,0.26651
2562,0.146661
2563,0.456449
2564,0.633221
2565,0.156377
2566,0.293757
2567,0.067103
2568,0.073834
2569,0.621628
2570,0.44148
2571,0.019415
2572,0.720247
2573,0.14826
2574,0.605269
2575,0.600129
2576,0.461127
2577,0.323411
2578,0.174196
2579,0.037648
2580,0.131053
2581,0.091005
2582,0.696759
2583,0.786291
2584,0.086138
2585,0.119585
2586,0.855118
2587,0.631903
2588,0.015072
2589,0.951069
2590,0.004581
2591,0.436007
2592,0.138218
2593,0.743258
2594,0.12291
2595,0.872938
2596,0.248558
2597,0.091759
2598,0.276613
2599,0.85402
2600,0.322664
2601,0.48967
2602,0.889714
2603,0.214582
2604,0.710528
2605,0.201199
2606,0.452189
2607,0.076539
2608,0.026231
2609,0.582388
2610,0.644821
2611,0.729065
2612,0.356098
2613,0.996695
2614,0.869009
2615,0.795842
2616,0.147955
2617,0.352354
2618,0.770759
2619,0.564129
2620,0.769109
2621,0.032769
2622,0.961366
2623,0.873284
2624,0.255399
2625,0.650648
2626,0.407949
2627,0.974508
2628,0.430591
2629,0.276419
2630,0.790297
2631,0.610158
2632,0.17046
2633,0.531303
2634,0.719925
2635,0.140529
2636,0.675572
2637,0.775723
2638,0.311023
2639,0.954435
2640,0.593522
2641,0.077052
2642,0.335298
2643,0.46897
2644,0.793979
2645,0.442357
2646,0.320389
2647,0.451286
2648,0.703387
2649,0.055797
2650,0.357578
2651,0.618306
2652,0.744251
2653,0.148326
2654,0.355958
2655,0.549566
2656,0.469754
2657,0.402742
2658,0.999602
2659,0.361753
2660,0.334187
2661,0.43009
2662,0.077273
2663,0.181966
2664,0.381097
2665,0.403068
2666,0.228621
2667,0.061957
2668,0.966993
2669,0.807772
2670,0.17517
2671,0.559068
2672,0.24463
2673,0.7669
2674,0.406678
2675,0.284411
2676,0.998876
2677,0.701749
2678,0.671671
2679,0.981896
2680,0.654206
2681,0.926566
2682,0.664267
2683,0.699145
2684,0.67608
2685,0.351448
2686,0.898836
2687,0.570138
2688,0.544916
2689,0.408476
2690,0.993262
2691,0.365578
2692,0.695091
2693,0.391885
2694,0.517238
2695,0.432374
2696,0.095607
2697,0.475185
2698,0.966625
2699,0.924057
2700,0.831654
2701,0.570452
2702,0.77256
2703,0.048886
2704,0.205638
2705,0.516313
2706,0.034483
2707,0.323968
2708,0.917854
2709,0.967358
2710,0.759103
2711,0.272495
2712,0.388364
2713,0.816575
2714,0.026784
2715,0.921749
2716,0.570984
2717,0.853654
2718,0.196403
2719,0.472087
2720,0.599411
2721,0.563969
2722,0.326698
2723,0.819826
2724,0.321111
2725,0.604354
2726,0.866449
2727,0.742685
2728,0.48218
2729,0.524754
2730,0.909764
2731,0.484873
2732,0.713642
2733,0.526759
2734,0.783428
2735,0.769681
2736,0.426393
2737,0.30259
2738,0.939797
2739,0.618518
2740,0.257264
2741,0.994211
2742,0.4409
2743,0.798358
2744,0.59403
2745,0.80437
2746,0.616774
2747,0.310387
2748,0.775006
2749,0.115929
2750,0.542154
2751,0.69939
2752,0.184183
2753,0.911459
2754,0.994853
2755,0.765057
2756,0.866231
2757,0.357087
2758,0.342509
2759,0.753681
2760,0.412819
2761,0.031528
2762,0.143797
2763,0.368882
2764,0.278772
2765,0.05262
2766,0.840918
2767,0.294722
2768,0.269856
2769,0.569733
2770,0.158147
2771,0.439269
2772,0.243287
2773,0.322817
2774,0.497921
2775,0.732818
2776,0.562141
2777,0.26654
2778,0.464071
2779,0.427327
2780,0.639606
2781,0.206678
2782,0.272594
2783,0.282942
2784,0.915631
2785,0.035312
2786,0.085211
2787,0.653568
2788,0.238907
2789,0.59092
2790,0.817347
2791,0.667832
2792,0.608801
2793,0.978012
2794,0.879385
2795,0.148689
2796,0.71144
2797,0.177641
2798,0.953116
2799,0.141168
2800,0.012049
2801,0.478202
2802,0.837532
2803,0.229905
2804,0.36527
2805,0.875335
2806,0.895592
2807,0.492872
2808,0.245691
2809,0.337586
2810,0.208749
2811,0.653441
2812,0.127097
2813,0.638447
2814,0.273374
2815,0.601278
2816,0.394193
2817,0.586481
2818,0.89753
2819,0.726686
2820,0.918061
2821,0.817201
2822,0.013519
2823,0.651937
2824,0.690216
2825,0.350679
2826,0.81244
2827,0.455255
2828,0.15722
2829,0.434012
2830,0.144479
2831,0.671513
2832,0.369328
2833,0.497114
2834,0.199396
2835,0.681176
2836,0.93649
2837,0.634196
2838,0.917208
2839,0.907345
2840,0.727571
2841,0.503741
2842,0.959582
2843,0.815902
2844,0.261784
2845,0.635395
2846,0.744198
2847,0.815342
2848,0.16321
2849,0.364405
2850,0.836241
2851,0.758125
2852,0.144984
2853,0.422898
2854,0.313841
2855,0.77747
2856,0.891787
2857,0.079423
2858,0.732795
2859,0.645657
2860,0.785472
2861,0.230947
2862,0.351027
2863,0.217572
2864,0.991098
2865,0.001713
2866,0.205725
2867,0.119963
2868,0.575391
2869,0.030615
2870,0.469448
2871,0.972713
2872,0.124078
2873,0.368296
2874,0.82394
2875,0.829975
2876,0.016171
2877,0.206825
2878,0.284226
2879,0.100692
2880,0.103679
2881,0.116166
2882,0.680333
2883,0.377818
2884,0.453458
2885,0.66658
2886,0.603732
2887,0.164284
2888,0.18034
2889,0.572229
2890,0.195195
2891,0.807817
2892,0.135914
2893,0.363204
2894,0.990273
2895,0.291984
2896,0.539578
2897,0.323219
2898,0.49298
2899,0.928694
2900,0.672282
2901,0.968594
2902,0.662345
2903,0.143465
2904,0.748217
2905,0.122646
2906,0.326839
2907,0.63575
2908,0.071478
2909,0.805481
2910,0.541093
2911,0.568185
2912,0.938755
2913,0.002487
2914,0.184192
2915,0.207667
2916,0.48386
2917,0.319458
2918,0.782269
2919,0.449513
2920,0.788268
2921,0.268372
2922,0.877341
2923,0.081857
2924,0.069873
2925,0.837119
2926,0.090676
2927,0.53949
2928,0.718852
2929,0.798458
2930,0.465097
2931,0.334546
2932,0.690174
2933,0.463745
2934,0.829736
2935,0.859937
2936,0.023911
2937,0.089042
2938,0.56844
2939,0.829019
2940,0.193722
2941,0.152981
2942,0.048254
2943,0.42337
2944,0.528007
2945,0.822456
2946,0.051711
2947,0.521816
2948,0.358521
2949,0.618241
2950,0.122481
2951,0.728873
2952,0.331073
2953,0.16594
2954,0.382548
2955,0.742587
2956,0.75568
2957,0.593851
2958,0.301361
2959,0.505481
2960,0.888305
2961,0.385482
2962,0.23546
2963,0.93742
2964,0.384512
2965,0.922748
2966,0.671258
2967,0.919548
2968,0.70369
2969,0.813882
2970,0.545566
2971,0.530673
2972,0.58799
2973,0.863632
2974,0.668342
2975,0.179948
2976,0.08257
2977,0.690394
2978,0.557539
2979,0.22062
2980,0.052416
2981,0.744167
2982,0.346467
2983,0.015939
2984,0.296485
2985,0.589221
2986,0.88367
2987,0.708935
2988,0.455513
2989,0.526683
2990,0.43149
2991,0.015498
2992,0.472242
2993,0.034569
2994,0.226475
2995,0.655786
2996,0.83175
2997,0.502037
2998,0.032601
2999,0.806217
3000,0.17057
3001,0.519096
3002,0.043978
3003,0.171358
3004,0.379044
3005,0.852397
3006,0.100369
3007,0.920008
3008,0.256903
3009,0.265508
3010,0.087081
3011,0.727281
3012,0.531052
3013,0.397543
3014,0.912674
3015,0.208247
3016,0.572173
3017,0.347094
3018,0.557808
3019,0.201086
3020,0.741318
3021,0.082989
3022,0.941889
3023,0.352771
3024,0.199058
3025,0.387486
3026,0.692891
3027,0.792857
3028,0.21168
3029,0.502088
3030,0.11311
3031,0.68532
3032,0.539499
3033,0.563181
3034,0.134143
3035,0.709651
3036,0.323619
3037,0.272194
3038,0.419496
3039,0.585061
3040,0.31392
3041,0.505473
3042,0.54548
3043,0.023485
3044,0.616778
3045,0.749273
3046,0.306663
3047,0.312349
3048,0.504309
3049,0.540228
3050,0.081097
3051,0.847896
3052,0.228424
3053,0.053178
3054,0.3329
3055,0.178241
3056,0.516278
3057,0.067098
3058,0.724321
3059,0.120962
3060,0.302419
3061,0.358573
3062,0.501453
3063,0.368632
3064,0.038905
3065,0.488542
3066,0.329021
3067,0.189614
3068,0.904176
3069,0.956022
3070,0.026699
3071,0.602807
3072,0.084603
3073,0.217274
3074,0.279084
3075,0.925507
3076,0.703936
3077,0.413664
3078,0.465843
3079,0.993717
3080,0.977581
3081,0.905648
3082,0.235383
3083,0.887191
3084,0.246973
3085,0.024345
3086,0.735289
3087,0.760393
3088,0.83536
3089,0.850593
3090,0.58684
3091,0.858588
3092,0.029643
3093,0.638188
3094,0.098575
3095,0.943156
3096,0.244606
3097,0.873421
3098,0.730698
3099,0.397179
3100,0.199442
3101,0.64259
3102,0.458368
3103,0.721124
3104,0.459866
3105,0.631608
3106,0.50347
3107,0.180779
3108,0.678733
3109,0.5891
3110,0.432363
3111,0.927794
3112,0.633797
3113,0.073389
3114,0.663674
3115,0.154496
3116,0.917637
3117,0.341822
3118,0.712752
3119,0.109607
3120,0.395743
3121,0.427971
3122,0.806166
3123,0.364454
3124,0.647446
3125,0.791503
3126,0.274129
3127,0.539135
3128,0.512053
3129,0.708046
3130,0.189502
3131,0.374132
3132,0.702549
3133,0.997433
3134,0.403778
3135,0.510397
3136,0.801072
3137,0.803839
3138,0.55815
3139,0.126878
3140,0.333935
3141,0.581793
3142,0.06996
3143,0.138591
3144,0.08384
3145,0.993018
3146,0.384852
3147,0.585684
3148,0.464269
3149,0.809113
3150,0.06818
3151,0.959817
3152,0.931913
3153,0.075859
3154,0.987935
3155,0.069616
3156,0.043309
3157,0.125735
3158,0.990606
3159,0.371862
3160,0.488915
3161,0.021804
3162,0.82357
3163,0.97891
3164,0.006623
3165,0.670894
3166,0.633143
3167,0.776793
3168,0.706959
3169,0.517514
3170,0.500252
3171,0.327676
3172,0.697597
3173,0.1656
3174,0.638411
3175,0.323004
3176,0.740427
3177,0.206324
3178,0.384922
3179,0.873103
3180,0.955177
3181,0.989385
3182,0.208459
3183,0.899531
3184,0.826033
3185,0.368786
3186,0.133888
3187,0.835912
3188,0.931854
3189,0.960363
3190,0.16499
3191,0.658303
3192,0.353988
3193,0.704338
3194,0.707142
3195,0.985352
3196,0.255157
3197,0.712316
3198,0.555848
3199,0.886401
3200,0.621912
3201,0.927558
3202,0.341844
3203,0.881287
3204,0.894252
3205,0.765881
3206,0.508738
3207,0.861811
3208,0.809168
3209,0.669198
3210,0.203074
3211,0.903188
3212,0.172168
3213,0.477728
3214,0.965916
3215,0.454246
3216,0.345572
3217,0.049589
3218,0.719093
3219,0.389895
3220,0.125595
3221,0.999054
3222,0.874948
3223,0.330158
3224,0.814618
3225,0.958684
3226,0.793061
3227,0.538102
3228,0.364851
3229,0.295341
3230,0.429284
3231,0.165029
3232,0.845714
3233,0.917544
3234,0.806816
3235,0.326014
3236,0.373888
3237,0.871711
3238,0.810168
3239,0.449681
3240,0.796708
3241,0.001099
3242,0.237541
3243,0.823297
3244,0.671014
3245,0.518385
3246,0.496711
3247,0.343285
3248,0.417061
3249,0.782213
3250,0.490773
3251,0.155586
3252,0.928772
3253,0.91741
3254,0.293442
3255,0.8267
3256,0.717787
3257,0.486614
3258,0.127034
3259,0.447889
3260,0.691222
3261,0.258304
3262,0.321216
3263,0.928942
3264,0.489415
3265,0.21186
3266,0.868649
3267,0.902811
3268,0.588164
3269,0.031286
3270,0.068672
3271,0.895544
3272,0.76506
3273,0.646348
3274,0.650377
3275,0.794143
3276,0.559558
3277,0.508253
3278,0.816616
3279,0.605032
3280,0.181907
3281,0.347679
3282,0.043461
3283,0.922135
3284,0.511988
3285,0.210997
3286,0.542325
3287,0.279836
3288,0.536108
3289,0.282871
3290,0.038179
3291,0.302801
3292,0.249505
3293,0.263376
3294,0.459115
3295,0.041308
3296,0.714782
3297,0.996442
3298,0.151074
3299,0.945315
3300,0.274746
3301,0.628711
3302,0.825587
3303,0.937521
3304,0.435417
3305,0.904801
3306,0.970231
3307,0.085605
3308,0.485791
3309,0.356946
3310,0.249797
3311,0.385861
3312,0.146409
3313,0.413321
3314,0.636958
3315,0.875664
3316,0.028181
3317,0.10411
3318,0.447283
3319,0.870148
3320,0.671312
3321,0.740071
3322,0.085341
3323,0.29095
3324,0.340884
3325,0.990826
3326,0.128246
3327,0.230467
3328,0.96756
3329,0.349487
3330,0.425608
3331,0.089826
3332,0.977277
3333,0.372613
3334,0.237458
3335,0.398402
3336,0.383401
3337,0.714532
3338,0.006434
3339,0.034553
3340,0.104599
3341,0.407528
3342,0.937702
3343,0.989313
3344,0.065969
3345,0.327194
3346,0.023412
3347,0.160632
3348,0.283971
3349,0.341931
3350,0.779166
3351,0.283971
3352,0.24228
3353,0.148605
3354,0.323913
3355,0.025578
3356,0.350542
3357,0.127801
3358,0.314478
3359,0.521699
3360,0.825865
3361,0.681429
3362,0.305043
3363,0.929318
3364,0.688503
3365,0.879405
3366,0.682502
3367,0.434848
3368,0.972825
3369,0.840176
3370,0.47334
3371,0.69418
3372,0.161495
3373,0.190077
3374,0.633719
3375,0.53331
3376,0.721069
3377,0.706384
3378,0.856374
3379,0.028869
3380,0.793622
3381,0.303194
3382,0.86127
3383,0.095946
3384,0.977869
3385,0.984044
3386,0.583086
3387,0.341347
3388,0.161438
3389,0.072036
3390,0.743938
3391,0.266251
3392,0.698253
3393,0.929897
3394,0.347333
3395,0.030506
3396,0.500087
3397,0.690962
3398,0.752187
3399,0.680394
3400,0.43259
3401,0.759153
3402,0.558446
3403,0.648284
3404,0.260757
3405,0.143265
3406,0.243431
3407,0.453185
3408,0.770613
3409,0.693681
3410,0.79653
3411,0.974991
3412,0.829255
3413,0.999716
3414,0.115435
3415,0.171671
3416,0.300887
3417,0.85621
3418,0.521776
3419,0.245805
3420,0.518975
3421,0.532634
3422,0.576521
3423,0.137246
3424,0.869213
3425,0.314856
3426,0.695745
3427,0.630654
3428,0.63911
3429,0.875087
3430,0.241422
3431,0.573173
3432,0.482865
3433,0.718727
3434,0.878713
3435,0.803337
3436,0.810549
3437,0.893204
3438,0.620331
3439,0.440279
3440,0.147819
3441,0.342817
3442,0.664715
3443,0.099807
3444,0.966798
3445,0.544991
3446,0.49734
3447,0.943749
3448,0.610347
3449,0.839238
3450,0.393702
3451,0.062765
3452,0.208131
3453,0.516829
3454,0.382021
3455,0.593892
3456,0.001625
3457,0.211711
3458,0.780274
3459,0.45879
3460,0.422817
3461,0.206928
3462,0.710006
3463,0.765109
3464,0.491252
3465,0.957809
3466,0.029894
3467,0.199969
3468,0.61984
3469,0.429726
3470,0.271846
3471,0.860854
3472,0.296283
3473,0.914191
3474,0.972888
3475,0.791855
3476,0.433821
3477,0.383165
3478,0.452311
3479,0.921897
3480,0.390198
3481,0.854527
3482,0.791037
3483,0.446999
3484,0.462318
3485,0.062633
3486,0.629304
3487,0.459883
3488,0.828525
3489,0.690756
3490,0.457387
3491,0.56921
3492,0.513938
3493,0.464197
3494,0.899379
3495,0.626888
3496,0.757054
3497,0.185954
3498,0.384321
3499,0.94191
3500,0.399048
3501,0.58525
3502,0.775855
3503,0.80019
3504,0.398861
3505,0.357529
3506,0.830646
3507,0.890997
3508,0.590061
3509,0.803908
3510,0.076058
3511,0.687863
3512,0.377763
3513,0.894632
3514,0.107599
3515,0.627532
3516,0.093908
3517,0.507469
3518,0.039186
3519,0.21349
3520,0.619068
3521,0.04865
3522,0.526685
3523,0.915606
3524,0.564909
3525,0.598216
3526,0.215139
3527,0.700585
3528,0.220613
3529,0.095942
3530,0.616231
3531,0.108369
3532,0.972666
3533,0.781065
3534,0.561212
3535,0.668036
3536,0.794602
3537,0.413081
3538,0.716025
3539,0.025084
3540,0.39622
3541,0.439436
3542,0.102424
3543,0.58414
3544,0.521159
3545,0.438368
3546,0.542759
3547,0.841076
3548,0.834732
3549,0.985554
3550,0.777627
3551,0.775087
3552,0.236672
3553,0.893284
3554,0.07542
3555,0.44
3556,0.584206
3557,0.023822
3558,0.374493
3559,0.123827
3560,0.221055
3561,0.386203
3562,0.03241
3563,0.38841
3564,0.519144
3565,0.030276
3566,0.057693
3567,0.744223
3568,0.994014
3569,0.193325
3570,0.877428
3571,0.685286
3572,0.782173
3573,0.92459
3574,0.214514
3575,0.49981
3576,0.888499
3577,0.620341
3578,0.140542
3579,0.087515
3580,0.038085
3581,0.671355
3582,0.705696
3583,0.398943
3584,0.26614
3585,0.433648
3586,0.918276
3587,0.806292
3588,0.20623
3589,0.742777
3590,0.446276
3591,0.885386
3592,0.93019
3593,0.472686
3594,0.884092
3595,0.452466
3596,0.358478
3597,0.109383
3598,0.329303
3599,0.784549
3600,0.331671
3601,0.443872
3602,0.544033
3603,0.720313
3604,0.685343
3605,0.84451
3606,0.518927
3607,0.962638
3608,0.604216
3609,0.143661
3610,0.785967
3611,0.079621
3612,0.440437
3613,0.785414
3614,0.372842
3615,0.88199
3616,0.818375
3617,0.938371
3618,0.588524
3619,0.998284
3620,0.104657
3621,0.878511
3622,0.148208
