,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060
coalPrice-40,3.6,3.5091252236,3.6125069357,3.6702417859,3.6164293774,3.6739272738,3.7234645752,3.6624344518,3.6626733565,3.7221255896,3.6266673976,3.5980304361,3.6559704939,3.6988505027,3.7547752792,3.909261615,3.9630048842,4.033261867,4.0828793569,4.0792594683,4.110223104,4.2497927443,4.2882659096,4.3122186132,4.3883313064,4.4130823003,4.432307105,4.551591589,4.6165158648,4.5448497116,4.4818880604,4.5412101663,4.6046854149,4.5217626117,4.4287541866,4.5327416541,4.5115098369,4.5373958281,4.7023786484,4.803656576,4.7191215902,4.7156763811,4.7748945314,4.7197271129,4.7868982514,4.8987661496,5.0121482545,5.096258203,5.0862621533,5.29827753
coalPrice-41,3.6,3.7510025994,3.8181076766,3.760809695,3.7135214622,3.7931597622,3.8089112016,3.895812559,3.7973598519,3.9319600906,3.9969367956,4.1081997374,4.0657505535,4.1603380214,4.2166258287,4.3052921272,4.3704409002,4.3840897528,4.2991482417,4.3117382677,4.3583084348,4.4669725505,4.4921076795,4.5429912976,4.7391162765,4.6875370737,4.6476209333,4.7161837521,4.9076296224,4.9773035156,5.1379589427,5.0437170234,5.017812831,5.0649196732,4.9584035699,5.0519930502,5.0990123122,5.31351017,5.3627330436,5.2355528195,5.1272662789,5.2538568543,5.2891621756,5.3458450092,5.3020506121,5.5112651456,5.4699267636,5.4075727995,5.5175835532,5.5374518901
coalPrice-42,3.6,3.6485067672,3.5907921429,3.6166545988,3.591331766,3.5766797554,3.5628911392,3.6732058731,3.8023755805,3.884614908,3.9974257542,4.12967254,4.1559822834,4.2998720712,4.3547633944,4.3956428009,4.516640264,4.5426874257,4.7479430729,4.8662719913,4.8643514688,4.797167342,4.8057975258,5.0227757344,5.0768095249,5.1894152695,5.3326063407,5.2511342661,5.3961866593,5.2882751058,5.2642315495,5.2598454579,5.1846884121,5.3741353173,5.5313043346,5.7136340339,5.7378319023,5.6792313174,5.9435660895,6.03173066,6.0044855566,6.121059892,6.2300891581,6.4131641775,6.5593695172,6.5542703993,6.7880693244,6.8910671818,7.0360540319,7.103276579
coalPrice-43,3.6,3.7336463739,3.7708712287,3.755419609,3.7718968259,3.844583791,3.962400159,4.1034072195,4.1431531433,4.1308311659,4.0193237094,4.1204954645,4.0641130216,4.1204412138,4.1557261697,4.2980657755,4.3176215522,4.26578729,4.431958614,4.4553103039,4.409436871,4.5509502878,4.6461366819,4.7019782615,4.8441995045,4.9160495708,5.086112595,4.9885350319,4.9195749544,4.9696588883,4.9876144559,5.0467417592,5.0625242107,5.1550154037,5.2925514228,5.3813706145,5.553418899,5.7494877059,5.8465129872,5.680638163,5.5991373102,5.5117883978,5.4162693382,5.5122608317,5.5485095333,5.6297650212,5.6307108121,5.8539537437,5.8313084617,5.8787066196
coalPrice-44,3.6,3.5909141722,3.6975437813,3.7763207787,3.8297919275,3.9273694383,3.9985930629,3.9315779801,3.9651715966,3.9824194127,3.9881902434,4.0310120846,4.0996282627,4.0686114394,4.1377779265,4.1561309133,4.1141224386,4.1220900673,4.2963058694,4.3868652877,4.5116858243,4.6540987414,4.8527272977,4.8049258834,4.816230059,4.7955845779,4.9935810445,4.959636409,4.8990291748,5.0379200515,5.1484509697,5.271517132,5.2989799496,5.2764247037,5.2311557061,5.198466526,5.2549894934,5.2892998096,5.3112108612,5.349963171,5.2934447233,5.3531859621,5.4435129641,5.3326181237,5.2738943078,5.3083525522,5.2854827047,5.3947821444,5.5756647937,5.6281037143
coalPrice-45,3.6,3.6691096697,3.7875221292,3.902449949,4.0697178387,3.9851815242,4.1309501888,4.1559693216,4.0760367807,4.1250635496,4.1850763392,4.206034462,4.2910611007,4.3166740493,4.2725556251,4.336268891,4.5222102252,4.4263440782,4.5145335824,4.5614244834,4.6179323043,4.5877022439,4.6661047322,4.6165768131,4.6374925995,4.7838178023,4.9848697179,4.9361310233,4.9263084855,5.0497062051,5.0592030569,5.1238465964,5.1503316018,5.1643738152,5.2895079212,5.294486198,5.515630431,5.6625177835,5.7235556493,5.878331572,5.9165081218,6.0265483582,5.9793662576,5.9677104087,5.8554990897,5.9206947606,6.0417493714,6.042836766,6.0265220824,6.2474294031
coalPrice-46,3.6,3.6442555499,3.7108350661,3.668179737,3.688899169,3.5902628679,3.6528379524,3.80219462,3.8717170512,3.8702496362,4.0003418333,4.0449718143,4.0418857367,4.0201300588,4.1541572974,4.1419398119,4.1607587511,4.2309815719,4.2426111599,4.2846682617,4.3748227694,4.2769649845,4.2478379946,4.3019371136,4.4391276824,4.4364959927,4.5557924719,4.7641326559,4.7834213591,4.7163363764,4.8176997409,4.9220574526,4.8423192404,4.9142706444,4.972725622,5.0426532307,5.0834896332,5.2467337836,5.156538451,5.1381574279,5.1248722212,5.1616825715,5.138852934,5.2375054582,5.2664613664,5.3010829202,5.4152368637,5.3910642629,5.4393895971,5.463043893
coalPrice-47,3.6,3.7115468415,3.7500986941,3.7334301458,3.6857849837,3.7978818798,3.7958513609,3.7467542695,3.7718752969,3.9280133546,4.0017865284,4.069476595,4.1314200998,4.2894100979,4.4602502544,4.5075997481,4.7121713922,4.8701441581,4.798180024,4.8850735999,4.9383398199,4.9185130943,4.8684135067,4.9013544243,4.8462282494,5.0206317998,5.1226409107,5.3027066343,5.3359233896,5.3537533879,5.4570617705,5.5034906722,5.6178706484,5.8014445097,5.9231151666,6.0771367466,6.1448969742,6.4212303572,6.2931606812,6.2577222999,6.3136355114,6.5602273501,6.6013330015,6.7160537277,6.7536554206,6.8897174319,6.8922093531,7.0204799657,7.0203969343,7.2533677786
coalPrice-48,3.6,3.6703380383,3.7089497171,3.6985706225,3.7075687514,3.7475601453,3.7509485119,3.8265941423,3.7203860675,3.7273396393,3.7352270088,3.7549213779,3.6665596846,3.6350265652,3.6434647642,3.6939928445,3.7603497032,3.7384759254,3.7154683091,3.7468578431,3.7749580512,3.8787413205,3.8803552857,3.9039395366,3.992896372,4.0480463926,4.2080346075,4.2110027521,4.3232874993,4.4281201837,4.4250439653,4.5233640774,4.6357633104,4.7470383556,4.7988807826,4.8735317961,4.8874152904,4.9921832458,5.0837034139,5.0862664082,5.2853938283,5.2389525696,5.2597794201,5.2630521844,5.1941349589,5.2678411496,5.2908244555,5.3750420361,5.3766477066,5.3510038963
coalPrice-49,3.6,3.6763106715,3.6552909359,3.7134299951,3.7237342449,3.8443497592,3.9432392636,4.1049501174,4.1588068997,4.1236092377,4.1587775456,4.2695970568,4.3234596597,4.3470979442,4.3936841361,4.3596817147,4.3659015883,4.4484039069,4.4308642242,4.4271584494,4.4924835461,4.5976141028,4.678595407,4.740160872,4.8066212477,4.8152358839,5.0108375966,4.9889589656,4.9221692198,4.9890192318,5.1630846395,5.2248277986,5.3850808512,5.5769629779,5.5155419792,5.604343635,5.5013663718,5.6301036034,5.6078400447,5.710300931,5.8624305143,5.8845845506,6.076851061,6.0466852134,6.1234502195,6.3472112992,6.507568934,6.7545734706,6.8069969279,6.9540274167
coalPrice-50,3.6,3.6375479481,3.6717392863,3.7241780765,3.6742389889,3.7645806785,3.8258406358,3.8989832685,3.8903335602,3.8857693999,3.9345076527,4.0021973636,3.9722262463,3.960892696,3.9306935611,4.1122430075,4.1776163805,4.2455627255,4.3962254683,4.4442824184,4.5903107176,4.7575019627,4.7319091008,4.8680781389,4.8141452564,4.8395921907,4.8558657236,4.8725287962,4.957509109,5.0277268981,5.1764591883,5.1356441485,5.0874308208,4.9632344096,5.0459034247,4.966391687,5.0631696454,5.1214331356,5.0856857349,5.0786937784,5.2621562396,5.4830347574,5.6978344515,5.8746270055,5.904109377,6.0015659085,6.1099260606,6.0654794065,6.1681949025,6.3939816617
coalPrice-51,3.6,3.697099003,3.6544485478,3.637220842,3.7078497067,3.6488050678,3.6522190676,3.5900034678,3.5168619729,3.5095676178,3.5722848649,3.5776396842,3.6032905841,3.6604195057,3.6496273848,3.7543632176,3.7462371682,3.7562870052,3.868985,3.8833035804,4.0650638456,4.1637554983,4.192843647,4.1849958753,4.2548990145,4.3878003555,4.5093390253,4.6168491879,4.758050484,4.772938314,4.9380636159,4.9619729239,5.0917711894,5.1287549957,5.2346173451,5.3457010263,5.3789500505,5.5054218841,5.5522580239,5.5563496086,5.7456941402,5.9799358329,6.1913010668,6.044784193,6.0555962701,6.2207325795,6.2733549068,6.1766547792,6.2250789961,6.3256315049
coalPrice-52,3.6,3.5848313137,3.5546548504,3.5842117455,3.5872754507,3.6369973655,3.6135703627,3.7081653027,3.860830348,3.9656919914,4.0718921619,4.0151282483,3.9514223124,3.871650545,3.8577808624,3.9593784681,3.9656390191,4.0122371429,3.9521162057,4.0939758522,4.2392675847,4.1856321084,4.1756552915,4.1293524822,4.219379412,4.2739134338,4.3477334629,4.3919546528,4.4701760261,4.566696209,4.5188369029,4.4481937124,4.5564798494,4.6406245074,4.5592456003,4.5455153029,4.6761186351,4.6409775106,4.758460081,4.7618352496,4.7927800329,4.7423287877,4.8389045456,4.7222119353,4.8300173893,4.9895683282,5.1686569128,5.227485505,5.2519600941,5.2218761303
coalPrice-53,3.6,3.6027131491,3.6942061384,3.7951080374,3.8007862534,3.8872942511,3.8316615363,3.8918310746,3.9700302915,3.9149183938,3.9897296341,4.029659242,4.0885792159,4.2111204876,4.3283179693,4.3235596592,4.35893403,4.4041019402,4.4221204594,4.5141698299,4.6157820417,4.6379604158,4.6977901077,4.727337429,4.8307928407,4.8338006642,4.8116957601,4.9492975773,5.1150026932,5.1887441217,5.3527070711,5.3626475208,5.3477168691,5.3049533133,5.4434799492,5.4010902587,5.4451606435,5.5012330223,5.4778915273,5.4200505644,5.4973352471,5.6342980872,5.8700153366,5.8575915135,5.7618822582,5.8911422559,6.0256919198,5.9560270529,5.860746713,5.7968155343
coalPrice-54,3.6,3.6671970986,3.7499723279,3.7791628476,3.7164191134,3.7489275756,3.7953072439,3.8781577088,3.804408617,3.8835673287,3.9427173351,3.9871211012,4.0206952727,4.0324698431,4.1028873269,4.2586095492,4.351408961,4.4553153093,4.472419953,4.5456263717,4.5249529273,4.5710423707,4.5887749796,4.5871796828,4.7057549687,4.614894109,4.6479639274,4.6194888186,4.558900038,4.6041288062,4.6435009555,4.8129809901,4.9757919318,4.8702892193,4.9099691205,4.9296702065,4.9583026918,5.0852224362,5.1311238397,5.1474240273,5.3553676987,5.2962245882,5.3835612343,5.5279998631,5.6057056697,5.5015422794,5.5889708906,5.7175399212,5.8897389317,6.0105653084
coalPrice-55,3.6,3.6629127453,3.6053977815,3.6039010219,3.5866348853,3.6577548161,3.6762682446,3.6730106901,3.7706521849,3.8238116055,3.9545496722,4.0195661495,4.120825337,4.0937828548,4.0118853198,4.0911319894,4.292195807,4.2919839645,4.2530698897,4.2998231206,4.2657150588,4.3049489885,4.3301188875,4.4968310982,4.635678218,4.7697916526,4.7376222612,4.7529817969,4.7391894772,4.7940595442,4.7745734358,4.8148739734,4.8432809635,4.834022449,4.922555962,4.831451301,4.90918513,4.9623017272,4.8894441642,4.966756116,5.0597498051,4.9623989938,5.0835870605,5.1581051125,5.1165678858,5.1556373768,5.263120521,5.2801391417,5.4144625931,5.4469391502
coalPrice-56,3.6,3.6165340254,3.5436657307,3.5409860871,3.555111919,3.6233541859,3.6452163763,3.65048649,3.7556221158,3.8152661717,3.89176175,4.0061795297,4.0832284267,4.2044111475,4.2691469178,4.3402140633,4.3030299562,4.3835565642,4.5856459706,4.7105143857,4.7584948195,4.8384743571,4.8805525981,4.7854743847,4.8252338344,4.835813583,4.8523462888,4.9319212703,4.9582409731,5.0166371168,5.0728917427,5.0483225755,5.1375381593,5.0763458537,5.0007958464,5.0192095123,5.0887661041,5.310775168,5.4389438884,5.4695821284,5.6865758656,5.753405054,5.8217781567,6.0352143093,6.1481961259,6.222809387,6.3280332734,6.2587231486,6.3810710579,6.4406186713
coalPrice-57,3.6,3.6880381143,3.7081568014,3.7772930401,3.8050879381,3.81253794,3.8240886783,3.865620697,4.0019787964,4.0202942515,4.0502503464,4.1261311522,4.1522039608,4.1906624862,4.1686990082,4.0969093083,4.1343075145,4.145637186,4.110618523,4.1398187098,4.11326758,4.234241843,4.2450666696,4.2060552331,4.2436673492,4.2055465511,4.2903178701,4.238496077,4.1938896468,4.1736213147,4.2721453872,4.181152968,4.1759211426,4.1510403012,4.2667657958,4.3109973737,4.3256709244,4.3234301332,4.4316563559,4.5210018415,4.4531297117,4.4607607746,4.5736162471,4.6629123887,4.5937706379,4.7481300857,4.9351174414,4.9494170079,4.8785152668,5.0074161114
coalPrice-58,3.6,3.6153904916,3.7171306162,3.6977563078,3.7733337654,3.8066665979,3.7683762857,3.7558000952,3.779654687,3.7573432616,3.8502194052,3.8469847957,3.9168067758,3.8767580836,3.7861395508,3.8158531754,3.9130190144,4.0784092811,4.1832776272,4.0679728209,3.9916295332,4.1392144712,4.194171223,4.182951242,4.1586088562,4.2988696404,4.2902078806,4.3350370931,4.373200116,4.5105857612,4.5242183823,4.5969457848,4.6317273357,4.6934340812,4.7398052862,4.6859031455,4.6247121676,4.6964949415,4.7997896353,4.8599293658,5.0083152249,5.1936043031,5.2942632168,5.440602333,5.4468065805,5.3702266938,5.2406162104,5.3643330871,5.4089636504,5.5798499244
coalPrice-59,3.6,3.5815718416,3.6007637766,3.6415212114,3.8158991731,3.8405943825,3.9369542425,4.060444841,4.1614559068,4.2301995657,4.1719618867,4.2662821198,4.2908529289,4.3081219318,4.4066250063,4.4962744506,4.4198692426,4.540658739,4.4665136286,4.3805114827,4.5595946083,4.5300743858,4.5648425354,4.5856333302,4.6281354609,4.7110725323,4.7090337156,4.806539954,4.9056943082,5.0766442226,5.0354850974,5.1869718915,5.3313011605,5.2261701513,5.0819902908,5.1324749949,5.0755131121,5.0796036382,5.0979966802,5.0406495182,5.0405114049,4.9931682295,4.9049409997,4.9216201904,5.0105344392,5.0718983329,5.0643487962,5.0555369947,5.2419919406,5.1858798501
coalPrice-60,3.6,3.6881129317,3.6516511328,3.5787322028,3.6543760663,3.6682176506,3.8048063547,3.7375727329,3.753297218,3.8170587255,3.897844115,3.9139243435,3.9621722321,3.9949861448,3.9469078859,3.8499608661,3.8331864477,3.9693744183,4.0832685871,4.1756211694,4.20233783,4.1983411835,4.3673050634,4.4479334967,4.41237236,4.5034331448,4.541967978,4.6136278101,4.7248143199,4.7727981585,4.817481051,4.8771373295,4.8542423296,4.8959676602,4.8561386063,4.9352986073,5.0494419939,5.0226901916,5.0854778805,5.0102713578,5.0958174521,5.1581722267,5.3200746326,5.2056916478,5.3392898617,5.3229097762,5.3200094647,5.520894645,5.6202335756,5.7289908767
coalPrice-61,3.6,3.7324044849,3.7715449641,3.7941176219,3.9477083061,3.9873415971,4.0707331666,4.2266215148,4.2803262285,4.2987819329,4.3015532405,4.4046182707,4.3699282336,4.3543773538,4.3956937601,4.4346436898,4.4805142117,4.5184844851,4.5172082738,4.503499328,4.6374114592,4.6809966012,4.7076077208,4.83060971,4.6881159293,4.7988361118,4.9393247332,4.9790733219,4.8546285515,4.9948078801,5.0600239513,4.9597849947,5.0002816549,5.0572465536,5.165375079,5.3112856386,5.231252881,5.2387948789,5.2452393427,5.3804214017,5.5059445105,5.6297726673,5.5488740008,5.6180031688,5.6993623052,5.697920023,5.935352289,6.0087195695,6.1049003967,6.2596861842
coalPrice-62,3.6,3.6027072317,3.6678820548,3.6658881776,3.7225580559,3.8354006865,3.9066735242,3.9026656077,3.9899559674,4.062377427,4.0871417705,4.0637388705,4.0786462035,4.0272760944,4.094840225,4.1087995035,4.0859855614,4.0474781005,4.1120444659,4.0805299689,4.1018342438,4.0236647953,4.0447441901,3.9610008176,3.8828263997,3.9577801929,4.0801088779,4.1393631528,4.2209743016,4.2250979261,4.279219435,4.4249198069,4.386299144,4.5651766564,4.496653739,4.5869310245,4.7515317212,4.8057481344,4.8201341515,4.9303246357,4.956300303,4.9605127834,5.0506066622,5.1475438441,5.0565384737,5.1515760314,5.0475766985,5.1275563151,5.2265049332,5.4432891405
coalPrice-63,3.6,3.693342325,3.8432838574,3.8158283333,3.8530350517,3.7678354802,3.7272430413,3.6988903347,3.7770263363,3.8188870667,3.8975717732,3.9081998772,3.847031728,3.8127950058,3.8536093653,3.9389087854,3.9651609844,4.0385259693,4.1613116918,4.162986113,4.2266696036,4.3217025878,4.3297483922,4.3306532177,4.4236441496,4.3442196691,4.3964968355,4.4129451158,4.4411452969,4.5392492092,4.5857177918,4.7481758895,4.7536685341,4.8951758393,5.0735733201,5.1399351302,5.1489647611,5.1582758906,5.1463806387,5.2666140075,5.3804460481,5.2380058809,5.4279747685,5.5382986612,5.5190422705,5.5354337625,5.4145514859,5.4389924659,5.5660469672,5.73739027
coalPrice-64,3.6,3.6943580977,3.7090671709,3.8498047577,3.9035482482,3.9228787769,4.0319833057,4.051743688,4.1175916304,4.1616870855,4.168808711,4.2828714873,4.2189777511,4.2241749189,4.1953849534,4.2358124082,4.2146057337,4.2850820682,4.3259312083,4.3528004289,4.4451067218,4.4918209091,4.6187271762,4.6469528953,4.7734647371,4.8832073957,4.8943294494,5.0932376587,5.2747571166,5.3337968843,5.3283720065,5.4574852466,5.6116489796,5.6523412175,5.578067254,5.6027625523,5.6437164748,5.5906495347,5.63274987,5.6495191851,5.7089943867,5.7598024075,5.758978985,5.7242311883,5.7901954703,5.7978723226,5.8883964183,6.0785182679,6.1762284147,6.1377489422
coalPrice-65,3.6,3.6106963142,3.6420809366,3.6326600503,3.6440580516,3.7775555998,3.8453600804,3.8654960071,3.8924191759,3.9279684679,3.9758614153,4.0006368873,4.1219156736,4.1082319442,4.1499596531,4.2060234631,4.2931385652,4.415991481,4.4001311838,4.449816685,4.5867516779,4.6333473941,4.7755828483,4.8369965459,4.7637233447,4.8954095075,5.0370136688,5.1331635812,5.1635143973,5.1658768389,5.2122748872,5.2022903945,5.3206550605,5.382800505,5.5500202126,5.5946878488,5.6090315574,5.5913326078,5.5384910826,5.53981523,5.6946710939,5.6465012796,5.500989153,5.4944523553,5.6770194609,5.8490718221,5.8597256781,5.8807737808,6.0496201946,6.081818741
coalPrice-66,3.6,3.6077926623,3.5488453536,3.6418502432,3.6463128981,3.6991446807,3.6551613318,3.7390599941,3.7642751181,3.7918935376,3.8132948323,3.81687968,3.8791635004,3.9615959012,4.0618108121,4.0618930614,4.1352700061,4.0768745335,4.108800687,4.0097517085,4.0741473907,4.1082374279,4.0963422526,4.211155216,4.2427684178,4.2102323282,4.2195194117,4.2601049117,4.2938902851,4.3998710671,4.4741816986,4.4062661372,4.4423002786,4.4671447896,4.5636480063,4.6427211219,4.7901447543,5.0190866856,5.0804118327,5.1513887276,5.2125870861,5.2796567662,5.3317241656,5.4460594206,5.4597020469,5.3826655348,5.4468563312,5.4429269383,5.4637919679,5.5929689605
coalPrice-67,3.6,3.7448396154,3.7140847605,3.7089179299,3.6809853471,3.7125079412,3.7867663147,3.8352641941,3.9240880446,3.9052041134,3.9148651974,3.9862542987,4.0649895195,4.0630264242,4.1604333845,4.2755192425,4.3283279121,4.3784453943,4.4469968397,4.5108391464,4.5057393235,4.6243704089,4.6880033289,4.7417058628,4.8141707846,4.8515197393,5.0089939924,5.2260386457,5.2835466546,5.4566909641,5.6116515372,5.6663327362,5.9250876142,5.8698801328,5.9296573066,6.0756379974,6.0204082018,5.8854538708,5.9415869763,6.0304601399,5.9453463273,5.9959281338,6.1986633671,6.1486538428,6.152007973,6.1466511367,6.1668596751,6.0353754454,6.217103799,6.2535390215
coalPrice-68,3.6,3.7110510294,3.6884458954,3.7300077294,3.8392981804,3.8503508919,3.861947059,3.870847119,3.8206642393,3.8007085326,3.7533916742,3.7486098721,3.8003571259,3.7272205426,3.7453103447,3.740142589,3.8134245282,3.7758431239,3.7989331547,3.807117834,3.8598770459,3.9349893252,4.0089460144,4.2018753833,4.208835649,4.3322422091,4.392719639,4.5072932803,4.409028218,4.4505868473,4.351172027,4.3993281354,4.4583855726,4.4422419815,4.4647591595,4.5008713702,4.528153845,4.5678562919,4.4876330301,4.6002939471,4.5134781737,4.4144600955,4.4924731717,4.4832321659,4.5397796815,4.7136367796,4.8069034958,4.8677879399,4.9091817895,5.0732360263
coalPrice-69,3.6,3.5834002386,3.5503535947,3.4967005272,3.524453411,3.4924351351,3.5220467502,3.548432757,3.605992609,3.5503611559,3.5121711853,3.4892218988,3.5284318367,3.6593191004,3.7502397761,3.7164891797,3.6273351216,3.6410650148,3.6970589178,3.7454638843,3.8421938403,3.9166561253,3.9727209854,4.0280059012,4.0285980845,4.1714670828,4.1294822231,4.1156893862,4.1440127625,4.2650972595,4.4063043424,4.4504130531,4.6719158805,4.6480353523,4.6109702936,4.6364031358,4.7007191325,4.9034041368,4.9260090617,5.0177893275,5.077028766,5.2378858945,5.2700400241,5.2595745399,5.4852740757,5.4802375725,5.5258851935,5.5081458105,5.5611242626,5.4865746406
coalPrice-70,3.6,3.7373787867,3.7133989567,3.8571437341,3.8917579654,3.924253777,4.069846163,4.1561681059,4.1309799149,4.1450479173,4.0645598889,4.1012293467,4.0770564158,3.9983911262,3.9937404462,4.050494482,4.1899420312,4.2651192,4.3425017238,4.3237764379,4.3191820312,4.4787440307,4.5002868374,4.4577853357,4.4110570051,4.530534067,4.458216885,4.5404157899,4.6045360368,4.6145204646,4.6972967252,4.7528628328,4.9090640586,4.9965641825,5.1061280522,5.014640808,4.9403626974,5.0065068629,5.1468698955,5.0631218649,5.0313442616,5.0597662621,4.9899671298,4.9820200208,5.1836354819,5.2666089913,5.3232693124,5.2790672167,5.3068309658,5.3730530407
coalPrice-71,3.6,3.658748458,3.7622371317,3.766919403,3.7416721482,3.8853338273,3.884342796,4.0376915144,3.9520248183,3.9154350315,3.9079823904,3.833091045,3.7859654464,3.7519634388,3.7894516127,3.778421453,3.7353935478,3.857927991,3.9537605735,4.134478802,4.1049117985,4.1858254862,4.2819415391,4.3466865867,4.3894934445,4.4316613905,4.5413046553,4.5395119713,4.6189985112,4.6670583675,4.7085963207,4.6970202182,4.8816657751,4.9500066557,5.0881231359,5.0880472152,4.9949545639,4.931589287,5.027422729,5.1004360535,5.1821364329,5.1772982404,5.2291982364,5.3630956526,5.435632694,5.6354694235,5.6386966414,5.6742516729,5.8202009198,5.8885999666
coalPrice-72,3.6,3.5305432309,3.517674986,3.4378483333,3.546477139,3.6117267192,3.5974726697,3.734700364,3.9083537248,3.8503370881,3.8448729194,3.9136210294,4.0053338119,4.1141202095,4.1448346965,4.1821341698,4.2534723897,4.4308510426,4.3939901658,4.3405095396,4.4324401604,4.3906408725,4.4047560169,4.4676611204,4.5757130551,4.679251603,4.7499627101,4.8049235586,4.857944055,5.0119262394,5.078826768,5.0294818919,5.0981488892,5.0922795595,5.1073578827,5.2130984435,5.3438831009,5.2796446207,5.3456635136,5.4169127631,5.5727387372,5.8083727857,6.0287924744,5.9940196845,5.9149132391,5.9856575379,6.0460662875,5.9990984844,6.2021896096,6.4340955914
coalPrice-73,3.6,3.6398954237,3.6797244624,3.7920626653,3.7251930359,3.7757544397,3.8989508564,3.9345465146,3.9806339347,4.0401582579,4.0708245252,4.1338923993,4.1030403174,4.1725861011,4.3176897094,4.320783471,4.2914132506,4.3896709243,4.3075050951,4.3606004514,4.3849799685,4.3339566194,4.2738208023,4.2991271551,4.3174235123,4.4147831949,4.4931190549,4.3860053306,4.3649372002,4.4928446812,4.504715127,4.5749888324,4.7366140654,4.8013950245,4.765874423,4.8741350734,4.8986509214,5.0771229679,5.0717078608,4.9645657664,4.9641019125,4.8861543944,4.9272603647,5.0508793089,5.2621978707,5.3743866573,5.2678436452,5.3972700591,5.3871678699,5.4549852582
coalPrice-74,3.6,3.6424348286,3.6870520505,3.6505923313,3.8054998415,3.8886680018,3.9481353781,4.0048749114,4.0372184614,4.0854814663,4.1179284019,4.17113902,4.1835644906,4.2683261436,4.227848895,4.2342094588,4.3645287469,4.2972899136,4.3800069392,4.4084375237,4.5118101387,4.5162575361,4.5039905895,4.6344153989,4.8476825861,5.0201766498,5.1173949058,5.1738463763,5.2080113768,5.2023675577,5.2648951942,5.2966170808,5.1716206287,5.3461265752,5.2862140356,5.4142178155,5.6078092664,5.6601431659,5.7034377469,5.8863955259,6.0886339623,6.0360936848,6.1962374783,6.1129497019,6.0559578127,6.1716541335,6.2317277936,6.283150627,6.5190894631,6.5437476348
coalPrice-75,3.6,3.6591422158,3.6615434623,3.7847020365,3.9103861046,3.8418524376,3.8370264548,3.9272975224,3.8370152796,3.8406638133,3.9747384529,4.1221759642,4.0583946195,4.0572390929,4.1906189328,4.3240744323,4.433659491,4.6094028812,4.5467646302,4.5294440051,4.4464995084,4.4975295054,4.6126188079,4.5994779329,4.5609315398,4.5074658033,4.4330223844,4.5382523165,4.5546475634,4.5620208063,4.6024813538,4.6162376847,4.782104392,4.8296929482,4.7085412678,4.8249790479,4.9191577975,4.9708971049,5.1798884892,5.0973110711,5.1274038279,5.2075158955,5.2184406334,5.1633029254,5.2242591551,5.3504679627,5.4311074707,5.6528036524,5.8480284199,5.9474144363
coalPrice-76,3.6,3.6880315707,3.7889882783,3.8701423412,3.8837159445,4.0043684772,3.9432639565,3.996196253,4.0434016511,4.1509449959,4.2555749681,4.4145653798,4.5590294482,4.5224456628,4.5798639646,4.629324718,4.7911273739,4.8204675423,4.8719331061,5.0284950141,5.0721856364,5.0280110524,5.1160797485,5.2808602653,5.3834468744,5.3635939072,5.513235463,5.3935533627,5.4532981011,5.3641247177,5.3616991871,5.5690371658,5.5659964338,5.6527004358,5.6063773783,5.5833885563,5.5075737618,5.5362556068,5.5871466361,5.5858423865,5.7697382985,5.7139885558,5.9035618811,5.9472706779,5.9318108396,5.8442444049,5.8389800418,6.0382756132,6.1615324846,6.0702514527
coalPrice-77,3.6,3.6827018582,3.5980456505,3.6996173823,3.7011589446,3.7268052289,3.6872858091,3.6071773449,3.6073420772,3.7055073871,3.7072374518,3.8006259032,3.7485101933,3.8273896108,3.8410530903,3.936893903,4.0109370655,3.9868054889,4.0502872785,4.0776398215,3.9906531783,4.0271258683,4.0815329045,4.1289753467,4.0504454555,4.1634541287,4.2947174069,4.4159417632,4.4579122629,4.6153166083,4.7659963023,4.9137750052,5.0154118697,5.1652930426,5.2898748777,5.4393028187,5.590558238,5.6130644298,5.7609444828,5.7612440501,5.7566797929,5.7558585878,5.8444056789,5.8472976693,5.9446886543,6.1018033054,6.1040437757,6.0141074245,6.1413836082,6.2365539051
coalPrice-78,3.6,3.7254733485,3.8058766469,3.9488516955,3.8954856084,3.9013326071,3.9269267737,3.9588781477,3.9800044005,3.8894313104,3.993571429,4.0937952198,4.1927096511,4.16914743,4.1337381321,4.1112994645,4.182536073,4.3247226949,4.2973039987,4.2369398823,4.2460118618,4.3578080177,4.3920313513,4.3515536605,4.3076577343,4.2714602144,4.3532528656,4.394407807,4.5541070604,4.7251685154,4.8966339294,4.9862812955,5.0999894603,5.1454347753,5.178207469,5.2383740575,5.4200530691,5.4403373718,5.3693315103,5.3878949209,5.4573325295,5.7055115378,5.7977080505,5.9620386656,6.1432208819,6.2046852584,6.134316788,6.159157447,6.3062847912,6.4722094463
