hour,nl100,de100,frbelux100,nl92,de90,frbelux92,nl96,de95,frbelux96,uk100,uk94,uk97
1598,10006,50935.8,62593,9205.52,45842.22,57585.56,9605.76,48389.01,60089.28,34792,32704.48,33748.24
1599,9774,49242.3,58875,8992.08,44318.07,54165,9383.04,46780.185,56520,34026,31984.44,33005.22
1600,9733,48247.3,55714,8954.36,43422.57,51256.88,9343.68,45834.935,53485.44,34111,32064.34,33087.67
1601,10156,48048.5,54292,9343.52,43243.65,49948.64,9749.76,45646.075,52120.32,35362,33240.28,34301.14
1602,10641,49872.8,55847,9789.72,44885.52,51379.24,10215.36,47379.16,53613.12,37952,35674.88,36813.44
1603,11508,54367.5,62252,10587.36,48930.75,57271.84,11047.68,51649.125,59761.92,41301,38822.94,40061.97
1604,12592,56019.5,70279,11584.64,50417.55,64656.68,12088.32,53218.525,67467.84,40902,38447.88,39674.94
1605,12163,53397,69219,11189.96,48057.3,63681.48,11676.48,50727.15,66450.24,38732,36408.08,37570.04
1606,12125,51907,66414,11155,46716.3,61100.88,11640,49311.65,63757.44,35946,33789.24,34867.62
1607,10253,52132.8,67141,9432.76,46919.52,61769.72,9842.88,49526.16,64455.36,32527,30575.38,31551.19
1608,9251,49569.8,68437,8510.92,44612.82,62962.04,8880.96,47091.31,65699.52,29017,27275.98,28146.49
1609,9099,46994.5,65841,8371.08,42295.05,60573.72,8735.04,44644.775,63207.36,28581,26866.14,27723.57
1610,8056,45601.8,63672,7411.52,41041.62,58578.24,7733.76,43321.71,61125.12,28545,26832.3,27688.65
1611,7975,44682.5,62333,7337,40214.25,57346.36,7656,42448.375,59839.68,27774,26107.56,26940.78
1612,7989,45112.5,59682,7349.88,40601.25,54907.44,7669.44,42856.875,57294.72,26807,25198.58,26002.79
1613,8141,46669.3,59280,7489.72,42002.37,54537.6,7815.36,44335.835,56908.8,26200,24628,25414
1614,8653,50262.3,63193,7960.76,45236.07,58137.56,8306.88,47749.185,60665.28,27594,25938.36,26766.18
1615,10171,58150.3,70722,9357.32,52335.27,65064.24,9764.16,55242.785,67893.12,33037,31054.78,32045.89
1616,12188,62761.8,75601,11212.96,56485.62,69552.92,11700.48,59623.71,72576.96,38381,36078.14,37229.57
1617,13537,64947.5,77654,12454.04,58452.75,71441.68,12995.52,61700.125,74547.84,40223,37809.62,39016.31
1618,14065,65589.3,78488,12939.8,59030.37,72208.96,13502.4,62309.835,75348.48,41135,38666.9,39900.95
1619,14159,66468.3,77952,13026.28,59821.47,71715.84,13592.64,63144.885,74833.92,41518,39026.92,40272.46
1620,14162,67492,77684,13029.04,60742.8,71469.28,13595.52,64117.4,74576.64,42302,39763.88,41032.94
1621,13917,66850,76804,12803.64,60165,70659.68,13360.32,63507.5,73731.84,42877,40304.38,41590.69
1622,13877,66259.8,75208,12766.84,59633.82,69191.36,13321.92,62946.81,72199.68,42290,39752.6,41021.3
1623,13662,65135.3,73056,12569.04,58621.77,67211.52,13115.52,61878.535,70133.76,41839,39328.66,40583.83
1624,13533,64241.3,70299,12450.36,57817.17,64675.08,12991.68,61029.235,67487.04,41581,39086.14,40333.57
1625,13617,62645,68964,12527.64,56380.5,63446.88,13072.32,59512.75,66205.44,43073,40488.62,41780.81
1626,13812,62775,69376,12707.04,56497.5,63825.92,13259.52,59636.25,66600.96,44707,42024.58,43365.79
1627,13865,65994.5,74161,12755.8,59395.05,68228.12,13310.4,62694.775,71194.56,46476,43687.44,45081.72
1628,14346,67334,79925,13198.32,60600.6,73531,13772.16,63967.3,76728,45090,42384.6,43737.3
1629,13598,63755.8,75907,12510.16,57380.22,69834.44,13054.08,60568.01,72870.72,41966,39448.04,40707.02
1630,12544,60765.8,71221,11540.48,54689.22,65523.32,12042.24,57727.51,68372.16,37916,35641.04,36778.52
1631,11298,58042.5,71528,10394.16,52238.25,65805.76,10846.08,55140.375,68666.88,33487,31477.78,32482.39
1632,10221,54304,72378,9403.32,48873.6,66587.76,9812.16,51588.8,69482.88,29421,27655.74,28538.37
1633,10424,51100.3,69039,9590.08,45990.27,63515.88,10007.04,48545.285,66277.44,28607,26890.58,27748.79
1634,10470,49117,67380,9632.4,44205.3,61989.6,10051.2,46661.15,64684.8,28677,26956.38,27816.69
1635,10166,48634,65870,9352.72,43770.6,60600.4,9759.36,46202.3,63235.2,27962,26284.28,27123.14
1636,10148,49099.5,63276,9336.16,44189.55,58213.92,9742.08,46644.525,60744.96,27285,25647.9,26466.45
1637,9614,50397,62683,8844.88,45357.3,57668.36,9229.44,47877.15,60175.68,26907,25292.58,26099.79
1638,11440,53008.5,65815,10524.8,47707.65,60549.8,10982.4,50358.075,63182.4,28402,26697.88,27549.94
1639,12819,59960.8,73159,11793.48,53964.72,67306.28,12306.24,56962.76,70232.64,34048,32005.12,33026.56
1640,14665,64364.5,78815,13491.8,57928.05,72509.8,14078.4,61146.275,75662.4,39529,37157.26,38343.13
1641,16165,66924.3,80491,14871.8,60231.87,74051.72,15518.4,63578.085,77271.36,40435,38008.9,39221.95
1642,15662,67025.3,80848,14409.04,60322.77,74380.16,15035.52,63674.035,77614.08,39812,37423.28,38617.64
1643,15378,68161.3,79713,14147.76,61345.17,73335.96,14762.88,64753.235,76524.48,38828,36498.32,37663.16
1644,16025,69320.3,78994,14743,62388.27,72674.48,15384,65854.285,75834.24,38519,36207.86,37363.43
1645,15034,68524.3,77748,13831.28,61671.87,71528.16,14432.64,65098.085,74638.08,38411,36106.34,37258.67
1646,14900,68113.3,76352,13708,61301.97,70243.84,14304,64707.635,73297.92,37821,35551.74,36686.37
1647,15530,67067.8,74739,14287.6,60361.02,68759.88,14908.8,63714.41,71749.44,37940,35663.6,36801.8
1648,15432,65755.8,72405,14197.44,59180.22,66612.6,14814.72,62468.01,69508.8,38478,36169.32,37323.66
1649,15106,63900,71066,13897.52,57510,65380.72,14501.76,60705,68223.36,40765,38319.1,39542.05
1650,16067,63748.8,71367,14781.64,57373.92,65657.64,15424.32,60561.36,68512.32,43266,40670.04,41968.02
1651,15681,66555.8,75313,14426.52,59900.22,69287.96,15053.76,63228.01,72300.48,46855,44043.7,45449.35
1652,16238,67717,80760,14938.96,60945.3,74299.2,15588.48,64331.15,77529.6,46579,43784.26,45181.63
1653,15983,63644.3,76629,14704.36,57279.87,70498.68,15343.68,60462.085,73563.84,43598,40982.12,42290.06
1654,15055,59747.5,71963,13850.6,53772.75,66205.96,14452.8,56760.125,69084.48,39757,37371.58,38564.29
1655,13984,56464.8,71807,12865.28,50818.32,66062.44,13424.64,53641.56,68934.72,34998,32898.12,33948.06
1656,13162,51747.8,72611,12109.04,46573.02,66802.12,12635.52,49160.41,69706.56,30603,28766.82,29684.91
1657,9220,48030.3,69159,8482.4,43227.27,63626.28,8851.2,45628.785,66392.64,29671,27890.74,28780.87
1658,8685,45863.8,66100,7990.2,41277.42,60812,8337.6,43570.61,63456,29223,27469.62,28346.31
1659,8473,45171,64486,7795.16,40653.9,59327.12,8134.08,42912.45,61906.56,28014,26333.16,27173.58
1660,8407,45948.5,61809,7734.44,41353.65,56864.28,8070.72,43651.075,59336.64,27130,25502.2,26316.1
1661,8489,47563.3,61372,7809.88,42806.97,56462.24,8149.44,45185.135,58917.12,26621,25023.74,25822.37
1662,8949,51150.3,64414,8233.08,46035.27,59260.88,8591.04,48592.785,61837.44,27994,26314.36,27154.18
1663,10337,58585.3,71623,9510.04,52726.77,65893.16,9923.52,55656.035,68758.08,33419,31413.86,32416.43
1664,12226,63263.5,76986,11247.92,56937.15,70827.12,11736.96,60100.325,73906.56,38536,36223.84,37379.92
1665,13635,65543,79219,12544.2,58988.7,72881.48,13089.6,62265.85,76050.24,39472,37103.68,38287.84
1666,14070,66129.5,79341,12944.4,59516.55,72993.72,13507.2,62823.025,76167.36,39267,36910.98,38088.99
1667,13971,68070.8,77873,12853.32,61263.72,71643.16,13412.16,64667.26,74758.08,38738,36413.72,37575.86
1668,13746,68537.3,77074,12646.32,61683.57,70908.08,13196.16,65110.435,73991.04,38887,36553.78,37720.39
1669,13306,67185,76036,12241.52,60466.5,69953.12,12773.76,63825.75,72994.56,39221,36867.74,38044.37
1670,13160,66667.3,74077,12107.2,60000.57,68150.84,12633.6,63333.935,71113.92,39562,37188.28,38375.14
1671,12988,65382,72213,11948.96,58843.8,66435.96,12468.48,62112.9,69324.48,40047,37644.18,38845.59
1672,12912,64307.3,69688,11879.04,57876.57,64112.96,12395.52,61091.935,66900.48,40562,38128.28,39345.14
1673,13085,62192.3,68056,12038.2,55973.07,62611.52,12561.6,59082.685,65333.76,42679,40118.26,41398.63
1674,13541,62330,68353,12457.72,56097,62884.76,12999.36,59213.5,65618.88,44498,41828.12,43163.06
1675,13513,65392.5,72658,12431.96,58853.25,66845.36,12972.48,62122.875,69751.68,46637,43838.78,45237.89
1676,14216,67461.5,78920,13078.72,60715.35,72606.4,13647.36,64088.425,75763.2,45969,43210.86,44589.93
1677,13473,63365.5,75002,12395.16,57028.95,69001.84,12934.08,60197.225,72001.92,43386,40782.84,42084.42
1678,12499,59701.5,70703,11499.08,53731.35,65046.76,11999.04,56716.425,67874.88,39594,37218.36,38406.18
1679,11338,57037.3,70865,10430.96,51333.57,65195.8,10884.48,54185.435,68030.4,35192,33080.48,34136.24
1680,10319,52072.3,71847,9493.48,46865.07,66099.24,9906.24,49468.685,68973.12,31062,29198.28,30130.14
1681,9331,48125.3,68822,8584.52,43312.77,63316.24,8957.76,45719.035,66069.12,30094,28288.36,29191.18
1682,8729,46332.5,66112,8030.68,41699.25,60823.04,8379.84,44015.875,63467.52,29449,27682.06,28565.53
1683,9264,45883.3,64816,8522.88,41294.97,59630.72,8893.44,43589.135,62223.36,28340,26639.6,27489.8
1684,8408,46427.5,62408,7735.36,41784.75,57415.36,8071.68,44106.125,59911.68,27312,25673.28,26492.64
1685,8513,47606.5,61887,7831.96,42845.85,56936.04,8172.48,45226.175,59411.52,26589,24993.66,25791.33
1686,9007,50741.5,65286,8286.44,45667.35,60063.12,8646.72,48204.425,62674.56,27693,26031.42,26862.21
1687,10431,57959,72551,9596.52,52163.1,66746.92,10013.76,55061.05,69648.96,32814,30845.16,31829.58
1688,12298,62760.3,77995,11314.16,56484.27,71755.4,11806.08,59622.285,74875.2,38169,35878.86,37023.93
1689,13466,64862,79408,12388.72,58375.8,73055.36,12927.36,61618.9,76231.68,39015,36674.1,37844.55
1690,13696,65510.8,79290,12600.32,58959.72,72946.8,13148.16,62235.26,76118.4,39305,36946.7,38125.85
1691,13512,66740.8,77818,12431.04,60066.72,71592.56,12971.52,63403.76,74705.28,38675,36354.5,37514.75
1692,13357,68275.8,76931,12288.44,61448.22,70776.52,12822.72,64862.01,73853.76,38242,35947.48,37094.74
1693,13022,67255.3,75944,11980.24,60529.77,69868.48,12501.12,63892.535,72906.24,38013,35732.22,36872.61
1694,12977,66352.3,73495,11938.84,59717.07,67615.4,12457.92,63034.685,70555.2,37714,35451.16,36582.58
1695,12879,64990.8,71418,11848.68,58491.72,65704.56,12363.84,61741.26,68561.28,38082,35797.08,36939.54
1696,12843,63471.8,68947,11815.56,57124.62,63431.24,12329.28,60298.21,66189.12,38784,36456.96,37620.48
1697,13018,61751.5,67633,11976.56,55576.35,62222.36,12497.28,58663.925,64927.68,41156,38686.64,39921.32
1698,13377,62354,67936,12306.84,56118.6,62501.12,12841.92,59236.3,65218.56,43398,40794.12,42096.06
1699,13563,65125.3,72759,12477.96,58612.77,66938.28,13020.48,61869.035,69848.64,46201,43428.94,44814.97
1700,14318,66753,78937,13172.56,60077.7,72622.04,13745.28,63415.35,75779.52,45042,42339.48,43690.74
1701,13634,63034.5,75304,12543.28,56731.05,69279.68,13088.64,59882.775,72291.84,42109,39582.46,40845.73
1702,13040,59259,70906,11996.8,53333.1,65233.52,12518.4,56296.05,68069.76,38619,36301.86,37460.43
1703,11248,56515.5,71088,10348.16,50863.95,65400.96,10798.08,53689.725,68244.48,34323,32263.62,33293.31
1704,10197,52274,72196,9381.24,47046.6,66420.32,9789.12,49660.3,69308.16,30497,28667.18,29582.09
1705,9490,48788,69004,8730.8,43909.2,63483.68,9110.4,46348.6,66243.84,29682,27901.08,28791.54
1706,8867,46650,66341,8157.64,41985,61033.72,8512.32,44317.5,63687.36,29234,27479.96,28356.98
1707,8597,45944.3,65030,7909.24,41349.87,59827.6,8253.12,43647.085,62428.8,28211,26518.34,27364.67
1708,8521,46563.8,62459,7839.32,41907.42,57462.28,8180.16,44235.61,59960.64,27460,25812.4,26636.2
1709,8624,47867.3,62095,7934.08,43080.57,57127.4,8279.04,45473.935,59611.2,26936,25319.84,26127.92
1710,9720,50408.5,65460,8942.4,45367.65,60223.2,9331.2,47888.075,62841.6,28509,26798.46,27653.73
1711,10473,57812,72290,9635.16,52030.8,66506.8,10054.08,54921.4,69398.4,33942,31905.48,32923.74
1712,12310,62737.5,77656,11325.2,56463.75,71443.52,11817.6,59600.625,74549.76,39800,37412,38606
1713,14043,65371.5,79461,12919.56,58834.35,73104.12,13481.28,62102.925,76282.56,41274,38797.56,40035.78
1714,13806,66515.8,80028,12701.52,59864.22,73625.76,13253.76,63190.01,76826.88,41821,39311.74,40566.37
1715,13684,67466.8,78819,12589.28,60720.12,72513.48,13136.64,64093.46,75666.24,41600,39104,40352
1716,13586,68948.5,78284,12499.12,62053.65,72021.28,13042.56,65501.075,75152.64,41405,38920.7,40162.85
1717,13372,67524.8,77711,12302.24,60772.32,71494.12,12837.12,64148.56,74602.56,41109,38642.46,39875.73
1718,13376,64863.5,75989,12305.92,58377.15,69909.88,12840.96,61620.325,72949.44,40399,37975.06,39187.03
1719,13215,63295,73923,12157.8,56965.5,68009.16,12686.4,60130.25,70966.08,39918,37522.92,38720.46
1720,13016,62637.5,71513,11974.72,56373.75,65791.96,12495.36,59505.625,68652.48,39524,37152.56,38338.28
1721,13025,61626.3,70345,11983,55463.67,64717.4,12504,58544.985,67531.2,40827,38377.38,39602.19
1722,13408,62515.5,71083,12335.36,56263.95,65396.36,12871.68,59389.725,68239.68,42449,39902.06,41175.53
1723,13391,64320,75170,12319.72,57888,69156.4,12855.36,61104,72163.2,45107,42400.58,43753.79
1724,13968,64890,80065,12850.56,58401,73659.8,13409.28,61645.5,76862.4,44242,41587.48,42914.74
1725,13296,60962.5,76532,12232.32,54866.25,70409.44,12764.16,57914.375,73470.72,41336,38855.84,40095.92
1726,12159,57041.3,72387,11186.28,51337.17,66596.04,11672.64,54189.235,69491.52,37771,35504.74,36637.87
1727,11171,54539.5,73153,10277.32,49085.55,67300.76,10724.16,51812.525,70226.88,33998,31958.12,32978.06
1728,10310,50610,74182,9485.2,45549,68247.44,9897.6,48079.5,71214.72,30732,28888.08,29810.04
1729,9404,47325.8,70392,8651.68,42593.22,64760.64,9027.84,44959.51,67576.32,29839,28048.66,28943.83
1730,8762,44887.8,67252,8061.04,40399.02,61871.84,8411.52,42643.41,64561.92,29107,27360.58,28233.79
1731,8451,43744.5,65531,7774.92,39370.05,60288.52,8112.96,41557.275,62909.76,27953,26275.82,27114.41
1732,8293,43570.8,62295,7629.56,39213.72,57311.4,7961.28,41392.26,59803.2,26936,25319.84,26127.92
1733,8272,43931,60859,7610.24,39537.9,55990.28,7941.12,41734.45,58424.64,26136,24567.84,25351.92
1734,8400,44310.5,61826,7728,39879.45,56879.92,8064,42094.975,59352.96,26472,24883.68,25677.84
1735,8885,44744.3,63904,8174.2,40269.87,58791.68,8529.6,42507.085,61347.84,28332,26632.08,27482.04
1736,9636,47798.8,65519,8865.12,43018.92,60277.48,9250.56,45408.86,62898.24,31218,29344.92,30281.46
1737,10804,52332,68848,9939.68,47098.8,63340.16,10371.84,49715.4,66094.08,34642,32563.48,33602.74
1738,11788,55465.3,72004,10844.96,49918.77,66243.68,11316.48,52692.035,69123.84,36564,34370.16,35467.08
1739,12200,57200.8,72425,11224,51480.72,66631,11712,54340.76,69528,36910,34695.4,35802.7
1740,12292,57815,72296,11308.64,52033.5,66512.32,11800.32,54924.25,69404.16,37224,34990.56,36107.28
1741,12202,57088.8,73180,11225.84,51379.92,67325.6,11713.92,54234.36,70252.8,37218,34984.92,36101.46
1742,11997,55549.5,70994,11037.24,49994.55,65314.48,11517.12,52772.025,68154.24,36559,34365.46,35462.23
1743,11823,54357.8,68784,10877.16,48922.02,63281.28,11350.08,51639.91,66032.64,35832,33682.08,34757.04
1744,12057,53791.8,66471,11092.44,48412.62,61153.32,11574.72,51102.21,63812.16,35525,33393.5,34459.25
1745,11874,52941,65345,10924.08,47646.9,60117.4,11399.04,50293.95,62731.2,36643,34444.42,35543.71
1746,12313,53748.5,66178,11327.96,48373.65,60883.76,11820.48,51061.075,63530.88,39050,36707,37878.5
1747,12876,56898.5,70260,11845.92,51208.65,64639.2,12360.96,54053.575,67449.6,42000,39480,40740
1748,12663,56477.5,75311,11649.96,50829.75,69286.12,12156.48,53653.625,72298.56,41619,39121.86,40370.43
1749,12220,52762.5,72780,11242.4,47486.25,66957.6,11731.2,50124.375,69868.8,38722,36398.68,37560.34
1750,11202,49866,69515,10305.84,44879.4,63953.8,10753.92,47372.7,66734.4,35813,33664.22,34738.61
1751,10753,49077.3,70935,9892.76,44169.57,65260.2,10322.88,46623.435,68097.6,32821,30851.74,31836.37
1752,9656,45281.3,72848,8883.52,40753.17,67020.16,9269.76,43017.235,69934.08,30002,28201.88,29101.94
1753,8618,42380,69931,7928.56,38142,64336.52,8273.28,40261,67133.76,29256,27500.64,28378.32
1754,8023,40427.3,67184,7381.16,36384.57,61809.28,7702.08,38405.935,64496.64,28386,26682.84,27534.42
1755,8266,39386.8,65091,7604.72,35448.12,59883.72,7935.36,37417.46,62487.36,27213,25580.22,26396.61
1756,8126,39113.3,61673,7475.92,35201.97,56739.16,7800.96,37157.635,59206.08,26169,24598.86,25383.93
1757,8080,39145,60094,7433.6,35230.5,55286.48,7756.8,37187.75,57690.24,25382,23859.08,24620.54
1758,7600,39038,60312,6992,35134.2,55487.04,7296,37086.1,57899.52,25348,23827.12,24587.56
1759,8384,38461.8,61302,7713.28,34615.62,56397.84,8048.64,36538.71,58849.92,26210,24637.4,25423.7
1760,8208,40369.5,61167,7551.36,36332.55,56273.64,7879.68,38351.025,58720.32,27922,26246.68,27084.34
1761,10149,44450.3,64288,9337.08,40005.27,59144.96,9743.04,42227.785,61716.48,31262,29386.28,30324.14
1762,9920,47825.5,67959,9126.4,43042.95,62522.28,9523.2,45434.225,65240.64,34433,32367.02,33400.01
1763,10788,50739.5,70052,9924.96,45665.55,64447.84,10356.48,48202.525,67249.92,36271,34094.74,35182.87
1764,11534,53351.3,71521,10611.28,48016.17,65799.32,11072.64,50683.735,68660.16,37284,35046.96,36165.48
1765,11266,53116.8,73288,10364.72,47805.12,67424.96,10815.36,50460.96,70356.48,37849,35578.06,36713.53
1766,10776,50739.8,70554,9913.92,45665.82,64909.68,10344.96,48202.81,67731.84,37219,34985.86,36102.43
1767,11605,49243.5,67454,10676.6,44319.15,62057.68,11140.8,46781.325,64755.84,37052,34828.88,35940.44
1768,10426,48133.8,65026,9591.92,43320.42,59823.92,10008.96,45727.11,62424.96,37191,34959.54,36075.27
1769,10615,47604.3,63991,9765.8,42843.87,58871.72,10190.4,45224.085,61431.36,38091,35805.54,36948.27
1770,11395,49337.5,64763,10483.4,44403.75,59581.96,10939.2,46870.625,62172.48,39546,37173.24,38359.62
1771,11943,53622,69391,10987.56,48259.8,63839.72,11465.28,50940.9,66615.36,41559,39065.46,40312.23
1772,12354,54648.5,75435,11365.68,49183.65,69400.2,11859.84,51916.075,72417.6,41296,38818.24,40057.12
1773,12038,52033.3,73757,11074.96,46829.97,67856.44,11556.48,49431.635,70806.72,39276,36919.44,38097.72
1774,11017,50190.5,70564,10135.64,45171.45,64918.88,10576.32,47680.975,67741.44,36189,34017.66,35103.33
1775,10199,49958,71052,9383.08,44962.2,65367.84,9791.04,47460.1,68209.92,32688,30726.72,31707.36
1776,9979,46716.3,72173,9180.68,42044.67,66399.16,9579.84,44380.485,69286.08,29182,27431.08,28306.54
1777,8363,44163.3,69765,7693.96,39746.97,64183.8,8028.48,41955.135,66974.4,28696,26974.24,27835.12
1778,7906,42598.5,67519,7273.52,38338.65,62117.48,7589.76,40468.575,64818.24,28572,26857.68,27714.84
1779,7801,41789,66297,7176.92,37610.1,60993.24,7488.96,39699.55,63645.12,27824,26154.56,26989.28
1780,7791,42707.3,63738,7167.72,38436.57,58638.96,7479.36,40571.935,61188.48,27197,25565.18,26381.09
1781,8611,44368.8,63321,7922.12,39931.92,58255.32,8266.56,42150.36,60788.16,26721,25117.74,25919.37
1782,8555,48374.3,66981,7870.6,43536.87,61622.52,8212.8,45955.585,64301.76,28255,26559.7,27407.35
1783,10024,56298.5,74669,9222.08,50668.65,68695.48,9623.04,53483.575,71682.24,33954,31916.76,32935.38
1784,12433,62383,80345,11438.36,56144.7,73917.4,11935.68,59263.85,77131.2,40283,37866.02,39074.51
1785,13317,64979.3,82681,12251.64,58481.37,76066.52,12784.32,61730.335,79373.76,42759,40193.46,41476.23
1786,13550,65760,83155,12466,59184,76502.6,13008,62472,79828.8,43886,41252.84,42569.42
1787,13426,67362.5,82230,12351.92,60626.25,75651.6,12888.96,63994.375,78940.8,43887,41253.78,42570.39
1788,13367,68511.5,81241,12297.64,61660.35,74741.72,12832.32,65085.925,77991.36,44097,41451.18,42774.09
1789,13090,67831.8,80612,12042.8,61048.62,74163.04,12566.4,64440.21,77387.52,44206,41553.64,42879.82
1790,13127,67187.5,78997,12076.84,60468.75,72677.24,12601.92,63828.125,75837.12,43971,41332.74,42651.87
1791,13529,66350,76903,12446.68,59715,70750.76,12987.84,63032.5,73826.88,43983,41344.02,42663.51
1792,12972,64783,74260,11934.24,58304.7,68319.2,12453.12,61543.85,71289.6,44062,41418.28,42740.14
1793,13145,62744,72729,12093.4,56469.6,66910.68,12619.2,59606.8,69819.84,45869,43116.86,44492.93
1794,13442,62455.3,72807,12366.64,56209.77,66982.44,12904.32,59332.535,69894.72,47340,44499.6,45919.8
1795,13763,66161.5,76674,12661.96,59545.35,70540.08,13212.48,62853.425,73607.04,48927,45991.38,47459.19
1796,14434,67828.8,82847,13279.28,61045.92,76219.24,13856.64,64437.36,79533.12,47876,45003.44,46439.72
1797,13367,63583,79050,12297.64,57224.7,72726,12832.32,60403.85,75888,44687,42005.78,43346.39
1798,12380,60107.3,74306,11389.6,54096.57,68361.52,11884.8,57101.935,71333.76,40496,38066.24,39281.12
1799,11792,56445.3,74619,10848.64,50800.77,68649.48,11320.32,53623.035,71634.24,35698,33556.12,34627.06
1800,10054,51253.3,75363,9249.68,46127.97,69333.96,9651.84,48690.635,72348.48,31723,29819.62,30771.31
1801,9282,47613.5,71958,8539.44,42852.15,66201.36,8910.72,45232.825,69079.68,30931,29075.14,30003.07
1802,8680,46029,69324,7985.6,41426.1,63778.08,8332.8,43727.55,66551.04,30676,28835.44,29755.72
1803,8464,45478.5,67788,7786.88,40930.65,62364.96,8125.44,43204.575,65076.48,29768,27981.92,28874.96
1804,8439,45873,65280,7763.88,41285.7,60057.6,8101.44,43579.35,62668.8,29047,27304.18,28175.59
1805,8545,47470.3,64948,7861.4,42723.27,59752.16,8203.2,45096.785,62350.08,28492,26782.48,27637.24
1806,9066,51126.8,68501,8340.72,46014.12,63020.92,8703.36,48570.46,65760.96,29837,28046.78,28941.89
1807,10458,57707,75888,9621.36,51936.3,69816.96,10039.68,54821.65,72852.48,35134,33025.96,34079.98
1808,12349,62066,81080,11361.08,55859.4,74593.6,11855.04,58962.7,77836.8,41002,38541.88,39771.94
1809,13477,63836,82154,12398.84,57452.4,75581.68,12937.92,60644.2,78867.84,42857,40285.58,41571.29
1810,13761,63913,81069,12660.12,57521.7,74583.48,13210.56,60717.35,77826.24,43425,40819.5,42122.25
1811,13603,64546.3,78940,12514.76,58091.67,72624.8,13058.88,61318.985,75782.4,42910,40335.4,41622.7
1812,13436,66259.8,77706,12361.12,59633.82,71489.52,12898.56,62946.81,74597.76,42453,39905.82,41179.41
1813,13149,65796.5,76481,12097.08,59216.85,70362.52,12623.04,62506.675,73421.76,41945,39428.3,40686.65
1814,13118,65813,74899,12068.56,59231.7,68907.08,12593.28,62522.35,71903.04,41298,38820.12,40059.06
1815,13038,65125.5,73332,11994.96,58612.95,67465.44,12516.48,61869.225,70398.72,40998,38538.12,39768.06
1816,12999,63637.8,70686,11959.08,57274.02,65031.12,12479.04,60455.91,67858.56,41199,38727.06,39963.03
1817,13148,61562.8,68948,12096.16,55406.52,63432.16,12622.08,58484.66,66190.08,43229,40635.26,41932.13
1818,13438,60939.5,68744,12362.96,54845.55,63244.48,12900.48,57892.525,65994.24,45058,42354.52,43706.26
1819,13220,63442.8,72267,12162.4,57098.52,66485.64,12691.2,60270.66,69376.32,47694,44832.36,46263.18
1820,14136,66044,78512,13005.12,59439.6,72231.04,13570.56,62741.8,75371.52,47408,44563.52,45985.76
1821,13569,62632,75479,12483.48,56368.8,69440.68,13026.24,59500.4,72459.84,44395,41731.3,43063.15
1822,12578,58655.3,70926,11571.76,52789.77,65251.92,12074.88,55722.535,68088.96,40401,37976.94,39188.97
1823,11355,55170,70595,10446.6,49653,64947.4,10900.8,52411.5,67771.2,35893,33739.42,34816.21
1824,10294,50554.3,71323,9470.48,45498.87,65617.16,9882.24,48026.585,68470.08,31756,29850.64,30803.32
1825,9382,47131.5,68058,8631.44,42418.35,62613.36,9006.72,44774.925,65335.68,30852,29000.88,29926.44
1826,8777,45322.5,65241,8074.84,40790.25,60021.72,8425.92,43056.375,62631.36,30536,28703.84,29619.92
1827,9247,44368,63983,8507.24,39931.2,58864.36,8877.12,42149.6,61423.68,29685,27903.9,28794.45
1828,8444,45133.3,61384,7768.48,40619.97,56473.28,8106.24,42876.635,58928.64,28859,27127.46,27993.23
1829,9245,46934.3,60921,8505.4,42240.87,56047.32,8875.2,44587.585,58484.16,28342,26641.48,27491.74
1830,9004,50241.5,64209,8283.68,45217.35,59072.28,8643.84,47729.425,61640.64,29779,27992.26,28885.63
1831,10388,57212.5,71116,9556.96,51491.25,65426.72,9972.48,54351.875,68271.36,34866,32774.04,33820.02
1832,12312,62140.3,76187,11327.04,55926.27,70092.04,11819.52,59033.285,73139.52,40508,38077.52,39292.76
1833,13603,64175.3,78340,12514.76,57757.77,72072.8,13058.88,60966.535,75206.4,41944,39427.36,40685.68
1834,14084,64226.3,78678,12957.28,57803.67,72383.76,13520.64,61014.985,75530.88,42019,39497.86,40758.43
1835,14630,65121.3,77375,13459.6,58609.17,71185,14044.8,61865.235,74280,41153,38683.82,39918.41
1836,14608,65984.8,76320,13439.36,59386.32,70214.4,14023.68,62685.56,73267.2,40560,38126.4,39343.2
1837,13809,65442.3,75424,12704.28,58898.07,69390.08,13256.64,62170.185,72407.04,40277,37860.38,39068.69
1838,13839,64678.3,73705,12731.88,58210.47,67808.6,13285.44,61444.385,70756.8,39764,37378.16,38571.08
1839,13796,63428.8,71721,12692.32,57085.92,65983.32,13244.16,60257.36,68852.16,39677,37296.38,38486.69
1840,14376,62142.3,69085,13225.92,55928.07,63558.2,13800.96,59035.185,66321.6,40248,37833.12,39040.56
1841,14493,60637.3,67892,13333.56,54573.57,62460.64,13913.28,57605.435,65176.32,42474,39925.56,41199.78
1842,14652,60977.5,67877,13479.84,54879.75,62446.84,14065.92,57928.625,65161.92,44500,41830,43165
1843,13871,63580.3,71736,12761.32,57222.27,65997.12,13316.16,60401.285,68866.56,47012,44191.28,45601.64
1844,14326,65980.3,77749,13179.92,59382.27,71529.08,13752.96,62681.285,74639.04,46983,44164.02,45573.51
1845,13646,61633.3,74527,12554.32,55469.97,68564.84,13100.16,58551.635,71545.92,43965,41327.1,42646.05
